,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[17, 7]",0.031,0.117,0.0,0.159,0.006,0.004,37.0,106.0,1.11
"p[17, 8]",0.001,0.025,0.0,0.0,0.001,0.001,42.0,100.0,1.06
"p[17, 9]",0.002,0.036,0.0,0.0,0.001,0.001,14.0,18.0,1.2
"p[18, 0]",0.002,0.011,0.0,0.004,0.001,0.001,12.0,53.0,1.25
"p[18, 1]",0.0,0.003,0.0,0.0,0.0,0.0,22.0,44.0,1.12
"p[18, 2]",0.001,0.006,0.0,0.003,0.001,0.0,12.0,64.0,1.27
"p[18, 3]",0.996,0.014,0.984,1.0,0.003,0.002,11.0,40.0,1.27
"p[18, 4]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,1.25
"p[18, 5]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,92.0,1.14
"p[18, 6]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,39.0,1.29
"p[18, 7]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,98.0,1.05
"p[18, 8]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,59.0,1.17
"p[18, 9]",0.0,0.005,0.0,0.0,0.0,0.0,18.0,150.0,1.17
"p[19, 0]",0.124,0.174,0.0,0.481,0.014,0.01,87.0,237.0,1.05
"p[19, 1]",0.001,0.015,0.0,0.001,0.001,0.0,26.0,98.0,1.11
"p[19, 2]",0.001,0.004,0.0,0.002,0.0,0.0,23.0,87.0,1.11
"p[19, 3]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.46
"p[19, 4]",0.002,0.026,0.0,0.001,0.001,0.001,19.0,81.0,1.16
"p[19, 5]",0.064,0.114,0.0,0.298,0.01,0.007,37.0,215.0,1.08
"p[19, 6]",0.802,0.229,0.339,1.0,0.014,0.011,122.0,152.0,1.04
"p[19, 7]",0.003,0.013,0.0,0.007,0.001,0.0,113.0,294.0,1.02
"p[19, 8]",0.001,0.01,0.0,0.001,0.0,0.0,129.0,211.0,1.06
"p[19, 9]",0.002,0.016,0.0,0.002,0.001,0.001,53.0,321.0,1.07
"p[20, 0]",0.246,0.252,0.0,0.75,0.015,0.011,167.0,183.0,1.03
"p[20, 1]",0.001,0.011,0.0,0.001,0.0,0.0,34.0,346.0,1.09
"p[20, 2]",0.01,0.04,0.0,0.038,0.003,0.002,13.0,27.0,1.24
"p[20, 3]",0.646,0.296,0.122,1.0,0.019,0.015,170.0,178.0,1.02
"p[20, 4]",0.061,0.132,0.0,0.318,0.011,0.008,24.0,127.0,1.12
"p[20, 5]",0.002,0.022,0.0,0.002,0.002,0.001,7.0,48.0,1.68
"p[20, 6]",0.003,0.024,0.0,0.003,0.001,0.001,19.0,102.0,1.16
"p[20, 7]",0.002,0.025,0.0,0.003,0.001,0.001,25.0,117.0,1.12
"p[20, 8]",0.026,0.092,0.0,0.104,0.006,0.005,98.0,162.0,1.05
"p[20, 9]",0.002,0.024,0.0,0.001,0.001,0.001,47.0,237.0,1.07
"p[21, 0]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,73.0,1.2
"p[21, 1]",0.004,0.046,0.0,0.001,0.002,0.001,51.0,62.0,1.06
"p[21, 2]",0.003,0.025,0.0,0.0,0.001,0.001,25.0,142.0,1.13
"p[21, 3]",0.74,0.281,0.172,1.0,0.017,0.012,174.0,437.0,1.03
"p[21, 4]",0.002,0.027,0.0,0.001,0.001,0.001,12.0,25.0,1.26
"p[21, 5]",0.001,0.017,0.0,0.001,0.001,0.0,38.0,191.0,1.09
"p[21, 6]",0.001,0.021,0.0,0.0,0.001,0.0,47.0,81.0,1.08
"p[21, 7]",0.242,0.27,0.0,0.807,0.018,0.013,133.0,354.0,1.03
"p[21, 8]",0.004,0.041,0.0,0.001,0.003,0.002,37.0,53.0,1.09
"p[21, 9]",0.003,0.029,0.0,0.001,0.001,0.001,86.0,166.0,1.01
"p[22, 0]",0.042,0.121,0.0,0.232,0.023,0.016,13.0,57.0,1.24
"p[22, 1]",0.0,0.004,0.0,0.0,0.0,0.0,30.0,46.0,1.09
"p[22, 2]",0.039,0.11,0.0,0.191,0.007,0.005,22.0,71.0,1.14
"p[22, 3]",0.913,0.174,0.547,1.0,0.031,0.025,15.0,42.0,1.2
"p[22, 4]",0.002,0.02,0.0,0.001,0.001,0.001,15.0,88.0,1.2
"p[22, 5]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,70.0,1.49
"p[22, 6]",0.002,0.022,0.0,0.001,0.001,0.001,11.0,49.0,1.29
"p[22, 7]",0.0,0.002,0.0,0.0,0.0,0.0,52.0,108.0,1.05
"p[22, 8]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,61.0,1.18
"p[22, 9]",0.001,0.016,0.0,0.0,0.001,0.001,34.0,148.0,1.1
"p[23, 0]",0.032,0.087,0.0,0.16,0.007,0.005,90.0,190.0,1.05
"p[23, 1]",0.005,0.03,0.0,0.009,0.001,0.001,38.0,35.0,1.07
"p[23, 2]",0.047,0.126,0.0,0.278,0.01,0.007,22.0,26.0,1.13
"p[23, 3]",0.816,0.242,0.279,1.0,0.018,0.014,134.0,185.0,1.02
"p[23, 4]",0.02,0.072,0.0,0.092,0.006,0.004,11.0,68.0,1.29
"p[23, 5]",0.012,0.064,0.0,0.036,0.005,0.003,24.0,120.0,1.14
"p[23, 6]",0.0,0.001,0.0,0.0,0.0,0.0,12.0,43.0,1.28
"p[23, 7]",0.001,0.008,0.0,0.0,0.0,0.0,26.0,139.0,1.12
"p[23, 8]",0.064,0.16,0.0,0.38,0.009,0.007,112.0,114.0,1.03
"p[23, 9]",0.005,0.039,0.0,0.005,0.002,0.001,34.0,31.0,1.09
"p[24, 0]",0.247,0.21,0.003,0.662,0.012,0.008,267.0,629.0,1.02
"p[24, 1]",0.003,0.027,0.0,0.003,0.001,0.001,55.0,200.0,1.07
"p[24, 2]",0.005,0.018,0.0,0.017,0.001,0.001,21.0,44.0,1.13
"p[24, 3]",0.022,0.059,0.0,0.104,0.004,0.002,75.0,71.0,1.03
"p[24, 4]",0.676,0.232,0.254,0.996,0.014,0.01,242.0,502.0,1.03
"p[24, 5]",0.002,0.017,0.0,0.003,0.002,0.001,6.0,30.0,1.97
"p[24, 6]",0.024,0.071,0.0,0.12,0.005,0.004,37.0,77.0,1.09
"p[24, 7]",0.005,0.037,0.0,0.012,0.001,0.001,18.0,46.0,1.17
"p[24, 8]",0.014,0.052,0.0,0.058,0.003,0.002,143.0,223.0,1.03
"p[24, 9]",0.004,0.035,0.0,0.004,0.001,0.001,176.0,252.0,1.05
"p[25, 0]",0.043,0.102,0.0,0.226,0.008,0.006,18.0,84.0,1.19
"p[25, 1]",0.001,0.005,0.0,0.001,0.0,0.0,19.0,58.0,1.16
"p[25, 2]",0.853,0.202,0.415,1.0,0.016,0.015,51.0,310.0,1.07
"p[25, 3]",0.003,0.03,0.0,0.001,0.003,0.002,7.0,13.0,1.66
"p[25, 4]",0.013,0.053,0.0,0.048,0.004,0.003,16.0,45.0,1.17
"p[25, 5]",0.074,0.134,0.0,0.31,0.009,0.007,25.0,60.0,1.12
"p[25, 6]",0.001,0.006,0.0,0.001,0.0,0.0,37.0,46.0,1.08
"p[25, 7]",0.007,0.041,0.0,0.017,0.002,0.001,45.0,102.0,1.09
"p[25, 8]",0.004,0.032,0.0,0.006,0.002,0.002,12.0,39.0,1.27
"p[25, 9]",0.001,0.013,0.0,0.0,0.001,0.0,26.0,161.0,1.13
"p[26, 0]",0.03,0.082,0.0,0.144,0.012,0.008,13.0,36.0,1.25
"p[26, 1]",0.004,0.027,0.0,0.007,0.001,0.001,32.0,60.0,1.09
"p[26, 2]",0.01,0.051,0.0,0.034,0.003,0.002,24.0,100.0,1.12
"p[26, 3]",0.006,0.041,0.0,0.004,0.004,0.003,8.0,22.0,1.48
"p[26, 4]",0.007,0.04,0.0,0.014,0.002,0.002,13.0,27.0,1.22
"p[26, 5]",0.213,0.246,0.0,0.747,0.017,0.012,154.0,381.0,1.03
"p[26, 6]",0.065,0.144,0.0,0.365,0.009,0.006,142.0,186.0,1.02
"p[26, 7]",0.651,0.297,0.096,1.0,0.017,0.013,236.0,676.0,1.03
"p[26, 8]",0.008,0.052,0.0,0.016,0.002,0.002,38.0,203.0,1.08
"p[26, 9]",0.006,0.033,0.0,0.013,0.001,0.001,112.0,288.0,1.04
"p[27, 0]",0.006,0.04,0.0,0.007,0.002,0.001,14.0,21.0,1.21
"p[27, 1]",0.005,0.034,0.0,0.015,0.002,0.001,14.0,167.0,1.22
"p[27, 2]",0.0,0.002,0.0,0.0,0.0,0.0,11.0,67.0,1.27
"p[27, 3]",0.359,0.256,0.003,0.801,0.036,0.025,47.0,108.0,1.09
"p[27, 4]",0.354,0.252,0.001,0.796,0.013,0.009,360.0,465.0,1.02
"p[27, 5]",0.252,0.237,0.0,0.714,0.047,0.033,17.0,65.0,1.18
"p[27, 6]",0.003,0.024,0.0,0.001,0.001,0.001,14.0,27.0,1.23
"p[27, 7]",0.003,0.027,0.0,0.006,0.001,0.001,79.0,120.0,1.04
"p[27, 8]",0.014,0.072,0.0,0.037,0.003,0.002,105.0,239.0,1.05
"p[27, 9]",0.004,0.028,0.0,0.006,0.001,0.001,123.0,147.0,1.04
"p[28, 0]",0.131,0.192,0.0,0.544,0.026,0.019,15.0,55.0,1.22
"p[28, 1]",0.001,0.005,0.0,0.001,0.0,0.0,19.0,56.0,1.16
"p[28, 2]",0.567,0.296,0.074,0.997,0.018,0.013,241.0,486.0,1.02
"p[28, 3]",0.001,0.012,0.0,0.0,0.001,0.001,7.0,12.0,1.57
"p[28, 4]",0.246,0.251,0.0,0.761,0.018,0.013,101.0,125.0,1.04
"p[28, 5]",0.016,0.061,0.0,0.068,0.012,0.009,5.0,28.0,2.03
"p[28, 6]",0.023,0.084,0.0,0.108,0.006,0.004,48.0,28.0,1.04
"p[28, 7]",0.011,0.056,0.0,0.032,0.003,0.002,15.0,41.0,1.22
"p[28, 8]",0.002,0.013,0.0,0.002,0.001,0.0,13.0,181.0,1.23
"p[28, 9]",0.002,0.02,0.0,0.001,0.001,0.001,19.0,226.0,1.16
"p[29, 0]",0.002,0.02,0.0,0.0,0.001,0.001,15.0,24.0,1.2
"p[29, 1]",0.003,0.017,0.0,0.012,0.001,0.001,13.0,89.0,1.24
"p[29, 2]",0.0,0.004,0.0,0.0,0.0,0.0,14.0,48.0,1.21
"p[29, 3]",0.771,0.226,0.29,0.999,0.015,0.011,176.0,381.0,1.03
"p[29, 4]",0.047,0.091,0.0,0.2,0.005,0.004,73.0,212.0,1.08
"p[29, 5]",0.173,0.203,0.0,0.607,0.017,0.012,147.0,216.0,1.04
"p[29, 6]",0.001,0.007,0.0,0.0,0.0,0.0,15.0,21.0,1.2
"p[29, 7]",0.001,0.011,0.0,0.0,0.0,0.0,76.0,107.0,1.03
"p[29, 8]",0.0,0.001,0.0,0.0,0.0,0.0,45.0,180.0,1.07
"p[29, 9]",0.002,0.015,0.0,0.002,0.0,0.0,133.0,125.0,1.04
"p[30, 0]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,1.3
"p[30, 1]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,1.49
"p[30, 2]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,1.36
"p[30, 3]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,1.2
"p[30, 4]",0.0,0.005,0.0,0.0,0.0,0.0,15.0,23.0,1.22
"p[30, 5]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,1.43
"p[30, 6]",1.0,0.006,1.0,1.0,0.0,0.0,23.0,214.0,1.14
"p[30, 7]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,1.17
"p[30, 8]",0.0,0.001,0.0,0.0,0.0,0.0,11.0,20.0,1.29
"p[30, 9]",0.0,0.002,0.0,0.0,0.0,0.0,11.0,17.0,1.32
"p[31, 0]",0.002,0.012,0.0,0.005,0.0,0.0,31.0,321.0,1.1
"p[31, 1]",0.002,0.021,0.0,0.001,0.001,0.001,24.0,162.0,1.13
"p[31, 2]",0.0,0.001,0.0,0.0,0.0,0.0,12.0,21.0,1.24
"p[31, 3]",0.009,0.033,0.0,0.038,0.002,0.001,62.0,324.0,1.08
"p[31, 4]",0.001,0.004,0.0,0.001,0.0,0.0,109.0,248.0,1.06
"p[31, 5]",0.003,0.013,0.0,0.007,0.001,0.0,84.0,161.0,1.05
"p[31, 6]",0.001,0.014,0.0,0.0,0.001,0.0,30.0,52.0,1.12
"p[31, 7]",0.003,0.026,0.0,0.003,0.001,0.001,38.0,63.0,1.09
"p[31, 8]",0.977,0.056,0.885,1.0,0.003,0.002,66.0,300.0,1.06
"p[31, 9]",0.002,0.013,0.0,0.003,0.001,0.0,24.0,217.0,1.14
"p[32, 0]",0.005,0.03,0.0,0.012,0.002,0.001,20.0,65.0,1.15
"p[32, 1]",0.003,0.021,0.0,0.003,0.001,0.001,38.0,35.0,1.07
"p[32, 2]",0.751,0.296,0.126,1.0,0.033,0.025,73.0,383.0,1.06
"p[32, 3]",0.228,0.289,0.0,0.85,0.035,0.025,59.0,269.0,1.07
"p[32, 4]",0.006,0.045,0.0,0.01,0.003,0.002,11.0,93.0,1.28
"p[32, 5]",0.002,0.023,0.0,0.0,0.001,0.001,37.0,154.0,1.08
"p[32, 6]",0.001,0.013,0.0,0.0,0.001,0.0,10.0,53.0,1.37
"p[32, 7]",0.001,0.014,0.0,0.0,0.001,0.0,48.0,113.0,1.07
"p[32, 8]",0.0,0.001,0.0,0.0,0.0,0.0,20.0,52.0,1.16
"p[32, 9]",0.003,0.033,0.0,0.001,0.002,0.001,42.0,76.0,1.07
"p[33, 0]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,64.0,1.23
"p[33, 1]",0.003,0.03,0.0,0.001,0.001,0.001,51.0,63.0,1.06
"p[33, 2]",0.0,0.003,0.0,0.0,0.0,0.0,32.0,160.0,1.1
"p[33, 3]",0.045,0.098,0.0,0.229,0.005,0.003,131.0,237.0,1.02
"p[33, 4]",0.002,0.019,0.0,0.001,0.001,0.001,13.0,18.0,1.24
"p[33, 5]",0.002,0.018,0.0,0.0,0.001,0.001,36.0,234.0,1.09
"p[33, 6]",0.0,0.003,0.0,0.0,0.0,0.0,89.0,148.0,1.03
"p[33, 7]",0.944,0.11,0.722,1.0,0.005,0.004,170.0,194.0,1.01
"p[33, 8]",0.003,0.031,0.0,0.001,0.001,0.001,45.0,60.0,1.05
"p[33, 9]",0.002,0.013,0.0,0.001,0.0,0.0,90.0,141.0,1.01
"p[34, 0]",0.124,0.175,0.0,0.5,0.022,0.015,32.0,94.0,1.11
"p[34, 1]",0.002,0.009,0.0,0.004,0.0,0.0,23.0,218.0,1.13
"p[34, 2]",0.146,0.203,0.0,0.577,0.013,0.009,174.0,305.0,1.01
"p[34, 3]",0.001,0.007,0.0,0.0,0.001,0.001,6.0,14.0,1.69
"p[34, 4]",0.039,0.101,0.0,0.173,0.007,0.005,25.0,50.0,1.12
"p[34, 5]",0.629,0.283,0.114,0.999,0.025,0.018,121.0,152.0,1.03
"p[34, 6]",0.006,0.032,0.0,0.017,0.002,0.001,49.0,29.0,1.04
"p[34, 7]",0.022,0.076,0.0,0.109,0.005,0.004,41.0,121.0,1.1
"p[34, 8]",0.027,0.099,0.0,0.137,0.008,0.006,18.0,97.0,1.16
"p[34, 9]",0.004,0.036,0.0,0.004,0.001,0.001,34.0,223.0,1.12
"p[35, 0]",0.027,0.053,0.0,0.11,0.006,0.004,20.0,105.0,1.14
"p[35, 1]",0.001,0.006,0.0,0.001,0.0,0.0,23.0,203.0,1.14
"p[35, 2]",0.005,0.02,0.0,0.014,0.001,0.001,71.0,307.0,1.06
"p[35, 3]",0.002,0.016,0.0,0.004,0.001,0.001,42.0,77.0,1.08
"p[35, 4]",0.38,0.283,0.001,0.861,0.03,0.021,72.0,180.0,1.06
"p[35, 5]",0.0,0.002,0.0,0.0,0.0,0.0,5.0,29.0,2.11
"p[35, 6]",0.582,0.301,0.076,0.998,0.037,0.029,51.0,186.0,1.07
"p[35, 7]",0.001,0.007,0.0,0.003,0.0,0.0,15.0,34.0,1.21
"p[35, 8]",0.0,0.002,0.0,0.0,0.0,0.0,112.0,102.0,1.04
"p[35, 9]",0.001,0.013,0.0,0.001,0.001,0.0,28.0,195.0,1.14
"p[36, 0]",0.002,0.012,0.0,0.005,0.0,0.0,31.0,321.0,1.1
"p[36, 1]",0.002,0.021,0.0,0.001,0.001,0.001,24.0,162.0,1.13
"p[36, 2]",0.0,0.001,0.0,0.0,0.0,0.0,12.0,21.0,1.24
"p[36, 3]",0.009,0.033,0.0,0.038,0.002,0.001,62.0,324.0,1.08
"p[36, 4]",0.001,0.004,0.0,0.001,0.0,0.0,109.0,248.0,1.06
"p[36, 5]",0.003,0.013,0.0,0.007,0.001,0.0,84.0,161.0,1.05
"p[36, 6]",0.001,0.014,0.0,0.0,0.001,0.0,30.0,52.0,1.12
"p[36, 7]",0.003,0.026,0.0,0.003,0.001,0.001,38.0,63.0,1.09
"p[36, 8]",0.977,0.056,0.885,1.0,0.003,0.002,66.0,300.0,1.06
"p[36, 9]",0.002,0.013,0.0,0.003,0.001,0.0,24.0,217.0,1.14
"p[37, 0]",0.002,0.021,0.0,0.0,0.001,0.001,15.0,23.0,1.2
"p[37, 1]",0.013,0.064,0.0,0.036,0.003,0.002,12.0,86.0,1.26
"p[37, 2]",0.0,0.001,0.0,0.0,0.0,0.0,14.0,52.0,1.21
"p[37, 3]",0.103,0.142,0.0,0.393,0.008,0.006,203.0,417.0,1.01
"p[37, 4]",0.197,0.235,0.0,0.7,0.015,0.011,199.0,368.0,1.02
"p[37, 5]",0.662,0.277,0.147,1.0,0.017,0.013,207.0,349.0,1.02
"p[37, 6]",0.004,0.028,0.0,0.001,0.001,0.001,16.0,26.0,1.2
"p[37, 7]",0.01,0.074,0.0,0.005,0.004,0.003,80.0,95.0,1.04
"p[37, 8]",0.001,0.007,0.0,0.0,0.0,0.0,51.0,229.0,1.07
"p[37, 9]",0.009,0.052,0.0,0.01,0.002,0.001,125.0,135.0,1.04
"p[38, 0]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,105.0,1.24
"p[38, 1]",0.0,0.005,0.0,0.0,0.0,0.0,8.0,29.0,1.45
"p[38, 2]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,1.31
"p[38, 3]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,61.0,1.19
"p[38, 4]",0.0,0.009,0.0,0.0,0.0,0.0,16.0,26.0,1.2
"p[38, 5]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,1.41
"p[38, 6]",0.999,0.015,1.0,1.0,0.001,0.0,27.0,278.0,1.12
"p[38, 7]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,85.0,1.15
"p[38, 8]",0.0,0.001,0.0,0.0,0.0,0.0,13.0,27.0,1.23
"p[38, 9]",0.0,0.01,0.0,0.0,0.0,0.0,12.0,18.0,1.28
"p[39, 0]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,36.0,1.32
"p[39, 1]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,120.0,1.09
"p[39, 2]",0.98,0.049,0.919,1.0,0.003,0.002,32.0,74.0,1.11
"p[39, 3]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,1.41
"p[39, 4]",0.014,0.039,0.0,0.065,0.003,0.002,24.0,65.0,1.12
"p[39, 5]",0.001,0.011,0.0,0.001,0.001,0.0,24.0,40.0,1.13
"p[39, 6]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,28.0,1.08
"p[39, 7]",0.002,0.017,0.0,0.001,0.001,0.001,65.0,117.0,1.06
"p[39, 8]",0.002,0.018,0.0,0.001,0.001,0.001,21.0,165.0,1.16
"p[39, 9]",0.001,0.007,0.0,0.0,0.0,0.0,29.0,174.0,1.12
"p[40, 0]",0.157,0.154,0.0,0.464,0.007,0.005,361.0,445.0,1.03
"p[40, 1]",0.002,0.011,0.0,0.004,0.0,0.0,35.0,208.0,1.1
"p[40, 2]",0.028,0.071,0.0,0.135,0.004,0.002,211.0,267.0,1.02
"p[40, 3]",0.003,0.013,0.0,0.008,0.001,0.0,62.0,71.0,1.05
"p[40, 4]",0.724,0.185,0.4,0.995,0.008,0.006,336.0,545.0,1.03
"p[40, 5]",0.001,0.006,0.0,0.001,0.001,0.0,5.0,26.0,2.06
"p[40, 6]",0.076,0.11,0.0,0.271,0.005,0.004,204.0,521.0,1.03
"p[40, 7]",0.005,0.022,0.0,0.019,0.001,0.001,16.0,34.0,1.19
"p[40, 8]",0.0,0.001,0.0,0.0,0.0,0.0,100.0,179.0,1.05
"p[40, 9]",0.003,0.028,0.0,0.004,0.001,0.001,44.0,214.0,1.1
"p[41, 0]",0.0,0.003,0.0,0.0,0.0,0.0,11.0,32.0,1.3
"p[41, 1]",0.002,0.017,0.0,0.0,0.001,0.0,44.0,104.0,1.08
"p[41, 2]",0.933,0.13,0.685,1.0,0.01,0.007,59.0,85.0,1.05
"p[41, 3]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,45.0,1.37
"p[41, 4]",0.046,0.105,0.0,0.23,0.008,0.005,40.0,72.0,1.07
"p[41, 5]",0.004,0.024,0.0,0.008,0.002,0.001,27.0,58.0,1.11
"p[41, 6]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,27.0,1.07
"p[41, 7]",0.005,0.037,0.0,0.002,0.003,0.002,60.0,114.0,1.06
"p[41, 8]",0.009,0.054,0.0,0.011,0.003,0.002,26.0,167.0,1.14
"p[41, 9]",0.002,0.018,0.0,0.0,0.001,0.001,34.0,163.0,1.1
"p[42, 0]",0.065,0.122,0.0,0.293,0.01,0.007,53.0,205.0,1.08
"p[42, 1]",0.001,0.014,0.0,0.001,0.001,0.0,24.0,82.0,1.12
"p[42, 2]",0.0,0.001,0.0,0.001,0.0,0.0,20.0,114.0,1.14
"p[42, 3]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.45
"p[42, 4]",0.002,0.025,0.0,0.001,0.001,0.001,18.0,91.0,1.17
"p[42, 5]",0.034,0.076,0.0,0.156,0.007,0.005,24.0,57.0,1.12
"p[42, 6]",0.894,0.164,0.572,1.0,0.013,0.01,43.0,85.0,1.08
"p[42, 7]",0.002,0.01,0.0,0.003,0.0,0.0,99.0,274.0,1.03
"p[42, 8]",0.001,0.006,0.0,0.001,0.0,0.0,126.0,211.0,1.07
"p[42, 9]",0.001,0.012,0.0,0.001,0.0,0.0,48.0,329.0,1.08
"p[43, 0]",0.002,0.012,0.0,0.005,0.0,0.0,31.0,321.0,1.1
"p[43, 1]",0.002,0.021,0.0,0.001,0.001,0.001,24.0,162.0,1.13
"p[43, 2]",0.0,0.001,0.0,0.0,0.0,0.0,12.0,21.0,1.24
"p[43, 3]",0.009,0.033,0.0,0.038,0.002,0.001,62.0,324.0,1.08
"p[43, 4]",0.001,0.004,0.0,0.001,0.0,0.0,109.0,248.0,1.06
"p[43, 5]",0.003,0.013,0.0,0.007,0.001,0.0,84.0,161.0,1.05
"p[43, 6]",0.001,0.014,0.0,0.0,0.001,0.0,30.0,52.0,1.12
"p[43, 7]",0.003,0.026,0.0,0.003,0.001,0.001,38.0,63.0,1.09
"p[43, 8]",0.977,0.056,0.885,1.0,0.003,0.002,66.0,300.0,1.06
"p[43, 9]",0.002,0.013,0.0,0.003,0.001,0.0,24.0,217.0,1.14
"p[44, 0]",0.002,0.012,0.0,0.005,0.0,0.0,31.0,321.0,1.1
"p[44, 1]",0.002,0.021,0.0,0.001,0.001,0.001,24.0,162.0,1.13
"p[44, 2]",0.0,0.001,0.0,0.0,0.0,0.0,12.0,21.0,1.24
"p[44, 3]",0.009,0.033,0.0,0.038,0.002,0.001,62.0,324.0,1.08
"p[44, 4]",0.001,0.004,0.0,0.001,0.0,0.0,109.0,248.0,1.06
"p[44, 5]",0.003,0.013,0.0,0.007,0.001,0.0,84.0,161.0,1.05
"p[44, 6]",0.001,0.014,0.0,0.0,0.001,0.0,30.0,52.0,1.12
"p[44, 7]",0.003,0.026,0.0,0.003,0.001,0.001,38.0,63.0,1.09
"p[44, 8]",0.977,0.056,0.885,1.0,0.003,0.002,66.0,300.0,1.06
"p[44, 9]",0.002,0.013,0.0,0.003,0.001,0.0,24.0,217.0,1.14
"p[45, 0]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,70.0,1.29
"p[45, 1]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,1.4
"p[45, 2]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,1.36
"p[45, 3]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,1.2
"p[45, 4]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,1.26
"p[45, 5]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,1.41
"p[45, 6]",1.0,0.0,1.0,1.0,0.0,0.0,12.0,241.0,1.27
"p[45, 7]",0.0,0.0,0.0,0.0,0.0,0.0,24.0,51.0,1.15
"p[45, 8]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,42.0,1.26
"p[45, 9]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,1.28
"p[46, 0]",0.117,0.128,0.0,0.373,0.008,0.006,245.0,411.0,1.04
"p[46, 1]",0.002,0.014,0.0,0.003,0.001,0.0,35.0,214.0,1.1
"p[46, 2]",0.026,0.068,0.0,0.128,0.003,0.002,206.0,311.0,1.02
"p[46, 3]",0.004,0.018,0.0,0.014,0.001,0.001,61.0,79.0,1.05
"p[46, 4]",0.782,0.167,0.476,0.998,0.009,0.008,95.0,568.0,1.04
"p[46, 5]",0.001,0.004,0.0,0.0,0.0,0.0,5.0,24.0,2.06
"p[46, 6]",0.061,0.094,0.0,0.235,0.004,0.003,218.0,591.0,1.02
"p[46, 7]",0.004,0.02,0.0,0.014,0.001,0.001,16.0,32.0,1.19
"p[46, 8]",0.0,0.001,0.0,0.0,0.0,0.0,105.0,155.0,1.05
"p[46, 9]",0.004,0.033,0.0,0.004,0.001,0.001,45.0,214.0,1.1
"p[47, 0]",0.117,0.128,0.0,0.373,0.008,0.006,245.0,411.0,1.04
"p[47, 1]",0.002,0.014,0.0,0.003,0.001,0.0,35.0,214.0,1.1
"p[47, 2]",0.026,0.068,0.0,0.128,0.003,0.002,206.0,311.0,1.02
"p[47, 3]",0.004,0.018,0.0,0.014,0.001,0.001,61.0,79.0,1.05
"p[47, 4]",0.782,0.167,0.476,0.998,0.009,0.008,95.0,568.0,1.04
"p[47, 5]",0.001,0.004,0.0,0.0,0.0,0.0,5.0,24.0,2.06
"p[47, 6]",0.061,0.094,0.0,0.235,0.004,0.003,218.0,591.0,1.02
"p[47, 7]",0.004,0.02,0.0,0.014,0.001,0.001,16.0,32.0,1.19
"p[47, 8]",0.0,0.001,0.0,0.0,0.0,0.0,105.0,155.0,1.05
"p[47, 9]",0.004,0.033,0.0,0.004,0.001,0.001,45.0,214.0,1.1
"p[48, 0]",0.002,0.012,0.0,0.004,0.002,0.001,12.0,63.0,1.26
"p[48, 1]",0.001,0.01,0.0,0.0,0.0,0.0,23.0,47.0,1.12
"p[48, 2]",0.004,0.021,0.0,0.013,0.001,0.001,14.0,89.0,1.21
"p[48, 3]",0.992,0.028,0.964,1.0,0.003,0.002,13.0,58.0,1.24
"p[48, 4]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,40.0,1.24
"p[48, 5]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,77.0,1.14
