,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[48, 6]",0.0,0.003,0.0,0.0,0.0,0.0,11.0,43.0,1.28
"p[48, 7]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,107.0,1.04
"p[48, 8]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,1.18
"p[48, 9]",0.001,0.007,0.0,0.0,0.0,0.0,19.0,150.0,1.16
"p[49, 0]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,1.3
"p[49, 1]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,1.49
"p[49, 2]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,1.36
"p[49, 3]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,1.2
"p[49, 4]",0.0,0.005,0.0,0.0,0.0,0.0,15.0,23.0,1.22
"p[49, 5]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,1.43
"p[49, 6]",1.0,0.006,1.0,1.0,0.0,0.0,23.0,214.0,1.14
"p[49, 7]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,1.17
"p[49, 8]",0.0,0.001,0.0,0.0,0.0,0.0,11.0,20.0,1.29
"p[49, 9]",0.0,0.002,0.0,0.0,0.0,0.0,11.0,17.0,1.32
"p[50, 0]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,64.0,1.23
"p[50, 1]",0.003,0.03,0.0,0.001,0.001,0.001,51.0,63.0,1.06
"p[50, 2]",0.0,0.003,0.0,0.0,0.0,0.0,32.0,160.0,1.1
"p[50, 3]",0.045,0.098,0.0,0.229,0.005,0.003,131.0,237.0,1.02
"p[50, 4]",0.002,0.019,0.0,0.001,0.001,0.001,13.0,18.0,1.24
"p[50, 5]",0.002,0.018,0.0,0.0,0.001,0.001,36.0,234.0,1.09
"p[50, 6]",0.0,0.003,0.0,0.0,0.0,0.0,89.0,148.0,1.03
"p[50, 7]",0.944,0.11,0.722,1.0,0.005,0.004,170.0,194.0,1.01
"p[50, 8]",0.003,0.031,0.0,0.001,0.001,0.001,45.0,60.0,1.05
"p[50, 9]",0.002,0.013,0.0,0.001,0.0,0.0,90.0,141.0,1.01
"p[51, 0]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,36.0,1.32
"p[51, 1]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,120.0,1.09
"p[51, 2]",0.98,0.049,0.919,1.0,0.003,0.002,32.0,74.0,1.11
"p[51, 3]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,1.41
"p[51, 4]",0.014,0.039,0.0,0.065,0.003,0.002,24.0,65.0,1.12
"p[51, 5]",0.001,0.011,0.0,0.001,0.001,0.0,24.0,40.0,1.13
"p[51, 6]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,28.0,1.08
"p[51, 7]",0.002,0.017,0.0,0.001,0.001,0.001,65.0,117.0,1.06
"p[51, 8]",0.002,0.018,0.0,0.001,0.001,0.001,21.0,165.0,1.16
"p[51, 9]",0.001,0.007,0.0,0.0,0.0,0.0,29.0,174.0,1.12
"p[52, 0]",0.664,0.219,0.26,0.983,0.024,0.018,84.0,683.0,1.04
"p[52, 1]",0.002,0.011,0.0,0.004,0.0,0.0,25.0,59.0,1.11
"p[52, 2]",0.006,0.025,0.0,0.022,0.001,0.001,44.0,194.0,1.06
"p[52, 3]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.47
"p[52, 4]",0.001,0.01,0.0,0.001,0.0,0.0,22.0,55.0,1.14
"p[52, 5]",0.283,0.209,0.001,0.67,0.025,0.017,61.0,586.0,1.05
"p[52, 6]",0.032,0.069,0.0,0.156,0.003,0.002,41.0,117.0,1.08
"p[52, 7]",0.006,0.021,0.0,0.023,0.001,0.001,97.0,355.0,1.04
"p[52, 8]",0.003,0.021,0.0,0.006,0.001,0.001,134.0,204.0,1.05
"p[52, 9]",0.004,0.023,0.0,0.007,0.001,0.001,40.0,289.0,1.08
"p[53, 0]",0.664,0.219,0.26,0.983,0.024,0.018,84.0,683.0,1.04
"p[53, 1]",0.002,0.011,0.0,0.004,0.0,0.0,25.0,59.0,1.11
"p[53, 2]",0.006,0.025,0.0,0.022,0.001,0.001,44.0,194.0,1.06
"p[53, 3]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.47
"p[53, 4]",0.001,0.01,0.0,0.001,0.0,0.0,22.0,55.0,1.14
"p[53, 5]",0.283,0.209,0.001,0.67,0.025,0.017,61.0,586.0,1.05
"p[53, 6]",0.032,0.069,0.0,0.156,0.003,0.002,41.0,117.0,1.08
"p[53, 7]",0.006,0.021,0.0,0.023,0.001,0.001,97.0,355.0,1.04
"p[53, 8]",0.003,0.021,0.0,0.006,0.001,0.001,134.0,204.0,1.05
"p[53, 9]",0.004,0.023,0.0,0.007,0.001,0.001,40.0,289.0,1.08
"p[54, 0]",0.664,0.219,0.26,0.983,0.024,0.018,84.0,683.0,1.04
"p[54, 1]",0.002,0.011,0.0,0.004,0.0,0.0,25.0,59.0,1.11
"p[54, 2]",0.006,0.025,0.0,0.022,0.001,0.001,44.0,194.0,1.06
"p[54, 3]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.47
"p[54, 4]",0.001,0.01,0.0,0.001,0.0,0.0,22.0,55.0,1.14
"p[54, 5]",0.283,0.209,0.001,0.67,0.025,0.017,61.0,586.0,1.05
"p[54, 6]",0.032,0.069,0.0,0.156,0.003,0.002,41.0,117.0,1.08
"p[54, 7]",0.006,0.021,0.0,0.023,0.001,0.001,97.0,355.0,1.04
"p[54, 8]",0.003,0.021,0.0,0.006,0.001,0.001,134.0,204.0,1.05
"p[54, 9]",0.004,0.023,0.0,0.007,0.001,0.001,40.0,289.0,1.08
"p[55, 0]",0.002,0.012,0.0,0.004,0.002,0.001,12.0,63.0,1.26
"p[55, 1]",0.001,0.01,0.0,0.0,0.0,0.0,23.0,47.0,1.12
"p[55, 2]",0.004,0.021,0.0,0.013,0.001,0.001,14.0,89.0,1.21
"p[55, 3]",0.992,0.028,0.964,1.0,0.003,0.002,13.0,58.0,1.24
"p[55, 4]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,40.0,1.24
"p[55, 5]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,77.0,1.14
"p[55, 6]",0.0,0.003,0.0,0.0,0.0,0.0,11.0,43.0,1.28
"p[55, 7]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,107.0,1.04
"p[55, 8]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,49.0,1.18
"p[55, 9]",0.001,0.007,0.0,0.0,0.0,0.0,19.0,150.0,1.16
"p[56, 0]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,56.0,1.24
"p[56, 1]",0.002,0.02,0.0,0.001,0.001,0.001,57.0,69.0,1.05
"p[56, 2]",0.002,0.021,0.0,0.0,0.001,0.001,25.0,167.0,1.13
"p[56, 3]",0.1,0.164,0.0,0.437,0.013,0.009,110.0,361.0,1.04
"p[56, 4]",0.009,0.055,0.0,0.015,0.003,0.002,14.0,19.0,1.22
"p[56, 5]",0.001,0.016,0.0,0.0,0.001,0.0,27.0,117.0,1.11
"p[56, 6]",0.003,0.034,0.0,0.002,0.001,0.001,91.0,162.0,1.02
"p[56, 7]",0.879,0.178,0.531,1.0,0.012,0.009,136.0,319.0,1.03
"p[56, 8]",0.001,0.011,0.0,0.001,0.0,0.0,42.0,60.0,1.07
"p[56, 9]",0.002,0.014,0.0,0.001,0.001,0.0,97.0,132.0,1.0
"p[57, 0]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,36.0,1.32
"p[57, 1]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,120.0,1.09
"p[57, 2]",0.98,0.049,0.919,1.0,0.003,0.002,32.0,74.0,1.11
"p[57, 3]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,1.41
"p[57, 4]",0.014,0.039,0.0,0.065,0.003,0.002,24.0,65.0,1.12
"p[57, 5]",0.001,0.011,0.0,0.001,0.001,0.0,24.0,40.0,1.13
"p[57, 6]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,28.0,1.08
"p[57, 7]",0.002,0.017,0.0,0.001,0.001,0.001,65.0,117.0,1.06
"p[57, 8]",0.002,0.018,0.0,0.001,0.001,0.001,21.0,165.0,1.16
"p[57, 9]",0.001,0.007,0.0,0.0,0.0,0.0,29.0,174.0,1.12
"p[58, 0]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,36.0,1.32
"p[58, 1]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,120.0,1.09
"p[58, 2]",0.98,0.049,0.919,1.0,0.003,0.002,32.0,74.0,1.11
"p[58, 3]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,1.41
"p[58, 4]",0.014,0.039,0.0,0.065,0.003,0.002,24.0,65.0,1.12
"p[58, 5]",0.001,0.011,0.0,0.001,0.001,0.0,24.0,40.0,1.13
"p[58, 6]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,28.0,1.08
"p[58, 7]",0.002,0.017,0.0,0.001,0.001,0.001,65.0,117.0,1.06
"p[58, 8]",0.002,0.018,0.0,0.001,0.001,0.001,21.0,165.0,1.16
"p[58, 9]",0.001,0.007,0.0,0.0,0.0,0.0,29.0,174.0,1.12
