,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[18, 11]",0.0,0.001,0.0,0.0,0.0,0.0,292.0,568.0,1.03
"p[18, 12]",0.006,0.036,0.0,0.013,0.001,0.001,68.0,299.0,1.07
"p[18, 13]",0.0,0.007,0.0,0.0,0.0,0.0,60.0,456.0,1.05
"p[18, 14]",0.001,0.013,0.0,0.0,0.0,0.0,79.0,374.0,1.06
"p[18, 15]",0.001,0.008,0.0,0.0,0.0,0.0,79.0,512.0,1.06
"p[19, 0]",0.812,0.12,0.585,0.98,0.01,0.008,104.0,1262.0,1.04
"p[19, 1]",0.011,0.021,0.0,0.041,0.002,0.001,44.0,266.0,1.07
"p[19, 2]",0.037,0.045,0.0,0.112,0.002,0.002,174.0,335.0,1.03
"p[19, 3]",0.002,0.014,0.0,0.006,0.001,0.001,15.0,72.0,1.19
"p[19, 4]",0.0,0.002,0.0,0.001,0.0,0.0,11.0,42.0,1.27
"p[19, 5]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,63.0,1.31
"p[19, 6]",0.073,0.078,0.0,0.224,0.005,0.004,179.0,414.0,1.03
"p[19, 7]",0.057,0.068,0.0,0.191,0.005,0.004,46.0,183.0,1.07
"p[19, 8]",0.002,0.009,0.0,0.005,0.0,0.0,54.0,235.0,1.06
"p[19, 9]",0.004,0.012,0.0,0.016,0.001,0.001,16.0,189.0,1.18
"p[19, 10]",0.0,0.003,0.0,0.001,0.0,0.0,44.0,275.0,1.07
"p[19, 11]",0.0,0.004,0.0,0.0,0.0,0.0,49.0,665.0,1.07
"p[19, 12]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,35.0,1.17
"p[19, 13]",0.0,0.001,0.0,0.0,0.0,0.0,40.0,541.0,1.08
"p[19, 14]",0.0,0.001,0.0,0.0,0.0,0.0,100.0,517.0,1.04
"p[19, 15]",0.0,0.001,0.0,0.0,0.0,0.0,55.0,634.0,1.06
"p[20, 0]",0.028,0.082,0.0,0.143,0.005,0.003,25.0,83.0,1.11
"p[20, 1]",0.008,0.042,0.0,0.024,0.002,0.001,55.0,122.0,1.05
"p[20, 2]",0.757,0.226,0.305,1.0,0.009,0.006,579.0,1376.0,1.01
"p[20, 3]",0.006,0.037,0.0,0.011,0.001,0.001,45.0,236.0,1.07
"p[20, 4]",0.006,0.034,0.0,0.016,0.003,0.002,11.0,60.0,1.28
"p[20, 5]",0.006,0.043,0.0,0.006,0.001,0.001,21.0,84.0,1.15
"p[20, 6]",0.001,0.011,0.0,0.002,0.001,0.0,32.0,115.0,1.09
"p[20, 7]",0.005,0.028,0.0,0.012,0.002,0.001,10.0,41.0,1.32
"p[20, 8]",0.001,0.015,0.0,0.001,0.0,0.0,53.0,349.0,1.06
"p[20, 9]",0.0,0.01,0.0,0.0,0.0,0.0,10.0,31.0,1.33
"p[20, 10]",0.178,0.208,0.0,0.606,0.011,0.008,238.0,1036.0,1.02
"p[20, 11]",0.001,0.011,0.0,0.0,0.0,0.0,209.0,302.0,1.02
"p[20, 12]",0.002,0.02,0.0,0.0,0.001,0.001,15.0,44.0,1.2
"p[20, 13]",0.0,0.008,0.0,0.0,0.0,0.0,19.0,46.0,1.17
"p[20, 14]",0.0,0.007,0.0,0.0,0.0,0.0,15.0,277.0,1.21
"p[20, 15]",0.0,0.005,0.0,0.0,0.0,0.0,31.0,36.0,1.1
"p[21, 0]",0.1,0.123,0.0,0.35,0.007,0.005,87.0,267.0,1.04
"p[21, 1]",0.018,0.046,0.0,0.082,0.005,0.003,38.0,232.0,1.08
"p[21, 2]",0.148,0.168,0.0,0.495,0.009,0.006,287.0,418.0,1.01
"p[21, 3]",0.001,0.012,0.0,0.001,0.001,0.001,12.0,37.0,1.26
"p[21, 4]",0.004,0.017,0.0,0.012,0.003,0.002,12.0,21.0,1.26
"p[21, 5]",0.003,0.023,0.0,0.004,0.001,0.001,12.0,48.0,1.27
"p[21, 6]",0.661,0.233,0.232,0.992,0.012,0.009,351.0,696.0,1.02
"p[21, 7]",0.053,0.087,0.0,0.2,0.007,0.005,24.0,69.0,1.12
"p[21, 8]",0.005,0.03,0.0,0.012,0.001,0.001,51.0,248.0,1.06
"p[21, 9]",0.004,0.028,0.0,0.01,0.001,0.001,19.0,230.0,1.15
"p[21, 10]",0.001,0.007,0.0,0.002,0.0,0.0,31.0,315.0,1.09
"p[21, 11]",0.001,0.007,0.0,0.0,0.0,0.0,73.0,336.0,1.07
"p[21, 12]",0.0,0.002,0.0,0.0,0.0,0.0,18.0,84.0,1.16
"p[21, 13]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,400.0,1.08
"p[21, 14]",0.0,0.002,0.0,0.0,0.0,0.0,53.0,516.0,1.06
"p[21, 15]",0.0,0.003,0.0,0.0,0.0,0.0,38.0,297.0,1.09
"p[22, 0]",0.204,0.263,0.0,0.762,0.015,0.011,103.0,167.0,1.05
"p[22, 1]",0.005,0.03,0.0,0.009,0.001,0.001,48.0,121.0,1.07
"p[22, 2]",0.015,0.052,0.0,0.062,0.002,0.002,30.0,73.0,1.1
"p[22, 3]",0.003,0.03,0.0,0.0,0.001,0.0,56.0,289.0,1.07
"p[22, 4]",0.745,0.291,0.144,1.0,0.024,0.022,61.0,148.0,1.06
"p[22, 5]",0.0,0.002,0.0,0.0,0.0,0.0,21.0,85.0,1.16
"p[22, 6]",0.001,0.007,0.0,0.001,0.0,0.0,21.0,104.0,1.15
"p[22, 7]",0.006,0.036,0.0,0.014,0.001,0.001,20.0,65.0,1.14
"p[22, 8]",0.0,0.004,0.0,0.0,0.0,0.0,40.0,303.0,1.08
"p[22, 9]",0.001,0.018,0.0,0.0,0.0,0.0,14.0,55.0,1.23
"p[22, 10]",0.017,0.073,0.0,0.061,0.004,0.003,45.0,276.0,1.07
"p[22, 11]",0.001,0.011,0.0,0.0,0.0,0.0,71.0,242.0,1.06
"p[22, 12]",0.001,0.017,0.0,0.0,0.0,0.0,16.0,165.0,1.18
"p[22, 13]",0.001,0.011,0.0,0.0,0.0,0.0,19.0,88.0,1.17
"p[22, 14]",0.001,0.017,0.0,0.0,0.0,0.0,16.0,132.0,1.19
"p[22, 15]",0.0,0.007,0.0,0.0,0.0,0.0,46.0,132.0,1.08
"p[23, 0]",0.818,0.126,0.577,0.994,0.003,0.002,1895.0,2406.0,1.0
"p[23, 1]",0.024,0.042,0.0,0.098,0.001,0.001,592.0,792.0,1.01
"p[23, 2]",0.03,0.043,0.0,0.11,0.002,0.001,166.0,494.0,1.03
"p[23, 3]",0.005,0.02,0.0,0.022,0.001,0.0,70.0,273.0,1.05
"p[23, 4]",0.0,0.002,0.0,0.0,0.0,0.0,15.0,109.0,1.19
"p[23, 5]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,174.0,1.13
"p[23, 6]",0.011,0.025,0.0,0.045,0.001,0.001,157.0,836.0,1.03
"p[23, 7]",0.043,0.062,0.0,0.149,0.001,0.001,1008.0,1397.0,1.0
"p[23, 8]",0.007,0.021,0.0,0.033,0.001,0.0,206.0,499.0,1.02
"p[23, 9]",0.057,0.075,0.0,0.198,0.002,0.001,1325.0,1348.0,1.0
"p[23, 10]",0.001,0.007,0.0,0.002,0.0,0.0,68.0,318.0,1.05
"p[23, 11]",0.001,0.007,0.0,0.002,0.0,0.0,157.0,671.0,1.04
"p[23, 12]",0.0,0.002,0.0,0.0,0.0,0.0,34.0,393.0,1.1
"p[23, 13]",0.001,0.007,0.0,0.0,0.0,0.0,309.0,583.0,1.03
"p[23, 14]",0.0,0.005,0.0,0.0,0.0,0.0,174.0,655.0,1.03
"p[23, 15]",0.0,0.004,0.0,0.0,0.0,0.0,339.0,761.0,1.02
"p[24, 0]",0.59,0.335,0.041,1.0,0.013,0.009,590.0,1101.0,1.01
"p[24, 1]",0.236,0.281,0.0,0.83,0.01,0.007,636.0,1339.0,1.01
"p[24, 2]",0.064,0.144,0.0,0.335,0.006,0.004,284.0,585.0,1.03
"p[24, 3]",0.0,0.0,0.0,0.0,0.0,0.0,22.0,68.0,1.13
"p[24, 4]",0.005,0.049,0.0,0.001,0.001,0.001,23.0,291.0,1.14
"p[24, 5]",0.0,0.011,0.0,0.0,0.0,0.0,27.0,214.0,1.13
"p[24, 6]",0.034,0.109,0.0,0.181,0.003,0.002,384.0,789.0,1.02
"p[24, 7]",0.025,0.1,0.0,0.095,0.003,0.002,64.0,195.0,1.06
"p[24, 8]",0.003,0.03,0.0,0.0,0.001,0.0,81.0,284.0,1.05
"p[24, 9]",0.002,0.029,0.0,0.0,0.001,0.0,23.0,347.0,1.12
"p[24, 10]",0.003,0.029,0.0,0.001,0.001,0.0,30.0,136.0,1.1
"p[24, 11]",0.028,0.111,0.0,0.118,0.003,0.002,515.0,784.0,1.01
"p[24, 12]",0.005,0.043,0.0,0.004,0.001,0.001,40.0,193.0,1.09
"p[24, 13]",0.002,0.033,0.0,0.0,0.001,0.0,101.0,126.0,1.06
"p[24, 14]",0.001,0.015,0.0,0.0,0.0,0.0,50.0,558.0,1.07
"p[24, 15]",0.001,0.022,0.0,0.0,0.0,0.0,45.0,238.0,1.09
"p[25, 0]",0.012,0.026,0.0,0.049,0.001,0.001,611.0,766.0,1.01
"p[25, 1]",0.015,0.028,0.0,0.061,0.002,0.001,99.0,398.0,1.04
"p[25, 2]",0.873,0.103,0.679,0.998,0.006,0.005,113.0,1010.0,1.03
"p[25, 3]",0.016,0.038,0.0,0.068,0.001,0.001,185.0,834.0,1.03
"p[25, 4]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,43.0,1.36
"p[25, 5]",0.062,0.082,0.0,0.211,0.003,0.002,537.0,1403.0,1.02
"p[25, 6]",0.007,0.02,0.0,0.026,0.001,0.0,79.0,500.0,1.05
"p[25, 7]",0.002,0.01,0.0,0.006,0.0,0.0,12.0,35.0,1.24
"p[25, 8]",0.003,0.014,0.0,0.01,0.001,0.0,73.0,273.0,1.04
"p[25, 9]",0.001,0.005,0.0,0.001,0.0,0.0,32.0,91.0,1.09
"p[25, 10]",0.008,0.025,0.0,0.037,0.001,0.001,313.0,570.0,1.03
"p[25, 11]",0.001,0.004,0.0,0.001,0.0,0.0,305.0,680.0,1.03
"p[25, 12]",0.0,0.003,0.0,0.0,0.0,0.0,89.0,408.0,1.06
"p[25, 13]",0.0,0.004,0.0,0.0,0.0,0.0,55.0,591.0,1.06
"p[25, 14]",0.0,0.003,0.0,0.0,0.0,0.0,144.0,414.0,1.03
"p[25, 15]",0.001,0.005,0.0,0.001,0.0,0.0,49.0,68.0,1.07
"p[26, 0]",0.002,0.013,0.0,0.003,0.0,0.0,29.0,66.0,1.1
"p[26, 1]",0.001,0.007,0.0,0.0,0.0,0.0,98.0,264.0,1.04
"p[26, 2]",0.005,0.026,0.0,0.017,0.001,0.001,26.0,146.0,1.11
"p[26, 3]",0.006,0.031,0.0,0.017,0.001,0.001,143.0,341.0,1.03
"p[26, 4]",0.0,0.007,0.0,0.0,0.0,0.0,60.0,132.0,1.07
"p[26, 5]",0.976,0.066,0.88,1.0,0.003,0.002,49.0,220.0,1.07
"p[26, 6]",0.001,0.008,0.0,0.0,0.0,0.0,135.0,205.0,1.04
"p[26, 7]",0.005,0.026,0.0,0.012,0.001,0.0,37.0,126.0,1.09
"p[26, 8]",0.001,0.006,0.0,0.0,0.0,0.0,160.0,578.0,1.04
"p[26, 9]",0.001,0.007,0.0,0.0,0.0,0.0,30.0,272.0,1.1
"p[26, 10]",0.002,0.02,0.0,0.0,0.0,0.0,122.0,187.0,1.04
"p[26, 11]",0.001,0.008,0.0,0.0,0.0,0.0,152.0,802.0,1.03
"p[26, 12]",0.001,0.009,0.0,0.0,0.0,0.0,47.0,254.0,1.07
"p[26, 13]",0.0,0.004,0.0,0.0,0.0,0.0,67.0,233.0,1.08
"p[26, 14]",0.0,0.008,0.0,0.0,0.0,0.0,35.0,431.0,1.09
"p[26, 15]",0.001,0.014,0.0,0.0,0.0,0.0,58.0,340.0,1.06
"p[27, 0]",0.016,0.068,0.0,0.059,0.002,0.002,24.0,32.0,1.11
"p[27, 1]",0.01,0.056,0.0,0.021,0.002,0.001,92.0,222.0,1.06
"p[27, 2]",0.002,0.012,0.0,0.005,0.0,0.0,38.0,130.0,1.1
"p[27, 3]",0.814,0.235,0.306,1.0,0.016,0.012,106.0,152.0,1.05
"p[27, 4]",0.0,0.008,0.0,0.0,0.0,0.0,29.0,180.0,1.11
"p[27, 5]",0.003,0.028,0.0,0.001,0.001,0.0,192.0,529.0,1.03
"p[27, 6]",0.066,0.144,0.0,0.339,0.005,0.003,78.0,161.0,1.05
"p[27, 7]",0.072,0.145,0.0,0.358,0.008,0.006,137.0,134.0,1.04
"p[27, 8]",0.001,0.017,0.0,0.0,0.0,0.0,104.0,383.0,1.04
"p[27, 9]",0.002,0.02,0.0,0.001,0.0,0.0,26.0,213.0,1.11
"p[27, 10]",0.002,0.031,0.0,0.0,0.001,0.001,35.0,104.0,1.09
"p[27, 11]",0.003,0.035,0.0,0.0,0.001,0.001,74.0,465.0,1.05
"p[27, 12]",0.002,0.03,0.0,0.0,0.001,0.0,74.0,649.0,1.06
"p[27, 13]",0.001,0.017,0.0,0.0,0.0,0.0,33.0,176.0,1.1
"p[27, 14]",0.002,0.02,0.0,0.0,0.001,0.0,75.0,425.0,1.05
"p[27, 15]",0.003,0.038,0.0,0.001,0.001,0.001,90.0,117.0,1.06
"p[28, 0]",0.046,0.085,0.0,0.2,0.003,0.002,648.0,659.0,1.0
"p[28, 1]",0.069,0.098,0.0,0.257,0.003,0.002,684.0,909.0,1.01
"p[28, 2]",0.845,0.14,0.571,1.0,0.004,0.003,892.0,1181.0,1.0
"p[28, 3]",0.002,0.007,0.0,0.007,0.001,0.0,33.0,145.0,1.09
"p[28, 4]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,43.0,1.35
"p[28, 5]",0.002,0.011,0.0,0.008,0.001,0.001,26.0,245.0,1.13
"p[28, 6]",0.019,0.049,0.0,0.088,0.001,0.001,511.0,723.0,1.02
"p[28, 7]",0.002,0.009,0.0,0.006,0.0,0.0,12.0,33.0,1.24
"p[28, 8]",0.002,0.012,0.0,0.006,0.001,0.0,64.0,226.0,1.05
"p[28, 9]",0.001,0.005,0.0,0.001,0.0,0.0,30.0,83.0,1.1
"p[28, 10]",0.007,0.03,0.0,0.029,0.001,0.001,127.0,413.0,1.04
"p[28, 11]",0.002,0.021,0.0,0.004,0.0,0.0,314.0,565.0,1.03
"p[28, 12]",0.001,0.006,0.0,0.001,0.0,0.0,124.0,489.0,1.05
"p[28, 13]",0.0,0.004,0.0,0.0,0.0,0.0,67.0,471.0,1.05
"p[28, 14]",0.001,0.006,0.0,0.0,0.0,0.0,167.0,457.0,1.03
"p[28, 15]",0.001,0.007,0.0,0.001,0.0,0.0,51.0,64.0,1.07
"p[29, 0]",0.387,0.308,0.0,0.92,0.014,0.011,399.0,1176.0,1.02
"p[29, 1]",0.003,0.019,0.0,0.007,0.001,0.0,52.0,100.0,1.05
"p[29, 2]",0.221,0.241,0.0,0.717,0.011,0.008,130.0,144.0,1.03
"p[29, 3]",0.003,0.036,0.0,0.001,0.001,0.001,23.0,105.0,1.13
"p[29, 4]",0.294,0.292,0.0,0.855,0.034,0.024,58.0,546.0,1.05
"p[29, 5]",0.002,0.019,0.0,0.0,0.0,0.0,16.0,129.0,1.19
"p[29, 6]",0.019,0.071,0.0,0.08,0.003,0.002,47.0,432.0,1.06
"p[29, 7]",0.022,0.085,0.0,0.099,0.005,0.004,13.0,40.0,1.22
"p[29, 8]",0.004,0.038,0.0,0.001,0.001,0.001,57.0,328.0,1.06
"p[29, 9]",0.001,0.015,0.0,0.0,0.0,0.0,11.0,51.0,1.3
"p[29, 10]",0.038,0.103,0.0,0.201,0.003,0.002,226.0,463.0,1.02
"p[29, 11]",0.003,0.032,0.0,0.001,0.001,0.0,151.0,260.0,1.04
"p[29, 12]",0.001,0.011,0.0,0.001,0.0,0.0,13.0,36.0,1.22
"p[29, 13]",0.001,0.015,0.0,0.0,0.0,0.0,18.0,60.0,1.17
"p[29, 14]",0.001,0.018,0.0,0.0,0.0,0.0,14.0,81.0,1.22
"p[29, 15]",0.0,0.009,0.0,0.0,0.0,0.0,22.0,36.0,1.14
"p[30, 0]",0.895,0.094,0.732,0.997,0.004,0.003,484.0,1223.0,1.02
"p[30, 1]",0.014,0.024,0.0,0.053,0.001,0.001,532.0,1165.0,1.01
"p[30, 2]",0.005,0.01,0.0,0.02,0.001,0.0,51.0,331.0,1.06
"p[30, 3]",0.004,0.015,0.0,0.019,0.0,0.0,138.0,422.0,1.03
"p[30, 4]",0.0,0.002,0.0,0.001,0.0,0.0,20.0,200.0,1.14
"p[30, 5]",0.0,0.005,0.0,0.0,0.0,0.0,33.0,391.0,1.12
"p[30, 6]",0.008,0.017,0.0,0.035,0.001,0.001,138.0,509.0,1.04
"p[30, 7]",0.016,0.025,0.0,0.06,0.001,0.0,792.0,1214.0,1.01
"p[30, 8]",0.004,0.014,0.0,0.014,0.0,0.0,252.0,413.0,1.01
"p[30, 9]",0.047,0.081,0.0,0.19,0.004,0.003,308.0,892.0,1.02
"p[30, 10]",0.001,0.01,0.0,0.003,0.0,0.0,139.0,369.0,1.01
"p[30, 11]",0.002,0.011,0.0,0.002,0.0,0.0,174.0,628.0,1.03
"p[30, 12]",0.0,0.002,0.0,0.0,0.0,0.0,81.0,582.0,1.07
"p[30, 13]",0.001,0.005,0.0,0.001,0.0,0.0,54.0,671.0,1.07
"p[30, 14]",0.001,0.007,0.0,0.001,0.0,0.0,245.0,713.0,1.02
"p[30, 15]",0.001,0.008,0.0,0.002,0.0,0.0,516.0,936.0,1.02
"p[31, 0]",0.001,0.02,0.0,0.0,0.001,0.001,42.0,76.0,1.08
"p[31, 1]",0.003,0.035,0.0,0.0,0.001,0.001,62.0,221.0,1.04
"p[31, 2]",0.025,0.097,0.0,0.117,0.003,0.002,173.0,454.0,1.03
"p[31, 3]",0.001,0.019,0.0,0.0,0.0,0.0,57.0,286.0,1.08
"p[31, 4]",0.947,0.143,0.694,1.0,0.005,0.004,225.0,543.0,1.02
"p[31, 5]",0.0,0.006,0.0,0.0,0.0,0.0,22.0,79.0,1.14
"p[31, 6]",0.005,0.039,0.0,0.006,0.001,0.001,122.0,362.0,1.05
"p[31, 7]",0.005,0.037,0.0,0.003,0.001,0.001,17.0,67.0,1.18
"p[31, 8]",0.0,0.0,0.0,0.0,0.0,0.0,42.0,239.0,1.07
"p[31, 9]",0.001,0.02,0.0,0.0,0.0,0.0,14.0,72.0,1.22
"p[31, 10]",0.006,0.045,0.0,0.003,0.002,0.002,11.0,13.0,1.29
"p[31, 11]",0.001,0.014,0.0,0.0,0.0,0.0,125.0,316.0,1.04
"p[31, 12]",0.003,0.033,0.0,0.0,0.001,0.0,24.0,299.0,1.13
"p[31, 13]",0.001,0.022,0.0,0.0,0.0,0.0,17.0,151.0,1.21
"p[31, 14]",0.001,0.011,0.0,0.0,0.0,0.0,28.0,224.0,1.13
"p[31, 15]",0.0,0.011,0.0,0.0,0.0,0.0,58.0,153.0,1.08
"p[32, 0]",0.795,0.157,0.501,0.992,0.006,0.004,596.0,956.0,1.01
"p[32, 1]",0.152,0.142,0.0,0.426,0.005,0.004,650.0,1314.0,1.01
"p[32, 2]",0.026,0.039,0.0,0.092,0.004,0.003,50.0,94.0,1.06
"p[32, 3]",0.0,0.002,0.0,0.001,0.0,0.0,25.0,101.0,1.12
"p[32, 4]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,26.0,1.32
"p[32, 5]",0.0,0.006,0.0,0.0,0.0,0.0,21.0,147.0,1.16
"p[32, 6]",0.015,0.027,0.0,0.055,0.001,0.001,86.0,417.0,1.05
"p[32, 7]",0.007,0.017,0.0,0.027,0.001,0.001,32.0,140.0,1.09
"p[32, 8]",0.001,0.004,0.0,0.002,0.0,0.0,61.0,205.0,1.06
"p[32, 9]",0.003,0.013,0.0,0.01,0.0,0.0,83.0,393.0,1.06
"p[32, 10]",0.0,0.002,0.0,0.001,0.0,0.0,63.0,338.0,1.05
"p[32, 11]",0.0,0.001,0.0,0.0,0.0,0.0,70.0,573.0,1.06
"p[32, 12]",0.0,0.001,0.0,0.0,0.0,0.0,28.0,219.0,1.12
"p[32, 13]",0.0,0.004,0.0,0.0,0.0,0.0,33.0,412.0,1.09
"p[32, 14]",0.0,0.002,0.0,0.0,0.0,0.0,164.0,457.0,1.04
"p[32, 15]",0.0,0.003,0.0,0.0,0.0,0.0,113.0,902.0,1.05
"p[33, 0]",0.134,0.164,0.0,0.464,0.007,0.005,370.0,942.0,1.01
"p[33, 1]",0.512,0.258,0.084,0.954,0.01,0.007,610.0,1375.0,1.01
"p[33, 2]",0.03,0.064,0.0,0.129,0.004,0.003,87.0,215.0,1.03
"p[33, 3]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,1.21
"p[33, 4]",0.052,0.116,0.0,0.275,0.004,0.003,290.0,386.0,1.03
"p[33, 5]",0.001,0.016,0.0,0.0,0.001,0.0,37.0,283.0,1.09
"p[33, 6]",0.242,0.231,0.0,0.709,0.009,0.007,530.0,1102.0,1.01
"p[33, 7]",0.019,0.057,0.0,0.08,0.002,0.002,236.0,396.0,1.01
"p[33, 8]",0.0,0.002,0.0,0.0,0.0,0.0,40.0,235.0,1.08
"p[33, 9]",0.001,0.016,0.0,0.001,0.0,0.0,43.0,401.0,1.07
"p[33, 10]",0.001,0.011,0.0,0.0,0.0,0.0,39.0,200.0,1.08
"p[33, 11]",0.0,0.002,0.0,0.0,0.0,0.0,356.0,615.0,1.02
"p[33, 12]",0.004,0.024,0.0,0.008,0.001,0.001,46.0,79.0,1.09
"p[33, 13]",0.001,0.007,0.0,0.0,0.0,0.0,68.0,534.0,1.05
"p[33, 14]",0.001,0.012,0.0,0.0,0.0,0.0,86.0,420.0,1.05
"p[33, 15]",0.001,0.016,0.0,0.001,0.0,0.0,179.0,526.0,1.04
"p[34, 0]",0.002,0.011,0.0,0.007,0.0,0.0,280.0,742.0,1.02
"p[34, 1]",0.959,0.064,0.849,1.0,0.005,0.004,45.0,212.0,1.07
"p[34, 2]",0.015,0.032,0.0,0.063,0.002,0.001,73.0,174.0,1.03
"p[34, 3]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,50.0,1.14
"p[34, 4]",0.002,0.011,0.0,0.008,0.0,0.0,53.0,528.0,1.07
"p[34, 5]",0.0,0.004,0.0,0.0,0.0,0.0,64.0,258.0,1.07
"p[34, 6]",0.005,0.019,0.0,0.018,0.001,0.0,159.0,569.0,1.04
"p[34, 7]",0.002,0.008,0.0,0.008,0.0,0.0,112.0,758.0,1.05
"p[34, 8]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,190.0,1.05
"p[34, 9]",0.0,0.006,0.0,0.0,0.0,0.0,20.0,369.0,1.13
"p[34, 10]",0.0,0.006,0.0,0.0,0.0,0.0,44.0,278.0,1.07
"p[34, 11]",0.0,0.001,0.0,0.0,0.0,0.0,231.0,624.0,1.04
"p[34, 12]",0.013,0.046,0.0,0.061,0.003,0.002,28.0,31.0,1.12
"p[34, 13]",0.0,0.004,0.0,0.0,0.0,0.0,104.0,243.0,1.05
"p[34, 14]",0.0,0.003,0.0,0.0,0.0,0.0,38.0,387.0,1.08
"p[34, 15]",0.0,0.007,0.0,0.0,0.0,0.0,55.0,304.0,1.07
"p[35, 0]",0.001,0.018,0.0,0.0,0.0,0.0,43.0,87.0,1.08
"p[35, 1]",0.0,0.002,0.0,0.0,0.0,0.0,62.0,206.0,1.04
"p[35, 2]",0.002,0.022,0.0,0.001,0.0,0.0,36.0,214.0,1.08
"p[35, 3]",0.002,0.027,0.0,0.0,0.001,0.0,151.0,278.0,1.05
"p[35, 4]",0.972,0.099,0.863,1.0,0.003,0.002,260.0,859.0,1.02
"p[35, 5]",0.001,0.019,0.0,0.0,0.0,0.0,36.0,146.0,1.09
"p[35, 6]",0.01,0.059,0.0,0.016,0.001,0.001,145.0,456.0,1.04
"p[35, 7]",0.002,0.025,0.0,0.0,0.001,0.001,16.0,61.0,1.18
"p[35, 8]",0.0,0.014,0.0,0.0,0.0,0.0,52.0,331.0,1.06
"p[35, 9]",0.001,0.017,0.0,0.0,0.0,0.0,20.0,175.0,1.15
"p[35, 10]",0.006,0.045,0.0,0.003,0.001,0.001,12.0,12.0,1.27
"p[35, 11]",0.002,0.032,0.0,0.0,0.001,0.0,150.0,348.0,1.03
"p[35, 12]",0.0,0.003,0.0,0.0,0.0,0.0,26.0,355.0,1.12
"p[35, 13]",0.001,0.013,0.0,0.0,0.0,0.0,17.0,129.0,1.2
"p[35, 14]",0.001,0.012,0.0,0.0,0.0,0.0,33.0,309.0,1.11
"p[35, 15]",0.0,0.003,0.0,0.0,0.0,0.0,65.0,106.0,1.08
"p[36, 0]",0.018,0.063,0.0,0.075,0.003,0.002,38.0,366.0,1.08
"p[36, 1]",0.0,0.003,0.0,0.0,0.0,0.0,31.0,87.0,1.1
"p[36, 2]",0.005,0.02,0.0,0.017,0.001,0.001,16.0,57.0,1.19
"p[36, 3]",0.0,0.003,0.0,0.0,0.0,0.0,20.0,30.0,1.14
"p[36, 4]",0.968,0.086,0.851,1.0,0.008,0.006,21.0,235.0,1.13
"p[36, 5]",0.0,0.001,0.0,0.0,0.0,0.0,14.0,136.0,1.23
"p[36, 6]",0.005,0.031,0.0,0.016,0.002,0.001,17.0,261.0,1.16
"p[36, 7]",0.001,0.009,0.0,0.002,0.0,0.0,14.0,52.0,1.22
"p[36, 8]",0.0,0.004,0.0,0.0,0.0,0.0,27.0,255.0,1.1
"p[36, 9]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,28.0,1.31
"p[36, 10]",0.001,0.016,0.0,0.001,0.0,0.0,22.0,196.0,1.15
"p[36, 11]",0.0,0.003,0.0,0.0,0.0,0.0,45.0,346.0,1.08
"p[36, 12]",0.0,0.005,0.0,0.0,0.0,0.0,13.0,49.0,1.23
"p[36, 13]",0.0,0.001,0.0,0.0,0.0,0.0,14.0,72.0,1.21
"p[36, 14]",0.0,0.005,0.0,0.0,0.0,0.0,15.0,45.0,1.21
"p[36, 15]",0.0,0.001,0.0,0.0,0.0,0.0,24.0,185.0,1.14
"p[37, 0]",0.038,0.07,0.0,0.153,0.003,0.002,271.0,655.0,1.01
"p[37, 1]",0.689,0.22,0.271,0.991,0.012,0.01,217.0,393.0,1.02
"p[37, 2]",0.233,0.196,0.0,0.615,0.014,0.01,128.0,184.0,1.02
"p[37, 3]",0.0,0.004,0.0,0.001,0.0,0.0,21.0,43.0,1.14
"p[37, 4]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,40.0,1.36
"p[37, 5]",0.001,0.008,0.0,0.002,0.0,0.0,39.0,279.0,1.09
"p[37, 6]",0.031,0.06,0.0,0.127,0.002,0.002,353.0,705.0,1.02
"p[37, 7]",0.003,0.015,0.0,0.012,0.001,0.001,14.0,42.0,1.2
"p[37, 8]",0.0,0.002,0.0,0.0,0.0,0.0,53.0,183.0,1.07
"p[37, 9]",0.001,0.004,0.0,0.001,0.0,0.0,21.0,140.0,1.13
"p[37, 10]",0.002,0.013,0.0,0.003,0.0,0.0,83.0,310.0,1.05
"p[37, 11]",0.0,0.001,0.0,0.0,0.0,0.0,172.0,540.0,1.04
"p[37, 12]",0.001,0.008,0.0,0.002,0.0,0.0,107.0,413.0,1.05
"p[37, 13]",0.0,0.006,0.0,0.0,0.0,0.0,61.0,449.0,1.06
"p[37, 14]",0.0,0.003,0.0,0.0,0.0,0.0,57.0,313.0,1.06
"p[37, 15]",0.0,0.002,0.0,0.0,0.0,0.0,55.0,290.0,1.07
