,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[7, 1]",0.003,0.02,0.0,0.004,0.001,0.001,17.0,137.0,1.21
"p[7, 2]",0.0,0.002,0.0,0.0,0.0,0.0,15.0,167.0,1.18
"p[7, 3]",0.002,0.024,0.0,0.0,0.001,0.001,28.0,24.0,1.11
"p[7, 4]",0.012,0.05,0.0,0.055,0.003,0.002,14.0,56.0,1.21
"p[7, 5]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,39.0,1.29
"p[7, 6]",0.01,0.057,0.0,0.021,0.005,0.003,8.0,12.0,1.44
"p[7, 7]",0.969,0.086,0.836,1.0,0.004,0.003,24.0,65.0,1.12
"p[7, 8]",0.0,0.01,0.0,0.0,0.0,0.0,113.0,261.0,1.02
"p[7, 9]",0.001,0.014,0.0,0.0,0.0,0.0,61.0,248.0,1.06
"p[7, 10]",0.0,0.007,0.0,0.0,0.0,0.0,63.0,113.0,1.05
"p[7, 11]",0.001,0.015,0.0,0.0,0.001,0.0,100.0,231.0,1.05
"p[7, 12]",0.001,0.008,0.0,0.0,0.0,0.0,83.0,140.0,1.06
"p[8, 0]",0.002,0.03,0.0,0.0,0.001,0.001,28.0,176.0,1.1
"p[8, 1]",0.004,0.04,0.0,0.0,0.003,0.002,14.0,54.0,1.2
"p[8, 2]",0.001,0.029,0.0,0.0,0.001,0.001,47.0,185.0,1.08
"p[8, 3]",0.002,0.036,0.0,0.0,0.002,0.001,31.0,188.0,1.09
"p[8, 4]",0.046,0.136,0.0,0.275,0.009,0.007,20.0,79.0,1.15
"p[8, 5]",0.001,0.008,0.0,0.0,0.0,0.0,15.0,31.0,1.23
"p[8, 6]",0.913,0.197,0.461,1.0,0.013,0.011,28.0,70.0,1.11
"p[8, 7]",0.025,0.115,0.0,0.076,0.008,0.006,60.0,117.0,1.02
"p[8, 8]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,89.0,1.11
"p[8, 9]",0.004,0.047,0.0,0.0,0.002,0.001,108.0,191.0,1.02
"p[8, 10]",0.0,0.009,0.0,0.0,0.0,0.0,14.0,119.0,1.23
"p[8, 11]",0.001,0.023,0.0,0.0,0.001,0.001,27.0,63.0,1.1
"p[8, 12]",0.001,0.009,0.0,0.0,0.0,0.0,29.0,102.0,1.12
"p[9, 0]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,1.21
"p[9, 1]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,85.0,1.25
"p[9, 2]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,64.0,1.28
"p[9, 3]",0.0,0.0,0.0,0.0,0.0,0.0,139.0,163.0,1.04
"p[9, 4]",0.948,0.08,0.804,1.0,0.008,0.007,26.0,83.0,1.12
"p[9, 5]",0.0,0.003,0.0,0.0,0.0,0.0,12.0,80.0,1.31
"p[9, 6]",0.001,0.011,0.0,0.002,0.001,0.001,6.0,12.0,1.92
"p[9, 7]",0.051,0.079,0.0,0.194,0.009,0.006,25.0,139.0,1.13
"p[9, 8]",0.0,0.0,0.0,0.0,0.0,0.0,90.0,122.0,1.06
"p[9, 9]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,85.0,1.12
"p[9, 10]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,154.0,1.26
"p[9, 11]",0.0,0.0,0.0,0.0,0.0,0.0,22.0,97.0,1.15
"p[9, 12]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,162.0,1.23
"p[10, 0]",0.0,0.002,0.0,0.0,0.0,0.0,40.0,119.0,1.09
"p[10, 1]",0.024,0.077,0.0,0.11,0.005,0.003,108.0,121.0,1.05
"p[10, 2]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,289.0,1.06
"p[10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,1.15
"p[10, 4]",0.002,0.011,0.0,0.006,0.001,0.0,21.0,69.0,1.2
"p[10, 5]",0.951,0.117,0.745,1.0,0.009,0.007,89.0,100.0,1.05
"p[10, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,130.0,1.25
"p[10, 7]",0.022,0.079,0.0,0.116,0.006,0.004,24.0,45.0,1.13
"p[10, 8]",0.0,0.001,0.0,0.0,0.0,0.0,165.0,188.0,1.03
"p[10, 9]",0.0,0.001,0.0,0.0,0.0,0.0,29.0,101.0,1.11
"p[10, 10]",0.0,0.0,0.0,0.0,0.0,0.0,119.0,119.0,1.04
"p[10, 11]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,207.0,1.09
"p[10, 12]",0.001,0.011,0.0,0.0,0.0,0.0,69.0,116.0,1.07
"p[11, 0]",0.002,0.023,0.0,0.0,0.001,0.001,16.0,134.0,1.19
"p[11, 1]",0.21,0.28,0.0,0.823,0.03,0.022,67.0,158.0,1.07
"p[11, 2]",0.003,0.027,0.0,0.001,0.001,0.001,25.0,159.0,1.12
"p[11, 3]",0.002,0.027,0.0,0.0,0.001,0.001,46.0,118.0,1.13
"p[11, 4]",0.197,0.232,0.0,0.686,0.017,0.012,67.0,108.0,1.05
"p[11, 5]",0.0,0.005,0.0,0.0,0.0,0.0,25.0,40.0,1.13
"p[11, 6]",0.511,0.323,0.0,0.974,0.02,0.014,214.0,378.0,1.01
"p[11, 7]",0.06,0.132,0.0,0.344,0.023,0.016,12.0,134.0,1.25
"p[11, 8]",0.005,0.046,0.0,0.004,0.002,0.001,46.0,240.0,1.07
"p[11, 9]",0.001,0.006,0.0,0.0,0.0,0.0,59.0,210.0,1.06
"p[11, 10]",0.002,0.02,0.0,0.001,0.001,0.001,117.0,81.0,1.04
"p[11, 11]",0.001,0.01,0.0,0.0,0.0,0.0,18.0,38.0,1.17
"p[11, 12]",0.007,0.057,0.0,0.007,0.002,0.002,32.0,132.0,1.1
"p[12, 0]",0.0,0.002,0.0,0.0,0.0,0.0,21.0,191.0,1.14
"p[12, 1]",0.01,0.064,0.0,0.013,0.003,0.002,9.0,21.0,1.39
"p[12, 2]",0.001,0.009,0.0,0.0,0.0,0.0,8.0,74.0,1.44
"p[12, 3]",0.001,0.012,0.0,0.0,0.0,0.0,10.0,91.0,1.3
"p[12, 4]",0.014,0.069,0.0,0.049,0.006,0.005,11.0,84.0,1.31
"p[12, 5]",0.0,0.001,0.0,0.0,0.0,0.0,8.0,87.0,1.45
"p[12, 6]",0.016,0.065,0.0,0.071,0.003,0.002,22.0,21.0,1.14
"p[12, 7]",0.954,0.12,0.767,1.0,0.007,0.005,19.0,81.0,1.16
"p[12, 8]",0.0,0.002,0.0,0.0,0.0,0.0,25.0,58.0,1.12
"p[12, 9]",0.0,0.008,0.0,0.0,0.0,0.0,53.0,272.0,1.08
"p[12, 10]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,105.0,1.15
"p[12, 11]",0.001,0.007,0.0,0.0,0.0,0.0,51.0,107.0,1.06
"p[12, 12]",0.001,0.017,0.0,0.0,0.001,0.0,16.0,31.0,1.22
"p[13, 0]",0.001,0.009,0.0,0.0,0.0,0.0,30.0,294.0,1.12
"p[13, 1]",0.029,0.088,0.0,0.148,0.004,0.003,67.0,261.0,1.07
"p[13, 2]",0.001,0.014,0.0,0.0,0.0,0.0,55.0,237.0,1.08
"p[13, 3]",0.001,0.009,0.0,0.0,0.0,0.0,25.0,58.0,1.15
"p[13, 4]",0.06,0.126,0.0,0.304,0.014,0.01,18.0,299.0,1.16
"p[13, 5]",0.108,0.215,0.0,0.605,0.026,0.018,18.0,165.0,1.17
"p[13, 6]",0.003,0.022,0.0,0.007,0.001,0.001,16.0,146.0,1.19
"p[13, 7]",0.782,0.271,0.19,1.0,0.043,0.035,19.0,58.0,1.17
"p[13, 8]",0.001,0.009,0.0,0.0,0.0,0.0,118.0,177.0,1.04
"p[13, 9]",0.01,0.06,0.0,0.013,0.003,0.002,69.0,92.0,1.05
"p[13, 10]",0.001,0.019,0.0,0.0,0.001,0.0,116.0,138.0,1.06
"p[13, 11]",0.001,0.03,0.0,0.0,0.001,0.001,29.0,202.0,1.11
"p[13, 12]",0.003,0.029,0.0,0.0,0.001,0.001,120.0,261.0,1.03
"p[14, 0]",0.002,0.032,0.0,0.0,0.001,0.001,16.0,112.0,1.2
"p[14, 1]",0.924,0.188,0.492,1.0,0.01,0.007,144.0,601.0,1.04
"p[14, 2]",0.001,0.019,0.0,0.0,0.001,0.0,9.0,115.0,1.37
"p[14, 3]",0.005,0.052,0.0,0.0,0.002,0.001,13.0,58.0,1.23
"p[14, 4]",0.002,0.029,0.0,0.0,0.001,0.001,12.0,28.0,1.25
"p[14, 5]",0.002,0.022,0.0,0.0,0.001,0.001,8.0,29.0,1.43
"p[14, 6]",0.006,0.053,0.0,0.0,0.004,0.003,8.0,13.0,1.47
"p[14, 7]",0.04,0.132,0.0,0.233,0.007,0.005,129.0,194.0,1.06
"p[14, 8]",0.003,0.04,0.0,0.0,0.001,0.001,46.0,106.0,1.06
"p[14, 9]",0.006,0.062,0.0,0.0,0.003,0.002,22.0,106.0,1.15
"p[14, 10]",0.0,0.004,0.0,0.0,0.0,0.0,49.0,129.0,1.06
"p[14, 11]",0.006,0.056,0.0,0.0,0.003,0.002,43.0,142.0,1.09
"p[14, 12]",0.003,0.045,0.0,0.0,0.001,0.001,40.0,87.0,1.11
"p[15, 0]",0.001,0.016,0.0,0.0,0.001,0.0,40.0,155.0,1.1
"p[15, 1]",0.105,0.149,0.0,0.423,0.021,0.015,32.0,227.0,1.09
"p[15, 2]",0.001,0.006,0.0,0.0,0.0,0.0,16.0,65.0,1.21
"p[15, 3]",0.0,0.003,0.0,0.0,0.0,0.0,40.0,96.0,1.07
"p[15, 4]",0.477,0.241,0.096,0.909,0.032,0.025,64.0,239.0,1.06
"p[15, 5]",0.003,0.023,0.0,0.002,0.001,0.001,13.0,73.0,1.24
"p[15, 6]",0.394,0.25,0.013,0.816,0.056,0.04,20.0,66.0,1.15
"p[15, 7]",0.018,0.065,0.0,0.099,0.016,0.011,5.0,14.0,2.14
"p[15, 8]",0.0,0.005,0.0,0.0,0.0,0.0,114.0,235.0,1.02
"p[15, 9]",0.001,0.008,0.0,0.001,0.0,0.0,62.0,68.0,1.06
"p[15, 10]",0.0,0.005,0.0,0.0,0.0,0.0,66.0,153.0,1.06
"p[15, 11]",0.0,0.0,0.0,0.0,0.0,0.0,52.0,116.0,1.05
"p[15, 12]",0.0,0.004,0.0,0.0,0.0,0.0,37.0,90.0,1.08
"p[16, 0]",0.0,0.008,0.0,0.0,0.0,0.0,25.0,145.0,1.13
"p[16, 1]",0.005,0.012,0.0,0.021,0.001,0.001,15.0,150.0,1.2
"p[16, 2]",0.0,0.001,0.0,0.0,0.0,0.0,14.0,57.0,1.23
"p[16, 3]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,73.0,1.08
"p[16, 4]",0.124,0.098,0.005,0.308,0.005,0.003,314.0,462.0,1.01
"p[16, 5]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,1.31
"p[16, 6]",0.867,0.1,0.685,0.995,0.005,0.004,316.0,589.0,1.01
"p[16, 7]",0.002,0.01,0.0,0.006,0.001,0.001,5.0,14.0,2.19
"p[16, 8]",0.0,0.006,0.0,0.0,0.0,0.0,91.0,222.0,1.04
"p[16, 9]",0.001,0.01,0.0,0.003,0.0,0.0,76.0,57.0,1.06
"p[16, 10]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,148.0,1.08
"p[16, 11]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,110.0,1.09
"p[16, 12]",0.0,0.001,0.0,0.0,0.0,0.0,35.0,114.0,1.09
"p[17, 0]",0.001,0.012,0.0,0.0,0.001,0.0,30.0,170.0,1.11
"p[17, 1]",0.973,0.08,0.877,1.0,0.005,0.005,24.0,177.0,1.13
"p[17, 2]",0.0,0.0,0.0,0.0,0.0,0.0,134.0,258.0,1.02
"p[17, 3]",0.001,0.015,0.0,0.0,0.001,0.0,46.0,86.0,1.09
"p[17, 4]",0.0,0.003,0.0,0.001,0.0,0.0,25.0,158.0,1.13
"p[17, 5]",0.005,0.038,0.0,0.003,0.002,0.001,88.0,273.0,1.05
"p[17, 6]",0.015,0.054,0.0,0.065,0.004,0.003,19.0,164.0,1.16
"p[17, 7]",0.001,0.006,0.0,0.0,0.0,0.0,7.0,43.0,1.59
"p[17, 8]",0.001,0.009,0.0,0.0,0.0,0.0,46.0,310.0,1.07
"p[17, 9]",0.003,0.026,0.0,0.002,0.001,0.001,62.0,119.0,1.06
"p[17, 10]",0.0,0.007,0.0,0.0,0.0,0.0,135.0,258.0,1.02
"p[17, 11]",0.0,0.001,0.0,0.0,0.0,0.0,70.0,229.0,1.07
"p[17, 12]",0.001,0.014,0.0,0.0,0.001,0.0,94.0,275.0,1.05
"p[18, 0]",0.0,0.009,0.0,0.0,0.0,0.0,36.0,235.0,1.08
"p[18, 1]",0.693,0.296,0.133,1.0,0.016,0.012,234.0,278.0,1.02
"p[18, 2]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,183.0,1.2
"p[18, 3]",0.001,0.014,0.0,0.0,0.001,0.0,14.0,80.0,1.22
"p[18, 4]",0.004,0.024,0.0,0.012,0.001,0.001,26.0,238.0,1.12
"p[18, 5]",0.01,0.055,0.0,0.029,0.003,0.002,22.0,140.0,1.15
"p[18, 6]",0.279,0.285,0.0,0.837,0.017,0.012,172.0,178.0,1.03
"p[18, 7]",0.002,0.023,0.0,0.002,0.001,0.001,6.0,29.0,2.0
"p[18, 8]",0.0,0.006,0.0,0.0,0.0,0.0,18.0,94.0,1.16
"p[18, 9]",0.007,0.058,0.0,0.005,0.003,0.002,68.0,140.0,1.05
"p[18, 10]",0.001,0.027,0.0,0.0,0.001,0.001,23.0,80.0,1.13
"p[18, 11]",0.0,0.0,0.0,0.0,0.0,0.0,81.0,233.0,1.06
"p[18, 12]",0.001,0.021,0.0,0.0,0.001,0.001,22.0,170.0,1.13
"p[19, 0]",0.003,0.032,0.0,0.0,0.001,0.001,35.0,152.0,1.09
"p[19, 1]",0.0,0.005,0.0,0.0,0.0,0.0,9.0,81.0,1.38
"p[19, 2]",0.001,0.016,0.0,0.0,0.001,0.0,11.0,88.0,1.3
"p[19, 3]",0.003,0.034,0.0,0.001,0.001,0.001,14.0,89.0,1.21
"p[19, 4]",0.172,0.231,0.0,0.682,0.012,0.008,174.0,287.0,1.03
"p[19, 5]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,1.6
"p[19, 6]",0.804,0.246,0.272,1.0,0.013,0.01,169.0,251.0,1.03
"p[19, 7]",0.001,0.012,0.0,0.001,0.001,0.001,7.0,32.0,1.58
"p[19, 8]",0.01,0.056,0.0,0.017,0.002,0.002,38.0,176.0,1.09
"p[19, 9]",0.003,0.034,0.0,0.0,0.001,0.001,110.0,142.0,1.03
"p[19, 10]",0.0,0.008,0.0,0.0,0.0,0.0,19.0,91.0,1.17
"p[19, 11]",0.001,0.016,0.0,0.0,0.001,0.0,56.0,124.0,1.03
"p[19, 12]",0.001,0.013,0.0,0.0,0.0,0.0,23.0,83.0,1.13
"p[20, 0]",0.0,0.004,0.0,0.0,0.0,0.0,44.0,184.0,1.07
"p[20, 1]",0.005,0.038,0.0,0.008,0.001,0.001,18.0,129.0,1.2
"p[20, 2]",0.0,0.003,0.0,0.0,0.0,0.0,15.0,179.0,1.19
"p[20, 3]",0.003,0.03,0.0,0.0,0.001,0.001,27.0,23.0,1.12
"p[20, 4]",0.013,0.054,0.0,0.058,0.003,0.002,14.0,56.0,1.21
"p[20, 5]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,39.0,1.3
"p[20, 6]",0.011,0.063,0.0,0.025,0.007,0.005,8.0,12.0,1.45
"p[20, 7]",0.963,0.103,0.803,1.0,0.005,0.004,25.0,82.0,1.12
"p[20, 8]",0.001,0.013,0.0,0.0,0.0,0.0,108.0,253.0,1.02
"p[20, 9]",0.001,0.017,0.0,0.0,0.001,0.0,61.0,264.0,1.06
"p[20, 10]",0.001,0.013,0.0,0.0,0.001,0.0,64.0,116.0,1.05
"p[20, 11]",0.002,0.022,0.0,0.0,0.001,0.001,100.0,231.0,1.05
"p[20, 12]",0.001,0.011,0.0,0.0,0.0,0.0,82.0,136.0,1.06
"p[21, 0]",0.002,0.033,0.0,0.0,0.001,0.001,16.0,149.0,1.19
"p[21, 1]",0.102,0.17,0.0,0.455,0.017,0.012,61.0,108.0,1.03
"p[21, 2]",0.004,0.025,0.0,0.004,0.001,0.001,9.0,28.0,1.41
"p[21, 3]",0.0,0.003,0.0,0.0,0.0,0.0,18.0,49.0,1.18
"p[21, 4]",0.624,0.283,0.114,0.999,0.049,0.035,32.0,281.0,1.09
"p[21, 5]",0.061,0.137,0.0,0.341,0.019,0.014,16.0,65.0,1.2
"p[21, 6]",0.019,0.062,0.0,0.098,0.008,0.006,9.0,36.0,1.38
"p[21, 7]",0.167,0.227,0.0,0.651,0.069,0.051,7.0,29.0,1.54
"p[21, 8]",0.002,0.012,0.0,0.001,0.001,0.0,56.0,148.0,1.04
"p[21, 9]",0.01,0.058,0.0,0.019,0.004,0.003,50.0,64.0,1.05
"p[21, 10]",0.003,0.024,0.0,0.004,0.001,0.001,29.0,97.0,1.11
"p[21, 11]",0.002,0.031,0.0,0.0,0.002,0.001,21.0,18.0,1.14
"p[21, 12]",0.003,0.027,0.0,0.002,0.001,0.001,39.0,194.0,1.11
"p[22, 0]",0.0,0.001,0.0,0.0,0.0,0.0,17.0,61.0,1.18
"p[22, 1]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,109.0,1.23
"p[22, 2]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,1.25
"p[22, 3]",0.002,0.016,0.0,0.001,0.001,0.001,101.0,209.0,1.04
"p[22, 4]",0.97,0.063,0.866,1.0,0.003,0.002,37.0,49.0,1.08
"p[22, 5]",0.007,0.037,0.0,0.014,0.002,0.001,12.0,69.0,1.27
"p[22, 6]",0.0,0.004,0.0,0.0,0.0,0.0,6.0,11.0,1.85
"p[22, 7]",0.018,0.047,0.0,0.083,0.003,0.002,37.0,109.0,1.08
"p[22, 8]",0.0,0.004,0.0,0.0,0.0,0.0,92.0,87.0,1.06
"p[22, 9]",0.0,0.0,0.0,0.0,0.0,0.0,26.0,79.0,1.13
"p[22, 10]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,116.0,1.21
"p[22, 11]",0.0,0.006,0.0,0.0,0.0,0.0,30.0,69.0,1.1
"p[22, 12]",0.001,0.014,0.0,0.0,0.001,0.0,22.0,147.0,1.15
"p[23, 0]",0.0,0.004,0.0,0.0,0.0,0.0,14.0,27.0,1.22
"p[23, 1]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,119.0,1.22
"p[23, 2]",0.001,0.014,0.0,0.0,0.001,0.001,9.0,106.0,1.37
"p[23, 3]",0.014,0.066,0.0,0.053,0.003,0.002,20.0,66.0,1.15
"p[23, 4]",0.878,0.18,0.504,1.0,0.008,0.006,329.0,462.0,1.01
"p[23, 5]",0.005,0.037,0.0,0.004,0.002,0.001,12.0,69.0,1.29
"p[23, 6]",0.001,0.017,0.0,0.0,0.001,0.0,6.0,12.0,1.91
"p[23, 7]",0.094,0.163,0.0,0.409,0.009,0.006,207.0,465.0,1.02
"p[23, 8]",0.003,0.023,0.0,0.0,0.001,0.001,41.0,165.0,1.09
"p[23, 9]",0.0,0.0,0.0,0.0,0.0,0.0,62.0,120.0,1.07
"p[23, 10]",0.001,0.021,0.0,0.0,0.001,0.0,10.0,102.0,1.32
"p[23, 11]",0.002,0.015,0.0,0.0,0.001,0.0,41.0,63.0,1.07
"p[23, 12]",0.002,0.016,0.0,0.0,0.001,0.0,12.0,191.0,1.27
"p[24, 0]",0.0,0.003,0.0,0.0,0.0,0.0,21.0,141.0,1.18
"p[24, 1]",0.72,0.259,0.223,1.0,0.015,0.011,295.0,310.0,1.01
"p[24, 2]",0.002,0.025,0.0,0.0,0.001,0.001,16.0,37.0,1.18
"p[24, 3]",0.001,0.008,0.0,0.0,0.001,0.0,18.0,27.0,1.17
"p[24, 4]",0.226,0.229,0.0,0.687,0.014,0.01,241.0,363.0,1.01
"p[24, 5]",0.037,0.112,0.0,0.208,0.007,0.005,124.0,245.0,1.03
"p[24, 6]",0.003,0.017,0.0,0.005,0.001,0.001,10.0,38.0,1.35
"p[24, 7]",0.009,0.034,0.0,0.038,0.004,0.003,10.0,30.0,1.35
"p[24, 8]",0.001,0.016,0.0,0.0,0.001,0.001,54.0,235.0,1.07
"p[24, 9]",0.0,0.008,0.0,0.0,0.0,0.0,22.0,146.0,1.13
"p[24, 10]",0.0,0.002,0.0,0.0,0.0,0.0,101.0,218.0,1.04
"p[24, 11]",0.001,0.016,0.0,0.0,0.001,0.0,41.0,65.0,1.1
"p[24, 12]",0.001,0.007,0.0,0.0,0.0,0.0,54.0,130.0,1.06
"p[25, 0]",0.0,0.01,0.0,0.0,0.0,0.0,35.0,157.0,1.1
"p[25, 1]",0.007,0.016,0.0,0.029,0.002,0.001,18.0,117.0,1.16
"p[25, 2]",0.0,0.002,0.0,0.0,0.0,0.0,18.0,173.0,1.18
"p[25, 3]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,77.0,1.07
"p[25, 4]",0.135,0.113,0.0,0.352,0.005,0.004,247.0,265.0,1.01
"p[25, 5]",0.0,0.001,0.0,0.0,0.0,0.0,11.0,45.0,1.29
"p[25, 6]",0.853,0.116,0.64,0.997,0.006,0.005,267.0,551.0,1.01
"p[25, 7]",0.002,0.012,0.0,0.007,0.001,0.001,5.0,14.0,2.15
"p[25, 8]",0.001,0.009,0.0,0.0,0.0,0.0,115.0,245.0,1.04
"p[25, 9]",0.001,0.011,0.0,0.002,0.0,0.0,76.0,77.0,1.05
"p[25, 10]",0.0,0.001,0.0,0.0,0.0,0.0,47.0,152.0,1.09
"p[25, 11]",0.0,0.0,0.0,0.0,0.0,0.0,51.0,150.0,1.06
"p[25, 12]",0.0,0.001,0.0,0.0,0.0,0.0,46.0,97.0,1.07
"p[26, 0]",0.0,0.009,0.0,0.0,0.0,0.0,25.0,99.0,1.16
"p[26, 1]",0.086,0.171,0.0,0.452,0.012,0.009,49.0,147.0,1.07
"p[26, 2]",0.001,0.01,0.0,0.0,0.001,0.0,11.0,20.0,1.27
"p[26, 3]",0.002,0.018,0.0,0.0,0.001,0.001,21.0,34.0,1.14
"p[26, 4]",0.389,0.275,0.002,0.86,0.015,0.011,287.0,465.0,1.01
"p[26, 5]",0.492,0.298,0.004,0.935,0.017,0.012,308.0,506.0,1.0
"p[26, 6]",0.002,0.013,0.0,0.002,0.001,0.001,8.0,28.0,1.46
"p[26, 7]",0.025,0.074,0.0,0.114,0.009,0.007,9.0,56.0,1.39
"p[26, 8]",0.0,0.006,0.0,0.0,0.0,0.0,79.0,127.0,1.05
"p[26, 9]",0.002,0.019,0.0,0.0,0.001,0.0,15.0,77.0,1.2
"p[26, 10]",0.0,0.003,0.0,0.0,0.0,0.0,67.0,112.0,1.06
"p[26, 11]",0.0,0.009,0.0,0.0,0.0,0.0,23.0,19.0,1.13
"p[26, 12]",0.001,0.019,0.0,0.0,0.001,0.0,61.0,160.0,1.07
"p[27, 0]",0.001,0.01,0.0,0.0,0.0,0.0,13.0,181.0,1.24
"p[27, 1]",0.014,0.038,0.0,0.069,0.002,0.001,26.0,88.0,1.12
"p[27, 2]",0.001,0.011,0.0,0.001,0.001,0.0,13.0,55.0,1.25
"p[27, 3]",0.0,0.002,0.0,0.0,0.0,0.0,19.0,56.0,1.18
"p[27, 4]",0.009,0.028,0.0,0.046,0.005,0.004,13.0,60.0,1.24
"p[27, 5]",0.878,0.122,0.63,1.0,0.007,0.005,231.0,638.0,1.03
"p[27, 6]",0.0,0.001,0.0,0.0,0.0,0.0,14.0,182.0,1.22
"p[27, 7]",0.088,0.103,0.0,0.3,0.004,0.003,373.0,620.0,1.01
"p[27, 8]",0.003,0.021,0.0,0.003,0.001,0.001,24.0,72.0,1.11
"p[27, 9]",0.001,0.005,0.0,0.002,0.0,0.0,33.0,115.0,1.1
"p[27, 10]",0.002,0.01,0.0,0.008,0.0,0.0,22.0,109.0,1.14
"p[27, 11]",0.001,0.013,0.0,0.0,0.0,0.0,22.0,21.0,1.14
"p[27, 12]",0.001,0.012,0.0,0.003,0.001,0.0,56.0,213.0,1.07
"p[28, 0]",0.0,0.003,0.0,0.0,0.0,0.0,36.0,120.0,1.1
"p[28, 1]",0.988,0.04,0.952,1.0,0.002,0.002,17.0,62.0,1.18
"p[28, 2]",0.001,0.009,0.0,0.0,0.0,0.0,38.0,163.0,1.08
"p[28, 3]",0.001,0.011,0.0,0.0,0.0,0.0,32.0,147.0,1.12
"p[28, 4]",0.001,0.004,0.0,0.001,0.0,0.0,18.0,182.0,1.16
"p[28, 5]",0.0,0.004,0.0,0.0,0.0,0.0,54.0,258.0,1.06
"p[28, 6]",0.007,0.029,0.0,0.024,0.002,0.001,16.0,68.0,1.19
"p[28, 7]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,99.0,1.37
"p[28, 8]",0.002,0.017,0.0,0.0,0.001,0.0,51.0,210.0,1.06
"p[28, 9]",0.0,0.009,0.0,0.0,0.0,0.0,58.0,71.0,1.06
"p[28, 10]",0.0,0.001,0.0,0.0,0.0,0.0,110.0,179.0,1.05
"p[28, 11]",0.0,0.003,0.0,0.0,0.0,0.0,51.0,190.0,1.07
"p[28, 12]",0.001,0.005,0.0,0.0,0.0,0.0,89.0,242.0,1.03
"p[29, 0]",0.002,0.031,0.0,0.0,0.001,0.001,59.0,201.0,1.08
"p[29, 1]",0.053,0.142,0.0,0.301,0.008,0.006,61.0,180.0,1.06
"p[29, 2]",0.0,0.005,0.0,0.0,0.0,0.0,14.0,88.0,1.2
"p[29, 3]",0.002,0.018,0.0,0.0,0.001,0.0,19.0,182.0,1.15
"p[29, 4]",0.002,0.028,0.0,0.001,0.001,0.001,14.0,65.0,1.22
"p[29, 5]",0.912,0.186,0.523,1.0,0.012,0.009,100.0,222.0,1.04
"p[29, 6]",0.006,0.051,0.0,0.002,0.003,0.002,39.0,84.0,1.1
"p[29, 7]",0.003,0.026,0.0,0.002,0.001,0.001,7.0,65.0,1.64
"p[29, 8]",0.001,0.013,0.0,0.0,0.0,0.0,24.0,122.0,1.13
"p[29, 9]",0.015,0.084,0.0,0.029,0.004,0.003,68.0,139.0,1.03
"p[29, 10]",0.0,0.006,0.0,0.0,0.0,0.0,38.0,82.0,1.08
"p[29, 11]",0.003,0.034,0.0,0.0,0.002,0.001,57.0,178.0,1.06
"p[29, 12]",0.001,0.015,0.0,0.0,0.001,0.001,33.0,115.0,1.1
"p[30, 0]",0.001,0.021,0.0,0.0,0.001,0.0,17.0,187.0,1.17
"p[30, 1]",0.003,0.031,0.0,0.001,0.001,0.001,9.0,21.0,1.4
"p[30, 2]",0.007,0.058,0.0,0.003,0.002,0.002,8.0,59.0,1.44
"p[30, 3]",0.014,0.084,0.0,0.014,0.003,0.002,10.0,76.0,1.34
"p[30, 4]",0.01,0.054,0.0,0.03,0.005,0.003,11.0,85.0,1.29
"p[30, 5]",0.0,0.003,0.0,0.0,0.0,0.0,8.0,82.0,1.46
"p[30, 6]",0.012,0.051,0.0,0.052,0.002,0.001,20.0,21.0,1.15
"p[30, 7]",0.935,0.162,0.619,1.0,0.011,0.009,22.0,68.0,1.14
"p[30, 8]",0.0,0.0,0.0,0.0,0.0,0.0,24.0,68.0,1.12
"p[30, 9]",0.002,0.03,0.0,0.0,0.001,0.001,64.0,310.0,1.07
"p[30, 10]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,97.0,1.16
