,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta[7, 1]",-6.307,6.258,-16.162,5.542,2.696,2.02,6.0,18.0,1.88
"beta[7, 2]",-0.912,5.258,-9.759,9.434,1.919,1.414,8.0,38.0,1.43
"beta[7, 3]",2.511,4.595,-4.691,11.704,1.12,0.806,20.0,18.0,1.15
"beta[7, 4]",0.768,2.885,-5.064,5.469,1.271,0.955,5.0,13.0,2.13
"beta[7, 5]",-8.286,7.056,-21.94,4.22,1.704,1.325,17.0,44.0,1.18
"beta[7, 6]",3.662,5.231,-3.656,13.873,2.443,1.851,5.0,19.0,2.48
"beta[7, 7]",5.342,3.423,-0.187,11.109,1.502,1.128,5.0,20.0,2.1
"beta[7, 8]",-1.321,5.584,-12.433,8.334,1.861,1.361,9.0,29.0,1.37
"beta[7, 9]",-2.848,5.475,-13.131,8.382,1.105,0.79,27.0,53.0,1.13
"beta[7, 10]",-1.325,3.855,-7.851,7.25,1.145,0.831,11.0,26.0,1.28
"beta[7, 11]",2.28,5.25,-9.289,11.719,1.55,1.125,12.0,12.0,1.26
"beta[7, 12]",-0.585,5.286,-10.98,8.804,1.622,1.18,11.0,38.0,1.32
"beta[8, 0]",1.013,4.733,-7.766,8.755,1.612,1.181,9.0,87.0,1.43
"beta[8, 1]",-2.55,6.264,-13.664,8.753,2.406,1.78,7.0,34.0,1.63
"beta[8, 2]",-0.81,5.065,-9.849,7.126,2.028,1.507,7.0,39.0,1.6
"beta[8, 3]",2.259,3.825,-4.476,9.685,0.833,0.63,18.0,37.0,1.18
"beta[8, 4]",1.938,3.011,-2.61,7.924,1.339,1.007,5.0,15.0,2.19
"beta[8, 5]",-3.539,6.235,-14.915,7.781,1.907,1.387,10.0,74.0,1.33
"beta[8, 6]",2.359,4.258,-2.863,11.481,1.892,1.424,6.0,19.0,1.79
"beta[8, 7]",-2.702,4.474,-10.864,3.498,1.6,1.176,8.0,33.0,1.5
"beta[8, 8]",6.664,4.76,-0.165,17.993,1.884,1.398,7.0,20.0,1.63
"beta[8, 9]",-2.949,5.532,-13.391,8.63,1.501,1.085,15.0,19.0,1.19
"beta[8, 10]",-1.232,4.012,-8.542,7.802,1.157,0.839,12.0,23.0,1.25
"beta[8, 11]",2.156,4.751,-6.068,12.161,1.545,1.128,9.0,19.0,1.35
"beta[8, 12]",-1.711,5.78,-12.65,10.29,1.803,1.313,10.0,23.0,1.34
"beta[9, 0]",1.199,4.722,-7.617,9.851,1.771,1.307,7.0,71.0,1.57
"beta[9, 1]",1.015,4.104,-5.508,8.39,1.826,1.374,6.0,90.0,1.88
"beta[9, 2]",-0.58,5.062,-9.529,8.639,1.878,1.386,7.0,43.0,1.52
"beta[9, 3]",2.666,4.002,-5.542,9.882,0.956,0.701,16.0,32.0,1.18
"beta[9, 4]",-0.952,3.149,-7.056,4.071,1.325,0.99,6.0,33.0,1.85
"beta[9, 5]",4.736,3.628,-3.178,10.654,1.611,1.212,5.0,13.0,2.16
"beta[9, 6]",3.506,4.132,-1.591,11.99,1.925,1.458,5.0,17.0,2.03
"beta[9, 7]",-1.235,4.423,-10.005,6.223,1.528,1.121,9.0,38.0,1.39
"beta[9, 8]",-1.119,6.023,-12.125,9.018,1.987,1.452,10.0,66.0,1.35
"beta[9, 9]",5.707,3.985,0.059,14.041,1.705,1.276,6.0,34.0,1.84
"beta[9, 10]",-1.11,3.68,-7.527,6.297,1.031,0.747,13.0,29.0,1.23
"beta[9, 11]",2.198,4.852,-7.904,11.569,1.617,1.182,9.0,12.0,1.34
"beta[9, 12]",0.001,5.374,-10.566,8.972,1.682,1.225,10.0,37.0,1.33
"beta[10, 0]",0.925,4.445,-7.505,9.191,1.561,1.146,8.0,22.0,1.48
"beta[10, 1]",-0.142,4.172,-8.384,6.136,1.555,1.147,7.0,32.0,1.63
"beta[10, 2]",-0.911,4.987,-11.889,5.657,1.889,1.396,8.0,55.0,1.49
"beta[10, 3]",1.262,5.489,-10.013,8.716,1.466,1.059,17.0,22.0,1.16
"beta[10, 4]",1.692,2.871,-3.115,7.262,1.278,0.962,5.0,19.0,2.21
"beta[10, 5]",-4.501,5.053,-14.51,4.865,1.2,0.863,18.0,43.0,1.17
"beta[10, 6]",3.214,2.876,-1.075,9.209,1.302,0.982,5.0,18.0,2.32
"beta[10, 7]",2.22,3.119,-3.104,7.951,1.027,0.751,9.0,133.0,1.46
"beta[10, 8]",-1.815,5.522,-11.289,9.176,1.84,1.345,9.0,41.0,1.38
"beta[10, 9]",1.376,3.839,-5.358,8.193,1.442,1.065,8.0,29.0,1.53
"beta[10, 10]",-1.834,3.815,-9.572,5.62,1.103,0.8,12.0,20.0,1.24
"beta[10, 11]",1.695,4.69,-6.788,10.933,1.631,1.197,9.0,13.0,1.36
"beta[10, 12]",-1.709,5.714,-13.994,6.958,1.995,1.464,9.0,19.0,1.41
"beta[11, 0]",0.844,4.188,-8.659,7.385,1.403,1.027,9.0,63.0,1.38
"beta[11, 1]",-4.152,5.197,-14.419,3.867,1.967,1.453,7.0,18.0,1.6
"beta[11, 2]",-0.536,4.888,-9.831,7.0,1.839,1.359,8.0,60.0,1.49
"beta[11, 3]",3.291,2.9,-1.866,8.711,0.377,0.336,55.0,120.0,1.13
"beta[11, 4]",2.797,3.066,-2.397,9.711,1.401,1.058,5.0,18.0,2.47
"beta[11, 5]",-4.824,5.395,-15.678,3.947,1.564,1.134,12.0,26.0,1.28
"beta[11, 6]",-1.614,6.154,-17.118,7.84,2.608,1.95,6.0,15.0,2.06
"beta[11, 7]",3.891,3.253,-1.922,9.717,1.447,1.089,5.0,35.0,2.33
"beta[11, 8]",-0.767,4.85,-9.961,7.739,1.392,1.009,12.0,58.0,1.25
"beta[11, 9]",-4.456,5.398,-15.284,4.621,1.068,0.764,26.0,95.0,1.13
"beta[11, 10]",-1.322,3.487,-8.152,4.695,1.009,0.732,12.0,24.0,1.26
"beta[11, 11]",2.363,4.829,-6.647,13.373,1.702,1.25,9.0,13.0,1.38
"beta[11, 12]",-1.041,4.954,-10.54,7.592,1.367,0.989,13.0,87.0,1.26
"beta[12, 0]",0.781,4.207,-6.614,8.748,1.414,1.035,9.0,21.0,1.41
"beta[12, 1]",-4.825,6.071,-17.044,4.907,2.373,1.759,6.0,40.0,1.7
"beta[12, 2]",-0.456,4.972,-9.802,7.175,1.854,1.369,8.0,85.0,1.47
"beta[12, 3]",2.786,3.441,-3.589,9.016,0.873,0.629,15.0,146.0,1.2
"beta[12, 4]",1.715,2.559,-2.936,6.216,1.129,0.848,5.0,31.0,2.16
"beta[12, 5]",-2.433,5.566,-13.71,6.903,0.752,0.708,55.0,62.0,1.09
"beta[12, 6]",3.784,3.131,-1.538,9.878,1.338,1.001,6.0,12.0,1.92
"beta[12, 7]",4.311,3.513,-2.013,10.278,1.349,0.998,7.0,18.0,1.71
"beta[12, 8]",-3.232,4.515,-12.263,5.187,1.124,0.81,16.0,41.0,1.2
"beta[12, 9]",-2.13,5.712,-11.343,9.193,1.431,1.031,16.0,105.0,1.19
"beta[12, 10]",-1.98,3.65,-8.773,5.26,0.521,0.371,41.0,27.0,1.15
"beta[12, 11]",2.199,4.684,-5.937,13.185,1.653,1.246,9.0,12.0,1.39
"beta[12, 12]",-0.827,4.983,-10.13,8.185,1.547,1.126,11.0,64.0,1.32
alpha[0],4.181,3.978,0.003,11.3,0.444,0.315,81.0,157.0,1.09
alpha[1],19.045,4.975,12.591,28.135,2.26,1.732,6.0,31.0,1.99
alpha[2],4.736,4.04,0.022,12.01,0.679,0.484,35.0,144.0,1.1
alpha[3],4.817,3.676,0.163,11.564,0.393,0.279,82.0,94.0,1.06
alpha[4],25.379,2.979,20.509,29.623,1.416,1.076,5.0,29.0,2.55
alpha[5],6.736,4.456,0.098,14.079,1.874,1.433,7.0,44.0,1.61
alpha[6],19.37,4.087,8.961,24.182,1.814,1.364,7.0,14.0,1.6
alpha[7],16.782,7.324,0.54,25.434,3.45,2.65,5.0,23.0,2.83
alpha[8],4.661,3.791,0.043,12.484,0.841,0.604,24.0,26.0,1.11
alpha[9],6.835,3.935,0.388,12.594,1.082,0.783,14.0,41.0,1.24
alpha[10],5.279,3.692,0.098,11.832,0.267,0.189,182.0,206.0,1.01
alpha[11],4.424,3.877,0.017,11.351,0.498,0.354,52.0,135.0,1.08
alpha[12],3.811,3.676,0.032,11.347,0.335,0.237,119.0,168.0,1.02
beta_sd[0],2.975,1.317,0.686,5.125,0.337,0.243,14.0,53.0,1.22
beta_sd[1],5.175,1.787,1.869,8.138,0.606,0.443,9.0,84.0,1.39
beta_sd[2],2.814,1.359,0.499,5.082,0.353,0.255,14.0,34.0,1.22
beta_sd[3],3.823,1.714,0.767,7.151,0.544,0.407,10.0,22.0,1.36
beta_sd[4],2.322,1.025,0.882,4.422,0.302,0.219,9.0,50.0,1.36
beta_sd[5],6.567,1.579,3.971,9.793,0.424,0.306,13.0,21.0,1.24
beta_sd[6],4.675,1.88,1.713,8.028,0.755,0.561,7.0,27.0,1.66
beta_sd[7],4.099,2.349,0.518,7.925,1.024,0.768,5.0,32.0,2.11
beta_sd[8],4.618,1.468,2.362,7.482,0.191,0.136,54.0,120.0,1.06
beta_sd[9],5.566,1.533,2.708,8.659,0.319,0.228,25.0,24.0,1.11
beta_sd[10],2.665,1.523,0.518,5.309,0.402,0.29,12.0,32.0,1.27
beta_sd[11],2.797,1.409,0.405,5.299,0.221,0.157,37.0,38.0,1.08
beta_sd[12],3.945,1.524,1.222,6.504,0.294,0.216,31.0,140.0,1.1
"p[0, 0]",0.006,0.052,0.0,0.001,0.002,0.002,16.0,74.0,1.19
"p[0, 1]",0.01,0.066,0.0,0.003,0.003,0.002,14.0,57.0,1.24
"p[0, 2]",0.003,0.028,0.0,0.0,0.001,0.001,22.0,39.0,1.12
"p[0, 3]",0.871,0.234,0.309,1.0,0.011,0.008,209.0,346.0,1.02
"p[0, 4]",0.035,0.13,0.0,0.159,0.007,0.005,68.0,39.0,1.02
"p[0, 5]",0.008,0.065,0.0,0.0,0.004,0.003,29.0,229.0,1.13
"p[0, 6]",0.002,0.019,0.0,0.0,0.001,0.001,8.0,24.0,1.47
"p[0, 7]",0.015,0.081,0.0,0.02,0.004,0.003,54.0,63.0,1.11
"p[0, 8]",0.004,0.041,0.0,0.0,0.002,0.001,28.0,180.0,1.1
"p[0, 9]",0.036,0.127,0.0,0.151,0.005,0.003,158.0,225.0,1.03
"p[0, 10]",0.0,0.006,0.0,0.0,0.0,0.0,18.0,78.0,1.16
"p[0, 11]",0.008,0.057,0.0,0.003,0.003,0.002,31.0,34.0,1.08
"p[0, 12]",0.003,0.025,0.0,0.0,0.001,0.001,15.0,142.0,1.21
"p[1, 0]",0.008,0.054,0.0,0.004,0.002,0.001,61.0,109.0,1.07
"p[1, 1]",0.005,0.046,0.0,0.001,0.002,0.002,9.0,117.0,1.37
"p[1, 2]",0.008,0.056,0.0,0.003,0.002,0.002,12.0,91.0,1.26
"p[1, 3]",0.013,0.072,0.0,0.025,0.003,0.002,20.0,53.0,1.15
"p[1, 4]",0.597,0.32,0.054,1.0,0.029,0.024,91.0,485.0,1.04
"p[1, 5]",0.006,0.042,0.0,0.005,0.002,0.001,9.0,29.0,1.37
"p[1, 6]",0.232,0.276,0.0,0.808,0.018,0.012,104.0,407.0,1.04
"p[1, 7]",0.069,0.172,0.0,0.417,0.014,0.01,23.0,207.0,1.13
"p[1, 8]",0.039,0.139,0.0,0.223,0.007,0.005,56.0,208.0,1.06
"p[1, 9]",0.002,0.027,0.0,0.0,0.001,0.001,107.0,143.0,1.04
"p[1, 10]",0.003,0.033,0.0,0.0,0.001,0.001,31.0,89.0,1.11
"p[1, 11]",0.011,0.059,0.0,0.025,0.002,0.001,62.0,90.0,1.02
"p[1, 12]",0.005,0.05,0.0,0.0,0.002,0.001,26.0,101.0,1.13
"p[2, 0]",0.001,0.006,0.0,0.0,0.0,0.0,10.0,20.0,1.32
"p[2, 1]",0.001,0.006,0.0,0.005,0.0,0.0,11.0,107.0,1.28
"p[2, 2]",0.002,0.016,0.0,0.003,0.001,0.001,8.0,18.0,1.47
"p[2, 3]",0.0,0.006,0.0,0.0,0.0,0.0,20.0,48.0,1.15
"p[2, 4]",0.21,0.144,0.009,0.488,0.009,0.006,260.0,671.0,1.01
"p[2, 5]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,1.36
"p[2, 6]",0.765,0.148,0.485,0.988,0.009,0.006,277.0,802.0,1.01
"p[2, 7]",0.002,0.013,0.0,0.006,0.001,0.001,5.0,19.0,2.08
"p[2, 8]",0.003,0.023,0.0,0.004,0.001,0.001,36.0,158.0,1.09
"p[2, 9]",0.01,0.034,0.0,0.044,0.002,0.001,30.0,75.0,1.1
"p[2, 10]",0.001,0.007,0.0,0.001,0.0,0.0,19.0,65.0,1.15
"p[2, 11]",0.0,0.003,0.0,0.0,0.0,0.0,16.0,16.0,1.18
"p[2, 12]",0.004,0.021,0.0,0.007,0.002,0.001,14.0,79.0,1.23
"p[3, 0]",0.004,0.039,0.0,0.0,0.001,0.001,28.0,46.0,1.11
"p[3, 1]",0.032,0.114,0.0,0.174,0.007,0.005,27.0,99.0,1.11
"p[3, 2]",0.001,0.014,0.0,0.0,0.001,0.0,11.0,163.0,1.28
"p[3, 3]",0.012,0.06,0.0,0.022,0.003,0.002,73.0,160.0,1.06
"p[3, 4]",0.676,0.314,0.096,1.0,0.02,0.014,184.0,343.0,1.02
"p[3, 5]",0.006,0.048,0.0,0.0,0.003,0.002,11.0,86.0,1.32
"p[3, 6]",0.045,0.154,0.0,0.245,0.016,0.011,7.0,13.0,1.55
"p[3, 7]",0.193,0.26,0.0,0.745,0.016,0.011,145.0,226.0,1.02
"p[3, 8]",0.008,0.068,0.0,0.001,0.003,0.002,106.0,159.0,1.04
"p[3, 9]",0.003,0.039,0.0,0.0,0.003,0.002,45.0,113.0,1.08
"p[3, 10]",0.001,0.019,0.0,0.0,0.001,0.0,13.0,93.0,1.23
"p[3, 11]",0.01,0.072,0.0,0.003,0.003,0.002,149.0,266.0,1.04
"p[3, 12]",0.009,0.067,0.0,0.003,0.004,0.003,12.0,63.0,1.27
"p[4, 0]",0.0,0.009,0.0,0.0,0.0,0.0,27.0,141.0,1.12
"p[4, 1]",0.005,0.012,0.0,0.021,0.001,0.001,15.0,108.0,1.19
"p[4, 2]",0.0,0.001,0.0,0.0,0.0,0.0,14.0,57.0,1.23
"p[4, 3]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,73.0,1.08
"p[4, 4]",0.138,0.107,0.001,0.335,0.005,0.003,311.0,395.0,1.01
"p[4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,1.31
"p[4, 6]",0.853,0.109,0.65,0.995,0.005,0.004,326.0,548.0,1.0
"p[4, 7]",0.002,0.011,0.0,0.006,0.001,0.001,5.0,14.0,2.17
"p[4, 8]",0.0,0.008,0.0,0.0,0.0,0.0,94.0,235.0,1.04
"p[4, 9]",0.001,0.009,0.0,0.002,0.0,0.0,76.0,57.0,1.06
"p[4, 10]",0.0,0.001,0.0,0.0,0.0,0.0,45.0,148.0,1.08
"p[4, 11]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,113.0,1.08
"p[4, 12]",0.0,0.001,0.0,0.0,0.0,0.0,37.0,104.0,1.08
"p[5, 0]",0.0,0.001,0.0,0.0,0.0,0.0,18.0,25.0,1.17
"p[5, 1]",0.011,0.042,0.0,0.039,0.003,0.002,19.0,151.0,1.18
"p[5, 2]",0.0,0.005,0.0,0.0,0.0,0.0,17.0,280.0,1.17
"p[5, 3]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,69.0,1.13
"p[5, 4]",0.049,0.119,0.0,0.253,0.009,0.006,25.0,171.0,1.12
"p[5, 5]",0.0,0.007,0.0,0.0,0.0,0.0,13.0,67.0,1.26
"p[5, 6]",0.737,0.249,0.239,1.0,0.014,0.01,139.0,394.0,1.04
"p[5, 7]",0.007,0.038,0.0,0.02,0.004,0.003,5.0,25.0,2.15
"p[5, 8]",0.0,0.001,0.0,0.0,0.0,0.0,41.0,232.0,1.09
"p[5, 9]",0.194,0.224,0.0,0.706,0.009,0.006,429.0,529.0,1.01
"p[5, 10]",0.0,0.003,0.0,0.0,0.0,0.0,30.0,65.0,1.1
"p[5, 11]",0.0,0.003,0.0,0.0,0.0,0.0,17.0,213.0,1.17
"p[5, 12]",0.001,0.007,0.0,0.0,0.0,0.0,29.0,41.0,1.12
"p[6, 0]",0.0,0.005,0.0,0.0,0.0,0.0,23.0,61.0,1.14
"p[6, 1]",0.028,0.096,0.0,0.135,0.006,0.004,66.0,178.0,1.07
"p[6, 2]",0.002,0.025,0.0,0.0,0.001,0.001,22.0,220.0,1.13
"p[6, 3]",0.001,0.019,0.0,0.0,0.001,0.001,25.0,88.0,1.14
"p[6, 4]",0.016,0.064,0.0,0.057,0.004,0.003,24.0,170.0,1.13
"p[6, 5]",0.005,0.037,0.0,0.005,0.002,0.002,18.0,43.0,1.18
"p[6, 6]",0.248,0.268,0.0,0.796,0.014,0.01,253.0,634.0,1.02
"p[6, 7]",0.004,0.029,0.0,0.007,0.002,0.001,6.0,25.0,1.95
"p[6, 8]",0.001,0.011,0.0,0.0,0.0,0.0,44.0,182.0,1.09
"p[6, 9]",0.691,0.286,0.142,1.0,0.013,0.009,476.0,736.0,1.0
"p[6, 10]",0.002,0.015,0.0,0.0,0.001,0.001,28.0,85.0,1.11
"p[6, 11]",0.001,0.008,0.0,0.0,0.0,0.0,20.0,223.0,1.15
"p[6, 12]",0.003,0.029,0.0,0.0,0.001,0.001,30.0,68.0,1.11
"p[7, 0]",0.0,0.004,0.0,0.0,0.0,0.0,46.0,159.0,1.07
