,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[48, 3]",0.0,0.0,0.0,0.0,0.0,0.0,77.0,361.0,1.06
"p[48, 4]",0.0,0.0,0.0,0.0,0.0,0.0,182.0,264.0,1.03
"p[48, 5]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,410.0,1.04
"p[48, 6]",0.0,0.0,0.0,0.0,0.0,0.0,102.0,445.0,1.07
"p[48, 7]",1.0,0.0,1.0,1.0,0.0,0.0,233.0,856.0,1.03
"p[48, 8]",0.0,0.0,0.0,0.0,0.0,0.0,161.0,346.0,1.02
"p[48, 9]",0.0,0.0,0.0,0.0,0.0,0.0,152.0,346.0,1.03
"p[49, 0]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,230.0,1.1
"p[49, 1]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,225.0,1.09
"p[49, 2]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,240.0,1.17
"p[49, 3]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,133.0,1.09
"p[49, 4]",0.0,0.0,0.0,0.0,0.0,0.0,130.0,196.0,1.03
"p[49, 5]",0.0,0.0,0.0,0.0,0.0,0.0,43.0,284.0,1.07
"p[49, 6]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,289.0,1.17
"p[49, 7]",1.0,0.0,1.0,1.0,0.0,0.0,283.0,804.0,1.03
"p[49, 8]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,332.0,1.05
"p[49, 9]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,248.0,1.07
"p[50, 0]",0.0,0.0,0.0,0.0,0.0,0.0,93.0,278.0,1.06
"p[50, 1]",0.0,0.0,0.0,0.0,0.0,0.0,192.0,287.0,1.03
"p[50, 2]",0.0,0.0,0.0,0.0,0.0,0.0,197.0,421.0,1.03
"p[50, 3]",0.0,0.0,0.0,0.0,0.0,0.0,181.0,320.0,1.04
"p[50, 4]",0.0,0.0,0.0,0.0,0.0,0.0,196.0,340.0,1.03
"p[50, 5]",0.0,0.0,0.0,0.0,0.0,0.0,158.0,328.0,1.03
"p[50, 6]",0.0,0.0,0.0,0.0,0.0,0.0,217.0,375.0,1.03
"p[50, 7]",1.0,0.0,1.0,1.0,0.0,0.0,282.0,1054.0,1.02
"p[50, 8]",0.0,0.0,0.0,0.0,0.0,0.0,203.0,349.0,1.02
"p[50, 9]",0.0,0.0,0.0,0.0,0.0,0.0,189.0,342.0,1.02
"p[51, 0]",0.0,0.0,0.0,0.0,0.0,0.0,63.0,233.0,1.06
"p[51, 1]",0.0,0.0,0.0,0.0,0.0,0.0,167.0,293.0,1.04
"p[51, 2]",0.0,0.0,0.0,0.0,0.0,0.0,151.0,423.0,1.04
"p[51, 3]",0.0,0.0,0.0,0.0,0.0,0.0,156.0,333.0,1.04
"p[51, 4]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,319.0,1.03
"p[51, 5]",0.0,0.0,0.0,0.0,0.0,0.0,118.0,331.0,1.03
"p[51, 6]",0.0,0.0,0.0,0.0,0.0,0.0,196.0,422.0,1.04
"p[51, 7]",1.0,0.0,1.0,1.0,0.0,0.0,261.0,880.0,1.03
"p[51, 8]",0.0,0.0,0.0,0.0,0.0,0.0,188.0,313.0,1.02
"p[51, 9]",0.0,0.0,0.0,0.0,0.0,0.0,182.0,361.0,1.02
"p[52, 0]",0.0,0.0,0.0,0.0,0.0,0.0,126.0,446.0,1.05
"p[52, 1]",0.0,0.0,0.0,0.0,0.0,0.0,115.0,420.0,1.04
"p[52, 2]",0.0,0.0,0.0,0.0,0.0,0.0,78.0,446.0,1.06
"p[52, 3]",0.0,0.0,0.0,0.0,0.0,0.0,110.0,574.0,1.05
"p[52, 4]",0.0,0.0,0.0,0.0,0.0,0.0,200.0,345.0,1.02
"p[52, 5]",0.0,0.001,0.0,0.0,0.0,0.0,149.0,527.0,1.04
"p[52, 6]",0.0,0.0,0.0,0.0,0.0,0.0,84.0,507.0,1.06
"p[52, 7]",1.0,0.001,1.0,1.0,0.0,0.0,194.0,1425.0,1.03
"p[52, 8]",0.0,0.0,0.0,0.0,0.0,0.0,177.0,413.0,1.03
"p[52, 9]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,502.0,1.03
"p[53, 0]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,218.0,1.1
"p[53, 1]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,222.0,1.11
"p[53, 2]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,192.0,1.2
"p[53, 3]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,156.0,1.1
"p[53, 4]",0.0,0.0,0.0,0.0,0.0,0.0,100.0,158.0,1.04
"p[53, 5]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,235.0,1.08
"p[53, 6]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,284.0,1.22
"p[53, 7]",1.0,0.0,1.0,1.0,0.0,0.0,325.0,784.0,1.02
"p[53, 8]",0.0,0.0,0.0,0.0,0.0,0.0,67.0,230.0,1.06
"p[53, 9]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,193.0,1.08
"p[54, 0]",0.0,0.0,0.0,0.0,0.0,0.0,259.0,576.0,1.03
"p[54, 1]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,273.0,1.04
"p[54, 2]",0.0,0.0,0.0,0.0,0.0,0.0,235.0,506.0,1.03
"p[54, 3]",0.0,0.0,0.0,0.0,0.0,0.0,212.0,292.0,1.01
"p[54, 4]",0.0,0.0,0.0,0.0,0.0,0.0,84.0,454.0,1.04
"p[54, 5]",0.0,0.0,0.0,0.0,0.0,0.0,214.0,266.0,1.03
"p[54, 6]",0.0,0.0,0.0,0.0,0.0,0.0,200.0,313.0,1.03
"p[54, 7]",1.0,0.0,1.0,1.0,0.0,0.0,301.0,1542.0,1.02
"p[54, 8]",0.0,0.0,0.0,0.0,0.0,0.0,90.0,381.0,1.04
"p[54, 9]",0.0,0.0,0.0,0.0,0.0,0.0,171.0,214.0,1.03
"p[55, 0]",0.0,0.0,0.0,0.0,0.0,0.0,114.0,418.0,1.05
"p[55, 1]",0.0,0.0,0.0,0.0,0.0,0.0,80.0,427.0,1.04
"p[55, 2]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,328.0,1.08
"p[55, 3]",0.0,0.0,0.0,0.0,0.0,0.0,74.0,550.0,1.06
"p[55, 4]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,278.0,1.02
"p[55, 5]",0.0,0.0,0.0,0.0,0.0,0.0,118.0,520.0,1.04
"p[55, 6]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,592.0,1.09
"p[55, 7]",1.0,0.001,1.0,1.0,0.0,0.0,207.0,1458.0,1.03
"p[55, 8]",0.0,0.0,0.0,0.0,0.0,0.0,147.0,386.0,1.03
"p[55, 9]",0.0,0.0,0.0,0.0,0.0,0.0,136.0,546.0,1.03
"p[56, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[56, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[56, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[56, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[56, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[56, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[56, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[56, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[56, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[56, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[57, 0]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,219.0,1.1
"p[57, 1]",0.0,0.0,0.0,0.0,0.0,0.0,26.0,213.0,1.11
"p[57, 2]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,201.0,1.2
"p[57, 3]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,125.0,1.1
"p[57, 4]",0.0,0.0,0.0,0.0,0.0,0.0,101.0,161.0,1.04
"p[57, 5]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,224.0,1.08
"p[57, 6]",0.0,0.0,0.0,0.0,0.0,0.0,15.0,277.0,1.22
"p[57, 7]",1.0,0.0,1.0,1.0,0.0,0.0,214.0,741.0,1.03
"p[57, 8]",0.0,0.0,0.0,0.0,0.0,0.0,66.0,243.0,1.06
"p[57, 9]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,160.0,1.08
"p[58, 0]",0.0,0.0,0.0,0.0,0.0,0.0,260.0,504.0,1.03
"p[58, 1]",0.0,0.0,0.0,0.0,0.0,0.0,118.0,295.0,1.04
"p[58, 2]",0.0,0.0,0.0,0.0,0.0,0.0,241.0,513.0,1.03
"p[58, 3]",0.0,0.0,0.0,0.0,0.0,0.0,215.0,320.0,1.02
"p[58, 4]",0.0,0.0,0.0,0.0,0.0,0.0,91.0,454.0,1.04
"p[58, 5]",0.0,0.0,0.0,0.0,0.0,0.0,135.0,272.0,1.03
"p[58, 6]",0.0,0.0,0.0,0.0,0.0,0.0,208.0,291.0,1.02
"p[58, 7]",1.0,0.001,1.0,1.0,0.0,0.0,297.0,1323.0,1.02
"p[58, 8]",0.0,0.0,0.0,0.0,0.0,0.0,86.0,389.0,1.05
"p[58, 9]",0.0,0.0,0.0,0.0,0.0,0.0,184.0,218.0,1.03
"p[59, 0]",0.0,0.0,0.0,0.0,0.0,0.0,62.0,230.0,1.06
"p[59, 1]",0.0,0.0,0.0,0.0,0.0,0.0,162.0,296.0,1.03
"p[59, 2]",0.0,0.0,0.0,0.0,0.0,0.0,154.0,421.0,1.04
"p[59, 3]",0.0,0.0,0.0,0.0,0.0,0.0,169.0,377.0,1.04
"p[59, 4]",0.0,0.0,0.0,0.0,0.0,0.0,188.0,310.0,1.03
"p[59, 5]",0.0,0.0,0.0,0.0,0.0,0.0,121.0,352.0,1.03
"p[59, 6]",0.0,0.0,0.0,0.0,0.0,0.0,199.0,401.0,1.04
"p[59, 7]",1.0,0.0,1.0,1.0,0.0,0.0,256.0,970.0,1.03
"p[59, 8]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,335.0,1.02
"p[59, 9]",0.0,0.0,0.0,0.0,0.0,0.0,187.0,347.0,1.02
"p[60, 0]",0.0,0.0,0.0,0.0,0.0,0.0,130.0,449.0,1.05
"p[60, 1]",0.0,0.0,0.0,0.0,0.0,0.0,125.0,421.0,1.03
"p[60, 2]",0.0,0.0,0.0,0.0,0.0,0.0,94.0,455.0,1.05
"p[60, 3]",0.0,0.0,0.0,0.0,0.0,0.0,129.0,534.0,1.05
"p[60, 4]",0.0,0.0,0.0,0.0,0.0,0.0,201.0,345.0,1.03
"p[60, 5]",0.0,0.001,0.0,0.0,0.0,0.0,155.0,491.0,1.04
"p[60, 6]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,524.0,1.05
"p[60, 7]",1.0,0.001,1.0,1.0,0.0,0.0,198.0,1419.0,1.03
"p[60, 8]",0.0,0.0,0.0,0.0,0.0,0.0,183.0,415.0,1.03
"p[60, 9]",0.0,0.0,0.0,0.0,0.0,0.0,193.0,514.0,1.03
"p[61, 0]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,217.0,1.09
"p[61, 1]",0.0,0.0,0.0,0.0,0.0,0.0,35.0,272.0,1.09
"p[61, 2]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,238.0,1.16
"p[61, 3]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,231.0,1.09
"p[61, 4]",0.0,0.0,0.0,0.0,0.0,0.0,132.0,189.0,1.03
"p[61, 5]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,299.0,1.06
"p[61, 6]",0.0,0.0,0.0,0.0,0.0,0.0,20.0,315.0,1.16
"p[61, 7]",1.0,0.0,1.0,1.0,0.0,0.0,318.0,728.0,1.03
"p[61, 8]",0.0,0.0,0.0,0.0,0.0,0.0,86.0,275.0,1.05
"p[61, 9]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,252.0,1.06
"p[62, 0]",0.0,0.0,0.0,0.0,0.0,0.0,37.0,254.0,1.09
"p[62, 1]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,230.0,1.11
"p[62, 2]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,190.0,1.21
"p[62, 3]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,216.0,1.1
"p[62, 4]",0.0,0.0,0.0,0.0,0.0,0.0,89.0,169.0,1.04
"p[62, 5]",0.0,0.0,0.0,0.0,0.0,0.0,34.0,225.0,1.08
"p[62, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,270.0,1.24
"p[62, 7]",1.0,0.0,1.0,1.0,0.0,0.0,338.0,853.0,1.02
"p[62, 8]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,197.0,1.07
"p[62, 9]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,200.0,1.09
"p[63, 0]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,342.0,1.06
"p[63, 1]",0.0,0.0,0.0,0.0,0.0,0.0,115.0,331.0,1.04
"p[63, 2]",0.0,0.0,0.0,0.0,0.0,0.0,73.0,387.0,1.05
"p[63, 3]",0.0,0.0,0.0,0.0,0.0,0.0,94.0,442.0,1.05
"p[63, 4]",0.0,0.0,0.0,0.0,0.0,0.0,176.0,283.0,1.03
"p[63, 5]",0.0,0.0,0.0,0.0,0.0,0.0,102.0,396.0,1.04
"p[63, 6]",0.0,0.0,0.0,0.0,0.0,0.0,113.0,451.0,1.05
"p[63, 7]",1.0,0.0,1.0,1.0,0.0,0.0,129.0,973.0,1.03
"p[63, 8]",0.0,0.0,0.0,0.0,0.0,0.0,163.0,330.0,1.03
"p[63, 9]",0.0,0.0,0.0,0.0,0.0,0.0,182.0,478.0,1.03
"p[64, 0]",0.005,0.023,0.0,0.017,0.0,0.0,468.0,712.0,1.01
"p[64, 1]",0.001,0.008,0.0,0.0,0.0,0.0,39.0,219.0,1.07
"p[64, 2]",0.001,0.01,0.0,0.0,0.0,0.0,41.0,598.0,1.08
"p[64, 3]",0.001,0.006,0.0,0.0,0.0,0.0,185.0,293.0,1.01
"p[64, 4]",0.0,0.005,0.0,0.0,0.0,0.0,54.0,327.0,1.06
"p[64, 5]",0.001,0.007,0.0,0.0,0.0,0.0,88.0,206.0,1.04
"p[64, 6]",0.001,0.008,0.0,0.0,0.0,0.0,45.0,237.0,1.07
"p[64, 7]",0.99,0.034,0.947,1.0,0.001,0.001,499.0,2731.0,1.01
"p[64, 8]",0.001,0.011,0.0,0.0,0.0,0.0,31.0,399.0,1.09
"p[64, 9]",0.001,0.011,0.0,0.0,0.0,0.0,49.0,172.0,1.07
"p[65, 0]",0.0,0.0,0.0,0.0,0.0,0.0,50.0,245.0,1.07
"p[65, 1]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,333.0,1.05
"p[65, 2]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,354.0,1.09
"p[65, 3]",0.0,0.0,0.0,0.0,0.0,0.0,58.0,447.0,1.07
"p[65, 4]",0.0,0.0,0.0,0.0,0.0,0.0,170.0,230.0,1.03
"p[65, 5]",0.0,0.0,0.0,0.0,0.0,0.0,73.0,416.0,1.05
"p[65, 6]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,389.0,1.09
"p[65, 7]",1.0,0.0,1.0,1.0,0.0,0.0,163.0,950.0,1.03
"p[65, 8]",0.0,0.0,0.0,0.0,0.0,0.0,131.0,328.0,1.03
"p[65, 9]",0.0,0.0,0.0,0.0,0.0,0.0,124.0,461.0,1.04
"p[66, 0]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,222.0,1.1
"p[66, 1]",0.0,0.0,0.0,0.0,0.0,0.0,24.0,194.0,1.12
"p[66, 2]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,188.0,1.23
"p[66, 3]",0.0,0.0,0.0,0.0,0.0,0.0,28.0,109.0,1.11
"p[66, 4]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,156.0,1.04
"p[66, 5]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,204.0,1.09
"p[66, 6]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,213.0,1.26
"p[66, 7]",1.0,0.0,1.0,1.0,0.0,0.0,215.0,753.0,1.02
"p[66, 8]",0.0,0.0,0.0,0.0,0.0,0.0,47.0,203.0,1.08
"p[66, 9]",0.0,0.0,0.0,0.0,0.0,0.0,30.0,200.0,1.1
"p[67, 0]",0.0,0.0,0.0,0.0,0.0,0.0,59.0,291.0,1.08
"p[67, 1]",0.0,0.0,0.0,0.0,0.0,0.0,53.0,366.0,1.06
"p[67, 2]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,306.0,1.1
"p[67, 3]",0.0,0.0,0.0,0.0,0.0,0.0,55.0,334.0,1.06
"p[67, 4]",0.0,0.0,0.0,0.0,0.0,0.0,182.0,285.0,1.02
"p[67, 5]",0.0,0.0,0.0,0.0,0.0,0.0,74.0,352.0,1.05
"p[67, 6]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,437.0,1.1
"p[67, 7]",1.0,0.0,1.0,1.0,0.0,0.0,278.0,1167.0,1.03
"p[67, 8]",0.0,0.0,0.0,0.0,0.0,0.0,126.0,412.0,1.03
"p[67, 9]",0.0,0.0,0.0,0.0,0.0,0.0,104.0,232.0,1.05
"p[68, 0]",0.0,0.0,0.0,0.0,0.0,0.0,195.0,286.0,1.04
"p[68, 1]",0.0,0.0,0.0,0.0,0.0,0.0,189.0,299.0,1.03
"p[68, 2]",0.0,0.0,0.0,0.0,0.0,0.0,236.0,476.0,1.02
"p[68, 3]",0.0,0.0,0.0,0.0,0.0,0.0,205.0,327.0,1.02
"p[68, 4]",0.0,0.0,0.0,0.0,0.0,0.0,128.0,457.0,1.04
"p[68, 5]",0.0,0.0,0.0,0.0,0.0,0.0,216.0,274.0,1.03
"p[68, 6]",0.0,0.0,0.0,0.0,0.0,0.0,237.0,306.0,1.02
"p[68, 7]",1.0,0.0,1.0,1.0,0.0,0.0,278.0,1152.0,1.02
"p[68, 8]",0.0,0.0,0.0,0.0,0.0,0.0,198.0,357.0,1.03
"p[68, 9]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,269.0,1.02
"p[69, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[69, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[69, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[69, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[69, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[69, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[69, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[69, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[69, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[69, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[70, 0]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,262.0,1.07
"p[70, 1]",0.0,0.0,0.0,0.0,0.0,0.0,73.0,348.0,1.05
"p[70, 2]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,375.0,1.08
"p[70, 3]",0.0,0.0,0.0,0.0,0.0,0.0,67.0,469.0,1.06
"p[70, 4]",0.0,0.0,0.0,0.0,0.0,0.0,176.0,248.0,1.03
"p[70, 5]",0.0,0.0,0.0,0.0,0.0,0.0,82.0,438.0,1.05
"p[70, 6]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,419.0,1.08
"p[70, 7]",1.0,0.0,1.0,1.0,0.0,0.0,207.0,1028.0,1.03
"p[70, 8]",0.0,0.0,0.0,0.0,0.0,0.0,144.0,361.0,1.03
"p[70, 9]",0.0,0.0,0.0,0.0,0.0,0.0,136.0,463.0,1.03
"p[71, 0]",0.0,0.0,0.0,0.0,0.0,0.0,57.0,313.0,1.08
"p[71, 1]",0.0,0.0,0.0,0.0,0.0,0.0,72.0,339.0,1.05
"p[71, 2]",0.0,0.0,0.0,0.0,0.0,0.0,44.0,347.0,1.08
"p[71, 3]",0.0,0.0,0.0,0.0,0.0,0.0,66.0,309.0,1.06
"p[71, 4]",0.0,0.0,0.0,0.0,0.0,0.0,176.0,267.0,1.03
"p[71, 5]",0.0,0.0,0.0,0.0,0.0,0.0,80.0,399.0,1.04
"p[71, 6]",0.0,0.0,0.0,0.0,0.0,0.0,65.0,446.0,1.08
"p[71, 7]",1.0,0.0,1.0,1.0,0.0,0.0,207.0,1237.0,1.03
"p[71, 8]",0.0,0.0,0.0,0.0,0.0,0.0,151.0,446.0,1.02
"p[71, 9]",0.0,0.0,0.0,0.0,0.0,0.0,126.0,422.0,1.04
"p[72, 0]",0.0,0.0,0.0,0.0,0.0,0.0,51.0,248.0,1.07
"p[72, 1]",0.0,0.0,0.0,0.0,0.0,0.0,54.0,330.0,1.06
"p[72, 2]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,307.0,1.11
"p[72, 3]",0.0,0.0,0.0,0.0,0.0,0.0,52.0,462.0,1.07
"p[72, 4]",0.0,0.0,0.0,0.0,0.0,0.0,164.0,210.0,1.03
"p[72, 5]",0.0,0.0,0.0,0.0,0.0,0.0,63.0,356.0,1.05
"p[72, 6]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,358.0,1.12
"p[72, 7]",1.0,0.0,1.0,1.0,0.0,0.0,239.0,871.0,1.03
"p[72, 8]",0.0,0.0,0.0,0.0,0.0,0.0,117.0,345.0,1.04
"p[72, 9]",0.0,0.0,0.0,0.0,0.0,0.0,104.0,311.0,1.04
"p[73, 0]",0.0,0.0,0.0,0.0,0.0,0.0,74.0,236.0,1.06
"p[73, 1]",0.0,0.0,0.0,0.0,0.0,0.0,149.0,296.0,1.04
"p[73, 2]",0.0,0.0,0.0,0.0,0.0,0.0,151.0,406.0,1.04
"p[73, 3]",0.0,0.0,0.0,0.0,0.0,0.0,172.0,392.0,1.04
"p[73, 4]",0.0,0.0,0.0,0.0,0.0,0.0,191.0,300.0,1.03
"p[73, 5]",0.0,0.0,0.0,0.0,0.0,0.0,147.0,355.0,1.03
"p[73, 6]",0.0,0.0,0.0,0.0,0.0,0.0,196.0,425.0,1.04
"p[73, 7]",1.0,0.0,1.0,1.0,0.0,0.0,279.0,1180.0,1.03
"p[73, 8]",0.0,0.0,0.0,0.0,0.0,0.0,190.0,348.0,1.02
"p[73, 9]",0.0,0.0,0.0,0.0,0.0,0.0,185.0,342.0,1.02
"p[74, 0]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,326.0,1.08
"p[74, 1]",0.003,0.039,0.0,0.0,0.001,0.001,22.0,196.0,1.13
"p[74, 2]",0.001,0.026,0.0,0.0,0.0,0.0,13.0,181.0,1.24
"p[74, 3]",0.001,0.014,0.0,0.0,0.0,0.0,30.0,180.0,1.1
"p[74, 4]",0.001,0.022,0.0,0.0,0.0,0.0,69.0,218.0,1.05
"p[74, 5]",0.001,0.023,0.0,0.0,0.0,0.0,32.0,157.0,1.09
"p[74, 6]",0.003,0.038,0.0,0.0,0.001,0.001,11.0,195.0,1.28
"p[74, 7]",0.99,0.071,0.999,1.0,0.002,0.001,409.0,1093.0,1.01
"p[74, 8]",0.0,0.009,0.0,0.0,0.0,0.0,33.0,205.0,1.1
"p[74, 9]",0.0,0.016,0.0,0.0,0.0,0.0,29.0,192.0,1.1
"p[75, 0]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,207.0,1.09
"p[75, 1]",0.0,0.0,0.0,0.0,0.0,0.0,56.0,287.0,1.06
"p[75, 2]",0.0,0.0,0.0,0.0,0.0,0.0,33.0,366.0,1.1
"p[75, 3]",0.0,0.0,0.0,0.0,0.0,0.0,49.0,291.0,1.07
"p[75, 4]",0.0,0.0,0.0,0.0,0.0,0.0,156.0,236.0,1.03
"p[75, 5]",0.0,0.0,0.0,0.0,0.0,0.0,60.0,365.0,1.05
"p[75, 6]",0.0,0.0,0.0,0.0,0.0,0.0,40.0,396.0,1.1
"p[75, 7]",1.0,0.0,1.0,1.0,0.0,0.0,192.0,873.0,1.03
"p[75, 8]",0.0,0.0,0.0,0.0,0.0,0.0,124.0,374.0,1.03
"p[75, 9]",0.0,0.0,0.0,0.0,0.0,0.0,108.0,383.0,1.04
"p[76, 0]",0.999,0.004,0.996,1.0,0.0,0.0,177.0,2753.0,1.03
"p[76, 1]",0.0,0.001,0.0,0.0,0.0,0.0,23.0,34.0,1.12
"p[76, 2]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,35.0,1.37
"p[76, 3]",0.0,0.001,0.0,0.0,0.0,0.0,43.0,146.0,1.08
"p[76, 4]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,1.14
"p[76, 5]",0.0,0.001,0.0,0.0,0.0,0.0,77.0,195.0,1.02
"p[76, 6]",0.0,0.002,0.0,0.0,0.0,0.0,14.0,225.0,1.22
"p[76, 7]",0.0,0.002,0.0,0.0,0.0,0.0,33.0,385.0,1.1
"p[76, 8]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,60.0,1.16
"p[76, 9]",0.0,0.002,0.0,0.0,0.0,0.0,22.0,64.0,1.14
"p[77, 0]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,226.0,1.09
"p[77, 1]",0.0,0.0,0.0,0.0,0.0,0.0,38.0,282.0,1.08
"p[77, 2]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,268.0,1.14
"p[77, 3]",0.0,0.0,0.0,0.0,0.0,0.0,41.0,297.0,1.08
"p[77, 4]",0.0,0.0,0.0,0.0,0.0,0.0,147.0,195.0,1.03
"p[77, 5]",0.0,0.0,0.0,0.0,0.0,0.0,48.0,309.0,1.06
"p[77, 6]",0.0,0.0,0.0,0.0,0.0,0.0,21.0,311.0,1.15
"p[77, 7]",1.0,0.0,1.0,1.0,0.0,0.0,309.0,802.0,1.03
"p[77, 8]",0.0,0.0,0.0,0.0,0.0,0.0,95.0,311.0,1.04
"p[77, 9]",0.0,0.0,0.0,0.0,0.0,0.0,68.0,256.0,1.06
"p[78, 0]",0.0,0.0,0.0,0.0,0.0,0.0,89.0,404.0,1.05
"p[78, 1]",0.0,0.0,0.0,0.0,0.0,0.0,111.0,404.0,1.04
"p[78, 2]",0.0,0.0,0.0,0.0,0.0,0.0,73.0,425.0,1.06
"p[78, 3]",0.0,0.0,0.0,0.0,0.0,0.0,100.0,492.0,1.05
"p[78, 4]",0.0,0.0,0.0,0.0,0.0,0.0,192.0,304.0,1.03
"p[78, 5]",0.0,0.0,0.0,0.0,0.0,0.0,138.0,471.0,1.04
"p[78, 6]",0.0,0.0,0.0,0.0,0.0,0.0,85.0,494.0,1.06
"p[78, 7]",1.0,0.0,1.0,1.0,0.0,0.0,138.0,1341.0,1.03
"p[78, 8]",0.0,0.0,0.0,0.0,0.0,0.0,171.0,370.0,1.03
"p[78, 9]",0.0,0.0,0.0,0.0,0.0,0.0,181.0,505.0,1.03
"p[79, 0]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,231.0,1.09
"p[79, 1]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,213.0,1.11
