,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
betas[34],0.025,0.048,-0.069,0.11,0.002,0.002,436.0,297.0,1.02
betas[35],0.024,0.055,-0.091,0.111,0.008,0.006,52.0,38.0,1.06
betas[36],0.025,0.048,-0.067,0.115,0.003,0.002,372.0,2063.0,1.01
betas[37],0.026,0.045,-0.06,0.113,0.001,0.001,1371.0,6575.0,1.02
betas[38],0.022,0.047,-0.064,0.111,0.002,0.001,913.0,4292.0,1.01
betas[39],0.024,0.049,-0.071,0.111,0.004,0.003,127.0,2102.0,1.02
betas[40],0.025,0.049,-0.068,0.11,0.003,0.002,332.0,2229.0,1.02
betas[41],0.014,0.05,-0.079,0.102,0.004,0.003,136.0,242.0,1.03
betas[42],0.013,0.048,-0.078,0.098,0.003,0.002,249.0,4494.0,1.02
betas[43],0.015,0.051,-0.074,0.108,0.004,0.003,185.0,1147.0,1.02
betas[44],0.019,0.047,-0.065,0.109,0.003,0.002,266.0,6821.0,1.02
betas[45],0.016,0.048,-0.066,0.111,0.003,0.002,302.0,293.0,1.04
betas[46],0.02,0.046,-0.067,0.105,0.002,0.001,926.0,5877.0,1.01
betas[47],0.023,0.052,-0.076,0.121,0.007,0.005,62.0,36.0,1.06
betas[48],0.023,0.048,-0.064,0.114,0.003,0.002,306.0,4091.0,1.01
alpha[0],0.394,0.6,0.0,1.528,0.052,0.037,160.0,122.0,1.04
alpha[1],1.794,1.595,0.0,4.746,0.078,0.055,321.0,1251.0,1.02
alpha[2],10.444,1.241,8.026,12.691,0.045,0.033,704.0,2088.0,1.03
alpha[3],0.845,0.522,0.003,1.611,0.009,0.006,1059.0,918.0,1.02
alpha[4],0.376,0.52,0.0,1.307,0.034,0.024,236.0,674.0,1.01
alpha[5],20.317,1.784,17.195,23.809,0.092,0.066,385.0,2275.0,1.02
alpha[6],11.152,1.274,8.624,13.541,0.036,0.026,1001.0,2326.0,1.01
alpha[7],2.385,1.691,0.002,5.395,0.096,0.068,456.0,3872.0,1.02
sigma[0],0.532,0.506,0.0,1.475,0.045,0.032,155.0,160.0,1.03
sigma[1],0.588,0.542,0.072,1.675,0.045,0.032,86.0,46.0,1.04
sigma[2],0.51,0.472,0.033,1.406,0.017,0.012,334.0,1542.0,1.02
sigma[3],0.47,0.467,0.002,1.293,0.042,0.03,51.0,19.0,1.07
sigma[4],0.509,0.499,0.0,1.421,0.041,0.029,293.0,1439.0,1.03
sigma[5],0.527,0.477,0.041,1.368,0.021,0.015,87.0,30.0,1.03
sigma[6],0.49,0.472,0.029,1.379,0.02,0.014,270.0,1735.0,1.02
sigma[7],0.535,0.466,0.058,1.348,0.024,0.017,170.0,96.0,1.03
