,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[48, 1]",0.226,0.177,0.0,0.564,0.005,0.004,1150.0,2135.0,1.0
"p[48, 2]",0.001,0.004,0.0,0.001,0.0,0.0,93.0,371.0,1.03
"p[48, 3]",0.005,0.026,0.0,0.019,0.001,0.0,172.0,428.0,1.01
"p[48, 4]",0.0,0.004,0.0,0.001,0.0,0.0,54.0,71.0,1.05
"p[48, 5]",0.042,0.071,0.0,0.166,0.003,0.002,327.0,739.0,1.0
"p[48, 6]",0.608,0.215,0.21,0.958,0.007,0.005,870.0,1358.0,1.01
"p[48, 7]",0.002,0.014,0.0,0.004,0.0,0.0,68.0,454.0,1.05
"p[48, 8]",0.114,0.142,0.0,0.394,0.007,0.005,261.0,471.0,1.02
"p[48, 9]",0.0,0.005,0.0,0.0,0.0,0.0,16.0,47.0,1.2
"p[49, 0]",0.002,0.016,0.0,0.003,0.0,0.0,228.0,450.0,1.02
"p[49, 1]",0.134,0.13,0.0,0.383,0.003,0.002,1349.0,2472.0,1.01
"p[49, 2]",0.001,0.009,0.0,0.002,0.0,0.0,160.0,609.0,1.02
"p[49, 3]",0.008,0.031,0.0,0.034,0.001,0.001,255.0,523.0,1.01
"p[49, 4]",0.0,0.001,0.0,0.0,0.0,0.0,56.0,64.0,1.05
"p[49, 5]",0.051,0.086,0.0,0.203,0.003,0.002,547.0,907.0,1.01
"p[49, 6]",0.79,0.158,0.493,0.999,0.004,0.003,1362.0,2704.0,1.01
"p[49, 7]",0.002,0.02,0.0,0.003,0.0,0.0,142.0,661.0,1.03
"p[49, 8]",0.011,0.03,0.0,0.048,0.001,0.001,224.0,515.0,1.02
"p[49, 9]",0.0,0.003,0.0,0.0,0.0,0.0,28.0,63.0,1.13
"p[50, 0]",0.004,0.02,0.0,0.015,0.0,0.0,453.0,746.0,1.02
"p[50, 1]",0.002,0.013,0.0,0.008,0.0,0.0,171.0,280.0,1.02
"p[50, 2]",0.069,0.103,0.0,0.265,0.002,0.002,1084.0,1249.0,1.0
"p[50, 3]",0.01,0.036,0.0,0.046,0.001,0.001,118.0,658.0,1.03
"p[50, 4]",0.056,0.086,0.0,0.213,0.003,0.002,691.0,1111.0,1.0
"p[50, 5]",0.002,0.013,0.0,0.003,0.001,0.001,43.0,72.0,1.09
"p[50, 6]",0.031,0.06,0.0,0.134,0.002,0.001,248.0,1116.0,1.02
"p[50, 7]",0.005,0.028,0.0,0.017,0.001,0.0,403.0,500.0,1.01
"p[50, 8]",0.091,0.106,0.0,0.291,0.004,0.002,649.0,919.0,1.01
"p[50, 9]",0.729,0.182,0.396,0.999,0.008,0.006,375.0,2875.0,1.02
"p[51, 0]",0.004,0.019,0.0,0.016,0.001,0.0,49.0,291.0,1.06
"p[51, 1]",0.035,0.051,0.0,0.13,0.001,0.001,628.0,1128.0,1.01
"p[51, 2]",0.0,0.004,0.0,0.001,0.0,0.0,84.0,267.0,1.02
"p[51, 3]",0.003,0.014,0.0,0.013,0.0,0.0,129.0,361.0,1.03
"p[51, 4]",0.008,0.019,0.0,0.037,0.001,0.0,348.0,893.0,1.01
"p[51, 5]",0.007,0.02,0.0,0.031,0.001,0.001,113.0,409.0,1.01
"p[51, 6]",0.022,0.037,0.0,0.086,0.001,0.001,410.0,731.0,1.02
"p[51, 7]",0.006,0.023,0.0,0.029,0.001,0.001,33.0,434.0,1.09
"p[51, 8]",0.912,0.079,0.765,0.999,0.003,0.002,492.0,1831.0,1.01
"p[51, 9]",0.002,0.009,0.0,0.009,0.0,0.0,17.0,207.0,1.17
"p[52, 0]",0.002,0.01,0.0,0.008,0.0,0.0,52.0,258.0,1.06
"p[52, 1]",0.081,0.097,0.0,0.268,0.004,0.002,646.0,1060.0,1.01
"p[52, 2]",0.0,0.002,0.0,0.001,0.0,0.0,75.0,269.0,1.02
"p[52, 3]",0.003,0.015,0.0,0.013,0.0,0.0,119.0,321.0,1.04
"p[52, 4]",0.003,0.009,0.0,0.012,0.001,0.0,85.0,160.0,1.05
"p[52, 5]",0.013,0.032,0.0,0.062,0.002,0.001,123.0,416.0,1.01
"p[52, 6]",0.07,0.093,0.0,0.251,0.003,0.002,449.0,714.0,1.02
"p[52, 7]",0.003,0.012,0.0,0.014,0.0,0.0,30.0,198.0,1.09
"p[52, 8]",0.823,0.142,0.55,1.0,0.007,0.005,324.0,1222.0,1.02
"p[52, 9]",0.001,0.005,0.0,0.003,0.0,0.0,12.0,64.0,1.24
"p[53, 0]",0.005,0.036,0.0,0.006,0.001,0.001,174.0,679.0,1.03
"p[53, 1]",0.002,0.016,0.0,0.003,0.0,0.0,87.0,355.0,1.06
"p[53, 2]",0.0,0.005,0.0,0.0,0.0,0.0,82.0,371.0,1.01
"p[53, 3]",0.003,0.025,0.0,0.004,0.001,0.001,43.0,74.0,1.07
"p[53, 4]",0.147,0.187,0.0,0.518,0.008,0.006,404.0,777.0,1.01
"p[53, 5]",0.023,0.064,0.0,0.101,0.003,0.002,150.0,599.0,1.01
"p[53, 6]",0.363,0.271,0.0,0.845,0.009,0.006,902.0,1521.0,1.01
"p[53, 7]",0.004,0.029,0.0,0.006,0.001,0.001,225.0,447.0,1.01
"p[53, 8]",0.408,0.289,0.0,0.882,0.015,0.01,389.0,835.0,1.01
"p[53, 9]",0.045,0.103,0.0,0.23,0.006,0.004,28.0,207.0,1.1
"p[54, 0]",0.004,0.02,0.0,0.015,0.0,0.0,453.0,746.0,1.02
"p[54, 1]",0.002,0.013,0.0,0.008,0.0,0.0,171.0,280.0,1.02
"p[54, 2]",0.069,0.103,0.0,0.265,0.002,0.002,1084.0,1249.0,1.0
"p[54, 3]",0.01,0.036,0.0,0.046,0.001,0.001,118.0,658.0,1.03
"p[54, 4]",0.056,0.086,0.0,0.213,0.003,0.002,691.0,1111.0,1.0
"p[54, 5]",0.002,0.013,0.0,0.003,0.001,0.001,43.0,72.0,1.09
"p[54, 6]",0.031,0.06,0.0,0.134,0.002,0.001,248.0,1116.0,1.02
"p[54, 7]",0.005,0.028,0.0,0.017,0.001,0.0,403.0,500.0,1.01
"p[54, 8]",0.091,0.106,0.0,0.291,0.004,0.002,649.0,919.0,1.01
"p[54, 9]",0.729,0.182,0.396,0.999,0.008,0.006,375.0,2875.0,1.02
"p[55, 0]",0.001,0.013,0.0,0.0,0.0,0.0,149.0,276.0,1.03
"p[55, 1]",0.98,0.054,0.897,1.0,0.002,0.001,211.0,446.0,1.02
"p[55, 2]",0.001,0.013,0.0,0.0,0.0,0.0,106.0,139.0,1.03
"p[55, 3]",0.002,0.015,0.0,0.001,0.0,0.0,181.0,382.0,1.02
"p[55, 4]",0.003,0.016,0.0,0.005,0.0,0.0,218.0,388.0,1.02
"p[55, 5]",0.0,0.007,0.0,0.0,0.0,0.0,21.0,61.0,1.14
"p[55, 6]",0.004,0.021,0.0,0.015,0.001,0.0,150.0,581.0,1.02
"p[55, 7]",0.001,0.015,0.0,0.0,0.0,0.0,131.0,164.0,1.02
"p[55, 8]",0.0,0.001,0.0,0.0,0.0,0.0,36.0,45.0,1.09
"p[55, 9]",0.006,0.029,0.0,0.024,0.001,0.0,232.0,713.0,1.02
"p[56, 0]",0.004,0.02,0.0,0.015,0.0,0.0,453.0,746.0,1.02
"p[56, 1]",0.002,0.013,0.0,0.008,0.0,0.0,171.0,280.0,1.02
"p[56, 2]",0.069,0.103,0.0,0.265,0.002,0.002,1084.0,1249.0,1.0
"p[56, 3]",0.01,0.036,0.0,0.046,0.001,0.001,118.0,658.0,1.03
"p[56, 4]",0.056,0.086,0.0,0.213,0.003,0.002,691.0,1111.0,1.0
"p[56, 5]",0.002,0.013,0.0,0.003,0.001,0.001,43.0,72.0,1.09
"p[56, 6]",0.031,0.06,0.0,0.134,0.002,0.001,248.0,1116.0,1.02
"p[56, 7]",0.005,0.028,0.0,0.017,0.001,0.0,403.0,500.0,1.01
"p[56, 8]",0.091,0.106,0.0,0.291,0.004,0.002,649.0,919.0,1.01
"p[56, 9]",0.729,0.182,0.396,0.999,0.008,0.006,375.0,2875.0,1.02
"p[57, 0]",0.004,0.023,0.0,0.013,0.001,0.0,223.0,554.0,1.02
"p[57, 1]",0.0,0.003,0.0,0.0,0.0,0.0,36.0,88.0,1.09
"p[57, 2]",0.022,0.051,0.0,0.108,0.001,0.001,517.0,937.0,1.01
"p[57, 3]",0.003,0.021,0.0,0.006,0.0,0.0,206.0,328.0,1.02
"p[57, 4]",0.003,0.013,0.0,0.014,0.0,0.0,177.0,388.0,1.03
"p[57, 5]",0.796,0.141,0.537,0.996,0.004,0.003,991.0,2546.0,1.01
"p[57, 6]",0.002,0.009,0.0,0.007,0.0,0.0,55.0,290.0,1.07
"p[57, 7]",0.004,0.021,0.0,0.011,0.0,0.0,164.0,461.0,1.03
"p[57, 8]",0.137,0.117,0.0,0.353,0.003,0.002,1142.0,1994.0,1.01
"p[57, 9]",0.028,0.054,0.0,0.122,0.002,0.001,220.0,697.0,1.03
"p[58, 0]",0.004,0.023,0.0,0.013,0.001,0.0,223.0,554.0,1.02
"p[58, 1]",0.0,0.003,0.0,0.0,0.0,0.0,36.0,88.0,1.09
"p[58, 2]",0.022,0.051,0.0,0.108,0.001,0.001,517.0,937.0,1.01
"p[58, 3]",0.003,0.021,0.0,0.006,0.0,0.0,206.0,328.0,1.02
"p[58, 4]",0.003,0.013,0.0,0.014,0.0,0.0,177.0,388.0,1.03
"p[58, 5]",0.796,0.141,0.537,0.996,0.004,0.003,991.0,2546.0,1.01
"p[58, 6]",0.002,0.009,0.0,0.007,0.0,0.0,55.0,290.0,1.07
"p[58, 7]",0.004,0.021,0.0,0.011,0.0,0.0,164.0,461.0,1.03
"p[58, 8]",0.137,0.117,0.0,0.353,0.003,0.002,1142.0,1994.0,1.01
"p[58, 9]",0.028,0.054,0.0,0.122,0.002,0.001,220.0,697.0,1.03
"p[59, 0]",0.001,0.013,0.0,0.0,0.0,0.0,149.0,276.0,1.03
"p[59, 1]",0.98,0.054,0.897,1.0,0.002,0.001,211.0,446.0,1.02
"p[59, 2]",0.001,0.013,0.0,0.0,0.0,0.0,106.0,139.0,1.03
"p[59, 3]",0.002,0.015,0.0,0.001,0.0,0.0,181.0,382.0,1.02
"p[59, 4]",0.003,0.016,0.0,0.005,0.0,0.0,218.0,388.0,1.02
"p[59, 5]",0.0,0.007,0.0,0.0,0.0,0.0,21.0,61.0,1.14
"p[59, 6]",0.004,0.021,0.0,0.015,0.001,0.0,150.0,581.0,1.02
"p[59, 7]",0.001,0.015,0.0,0.0,0.0,0.0,131.0,164.0,1.02
"p[59, 8]",0.0,0.001,0.0,0.0,0.0,0.0,36.0,45.0,1.09
"p[59, 9]",0.006,0.029,0.0,0.024,0.001,0.0,232.0,713.0,1.02
