,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta[1, 2]",-0.521,7.317,-13.967,13.253,1.983,1.434,14.0,244.0,1.23
"beta[1, 3]",-1.023,7.718,-14.604,14.514,2.029,1.464,15.0,166.0,1.2
"beta[1, 4]",-3.451,6.916,-16.649,8.902,2.048,1.487,11.0,91.0,1.3
"beta[1, 5]",8.344,6.465,-2.829,21.484,1.336,0.957,22.0,536.0,1.14
"beta[1, 6]",8.554,7.323,-6.461,21.048,1.818,1.309,16.0,124.0,1.18
"beta[1, 7]",0.634,7.844,-14.239,13.874,2.462,1.793,11.0,47.0,1.3
"beta[1, 8]",-1.226,7.763,-14.545,13.849,1.747,1.254,20.0,40.0,1.14
"beta[1, 9]",-0.667,8.583,-17.652,14.416,2.156,1.554,16.0,25.0,1.21
"beta[1, 10]",-2.325,8.113,-17.108,13.655,2.38,1.727,12.0,30.0,1.25
"beta[1, 11]",-1.403,7.084,-14.71,10.905,1.711,1.231,16.0,124.0,1.17
"beta[1, 12]",-1.474,6.809,-12.363,13.049,1.984,1.439,12.0,35.0,1.25
"beta[2, 0]",-1.707,8.136,-15.797,14.43,1.954,1.406,17.0,184.0,1.18
"beta[2, 1]",-0.552,7.665,-15.382,13.219,1.53,1.095,25.0,182.0,1.13
"beta[2, 2]",-0.906,7.238,-13.855,12.375,1.953,1.411,14.0,245.0,1.23
"beta[2, 3]",-0.751,7.601,-13.738,14.181,2.055,1.485,14.0,80.0,1.21
"beta[2, 4]",-3.273,6.542,-16.198,8.587,2.024,1.473,10.0,70.0,1.3
"beta[2, 5]",8.056,6.56,-4.791,19.933,1.407,1.009,21.0,440.0,1.14
"beta[2, 6]",8.579,7.229,-5.227,21.527,1.814,1.307,15.0,69.0,1.2
"beta[2, 7]",0.434,7.932,-14.082,14.805,2.468,1.797,11.0,107.0,1.29
"beta[2, 8]",-1.569,7.425,-15.477,12.756,1.757,1.263,18.0,80.0,1.17
"beta[2, 9]",-0.348,8.225,-17.0,13.574,2.03,1.462,16.0,39.0,1.19
"beta[2, 10]",-2.103,8.425,-17.256,15.03,2.556,1.858,11.0,28.0,1.29
"beta[2, 11]",-1.59,7.017,-14.435,11.381,1.869,1.35,14.0,82.0,1.21
"beta[2, 12]",-1.629,6.925,-13.768,12.257,1.837,1.326,15.0,31.0,1.2
"beta[3, 0]",-1.703,8.628,-16.833,15.607,2.099,1.511,17.0,618.0,1.17
"beta[3, 1]",-0.645,7.368,-14.111,12.982,1.626,1.166,21.0,151.0,1.15
"beta[3, 2]",-0.31,7.326,-12.908,13.894,1.942,1.403,14.0,294.0,1.22
"beta[3, 3]",-0.661,7.583,-14.788,13.385,2.097,1.517,13.0,65.0,1.23
"beta[3, 4]",-3.385,6.407,-15.57,7.936,2.029,1.479,10.0,111.0,1.32
"beta[3, 5]",8.232,7.245,-4.52,22.062,1.627,1.167,18.0,246.0,1.16
"beta[3, 6]",9.124,7.217,-5.106,22.254,1.685,1.214,18.0,258.0,1.18
"beta[3, 7]",0.288,8.206,-14.274,15.434,2.482,1.804,11.0,136.0,1.27
"beta[3, 8]",-1.357,7.083,-14.574,12.2,1.574,1.129,21.0,61.0,1.15
"beta[3, 9]",-0.007,8.4,-17.163,14.306,2.09,1.505,16.0,40.0,1.2
"beta[3, 10]",-2.554,7.945,-15.965,13.672,2.487,1.812,10.0,25.0,1.3
"beta[3, 11]",-1.248,7.014,-14.047,11.774,1.767,1.274,16.0,103.0,1.19
"beta[3, 12]",-1.382,7.072,-13.525,12.436,2.022,1.465,13.0,39.0,1.24
"beta[4, 0]",-4.327,4.766,-13.095,3.571,2.084,1.565,5.0,27.0,2.02
"beta[4, 1]",-1.234,6.736,-14.839,10.771,1.777,1.283,15.0,115.0,1.21
"beta[4, 2]",-0.784,6.701,-13.046,11.216,2.109,1.537,10.0,140.0,1.32
"beta[4, 3]",-0.923,6.703,-11.702,12.604,1.984,1.441,12.0,98.0,1.26
"beta[4, 4]",0.318,4.777,-7.684,9.35,2.109,1.585,5.0,23.0,2.08
"beta[4, 5]",6.566,4.138,-1.857,13.942,1.637,1.215,7.0,17.0,1.63
"beta[4, 6]",9.71,4.398,1.393,18.109,1.779,1.345,6.0,14.0,1.76
"beta[4, 7]",0.106,7.568,-14.343,12.05,2.497,1.825,9.0,64.0,1.35
"beta[4, 8]",-1.397,6.75,-14.623,10.508,1.759,1.27,15.0,51.0,1.21
"beta[4, 9]",-0.374,7.199,-13.961,12.05,1.728,1.243,17.0,37.0,1.18
"beta[4, 10]",-2.211,7.261,-15.535,11.053,2.356,1.72,10.0,17.0,1.33
"beta[4, 11]",-1.797,6.428,-14.071,10.118,1.946,1.414,11.0,40.0,1.28
"beta[4, 12]",-1.549,6.673,-14.118,10.854,2.013,1.463,11.0,23.0,1.27
"beta[5, 0]",-1.647,5.555,-11.998,7.499,2.56,1.936,5.0,18.0,2.27
"beta[5, 1]",-0.45,6.848,-12.899,11.851,1.883,1.362,13.0,64.0,1.23
"beta[5, 2]",-0.738,6.975,-13.993,11.399,2.007,1.455,12.0,201.0,1.28
"beta[5, 3]",-0.604,6.593,-12.407,12.036,2.041,1.485,11.0,33.0,1.29
"beta[5, 4]",-3.659,5.522,-13.345,6.656,2.436,1.831,5.0,24.0,2.1
"beta[5, 5]",13.087,4.602,4.933,21.603,1.908,1.423,6.0,12.0,1.8
"beta[5, 6]",2.532,8.202,-13.025,17.142,2.787,2.041,9.0,19.0,1.44
"beta[5, 7]",0.234,7.511,-13.481,12.739,2.447,1.787,10.0,72.0,1.33
"beta[5, 8]",-0.725,6.945,-12.584,12.38,1.925,1.393,13.0,49.0,1.24
"beta[5, 9]",0.084,7.97,-15.961,13.738,2.228,1.613,13.0,38.0,1.24
"beta[5, 10]",-1.753,7.812,-16.889,12.187,2.478,1.806,10.0,21.0,1.32
"beta[5, 11]",-1.215,6.476,-13.851,10.059,1.789,1.294,13.0,59.0,1.23
"beta[5, 12]",-0.879,6.583,-12.308,11.591,2.05,1.493,11.0,31.0,1.29
"beta[6, 0]",-6.758,5.974,-17.049,3.738,2.395,1.78,6.0,47.0,1.72
"beta[6, 1]",-1.173,7.181,-14.913,11.237,1.712,1.232,18.0,163.0,1.17
"beta[6, 2]",-0.999,6.881,-12.978,12.273,2.058,1.495,11.0,169.0,1.28
"beta[6, 3]",-0.626,6.438,-11.567,12.341,1.923,1.397,11.0,41.0,1.26
"beta[6, 4]",-5.299,6.623,-17.433,5.993,2.448,1.805,7.0,21.0,1.54
"beta[6, 5]",9.635,4.083,2.691,17.364,1.574,1.165,7.0,37.0,1.59
"beta[6, 6]",13.77,4.72,4.878,22.198,1.82,1.347,7.0,14.0,1.67
"beta[6, 7]",0.272,7.606,-13.732,13.443,2.488,1.817,10.0,84.0,1.34
"beta[6, 8]",-1.192,6.755,-13.127,11.128,1.724,1.243,15.0,58.0,1.2
"beta[6, 9]",-0.591,7.462,-14.995,12.794,1.85,1.332,16.0,28.0,1.19
"beta[6, 10]",-2.539,7.464,-16.67,11.51,2.23,1.62,12.0,16.0,1.27
"beta[6, 11]",-1.419,6.582,-13.653,10.201,1.744,1.259,14.0,229.0,1.21
"beta[6, 12]",-1.417,6.495,-12.271,12.062,1.953,1.419,12.0,19.0,1.26
"beta[7, 0]",-1.912,8.536,-17.607,14.539,2.148,1.548,16.0,83.0,1.18
"beta[7, 1]",-0.858,7.622,-15.414,12.132,1.704,1.223,20.0,154.0,1.16
"beta[7, 2]",-0.343,7.4,-13.476,13.757,2.078,1.505,13.0,214.0,1.24
"beta[7, 3]",-0.422,7.524,-13.129,14.47,2.069,1.497,14.0,49.0,1.21
"beta[7, 4]",-3.141,6.815,-16.868,8.021,1.922,1.392,11.0,98.0,1.28
"beta[7, 5]",8.471,6.666,-4.377,21.046,1.582,1.138,17.0,322.0,1.17
"beta[7, 6]",9.002,7.312,-4.456,22.543,1.695,1.218,17.0,164.0,1.17
"beta[7, 7]",0.281,8.238,-15.944,14.327,2.471,1.795,11.0,86.0,1.27
"beta[7, 8]",-1.193,7.467,-14.565,12.406,1.666,1.196,20.0,41.0,1.15
"beta[7, 9]",-0.251,8.203,-15.732,15.179,1.944,1.398,17.0,49.0,1.17
"beta[7, 10]",-2.503,8.326,-17.704,14.299,2.448,1.777,12.0,27.0,1.26
"beta[7, 11]",-1.249,6.992,-15.139,10.733,1.836,1.326,15.0,45.0,1.2
"beta[7, 12]",-1.214,6.817,-12.867,12.013,1.925,1.395,13.0,204.0,1.24
"beta[8, 0]",-1.55,8.385,-16.802,14.302,1.887,1.355,20.0,155.0,1.16
"beta[8, 1]",-1.144,7.621,-14.378,13.107,1.619,1.16,22.0,265.0,1.14
"beta[8, 2]",-0.877,7.661,-15.651,13.17,1.956,1.41,15.0,157.0,1.22
"beta[8, 3]",-0.813,7.404,-12.775,15.107,2.021,1.461,14.0,60.0,1.21
"beta[8, 4]",-2.861,6.61,-16.038,8.407,1.882,1.364,12.0,270.0,1.25
"beta[8, 5]",8.675,6.551,-3.036,21.386,1.611,1.16,16.0,299.0,1.18
"beta[8, 6]",9.166,6.995,-3.247,22.392,1.733,1.248,16.0,163.0,1.19
"beta[8, 7]",0.267,8.206,-15.82,13.705,2.525,1.837,11.0,148.0,1.29
"beta[8, 8]",-1.343,6.937,-12.721,13.105,1.616,1.161,19.0,89.0,1.16
"beta[8, 9]",-0.303,8.325,-16.515,13.93,2.016,1.451,17.0,29.0,1.18
"beta[8, 10]",-2.298,8.388,-15.741,15.198,2.457,1.783,12.0,27.0,1.26
"beta[8, 11]",-1.55,7.067,-13.699,12.098,1.885,1.362,14.0,118.0,1.21
"beta[8, 12]",-1.489,6.72,-13.314,12.214,1.828,1.321,14.0,28.0,1.21
"beta[9, 0]",-3.1,7.803,-19.02,10.399,2.099,1.517,14.0,101.0,1.22
"beta[9, 1]",-0.71,7.074,-13.645,12.55,1.503,1.077,22.0,96.0,1.16
"beta[9, 2]",-0.511,6.988,-13.826,11.527,1.864,1.347,14.0,154.0,1.22
"beta[9, 3]",-0.883,6.982,-13.496,12.203,1.81,1.306,15.0,44.0,1.2
"beta[9, 4]",-3.355,6.391,-14.573,8.143,1.992,1.45,10.0,87.0,1.31
"beta[9, 5]",11.345,5.05,3.249,20.988,1.516,1.101,12.0,314.0,1.3
"beta[9, 6]",7.087,6.538,-4.59,20.239,1.885,1.483,11.0,40.0,1.29
"beta[9, 7]",0.24,7.429,-14.156,12.411,2.195,1.593,12.0,136.0,1.27
"beta[9, 8]",-1.664,7.175,-15.318,11.541,1.606,1.153,20.0,42.0,1.16
"beta[9, 9]",-0.127,7.663,-14.627,14.085,1.885,1.357,17.0,31.0,1.17
"beta[9, 10]",-2.281,7.762,-16.638,12.597,2.388,1.737,11.0,25.0,1.29
"beta[9, 11]",-1.55,6.435,-13.379,10.41,1.63,1.175,16.0,187.0,1.19
"beta[9, 12]",-1.593,6.64,-12.57,12.261,1.913,1.387,13.0,21.0,1.23
"beta[10, 0]",-6.747,7.262,-20.556,6.281,1.488,1.065,24.0,83.0,1.13
"beta[10, 1]",-0.85,7.071,-14.671,11.345,1.594,1.144,19.0,59.0,1.17
"beta[10, 2]",-1.024,7.193,-15.483,11.381,2.091,1.517,12.0,99.0,1.26
"beta[10, 3]",-0.867,7.054,-13.266,12.583,2.097,1.523,12.0,35.0,1.27
"beta[10, 4]",-3.619,5.807,-13.627,6.778,1.68,1.218,12.0,200.0,1.25
"beta[10, 5]",8.995,4.703,1.323,17.978,1.696,1.248,8.0,37.0,1.44
"beta[10, 6]",10.51,4.804,3.478,20.941,1.653,1.212,9.0,59.0,1.38
"beta[10, 7]",0.288,7.099,-13.103,12.315,2.294,1.674,10.0,69.0,1.33
"beta[10, 8]",-1.185,6.961,-14.167,10.998,1.913,1.384,14.0,35.0,1.22
"beta[10, 9]",-0.181,7.863,-15.807,13.989,2.04,1.472,15.0,19.0,1.21
"beta[10, 10]",-1.948,7.498,-16.238,12.027,2.273,1.652,11.0,26.0,1.29
"beta[10, 11]",-1.41,6.588,-14.185,9.677,1.802,1.303,14.0,143.0,1.23
"beta[10, 12]",-1.409,6.488,-11.862,12.825,1.818,1.316,14.0,19.0,1.21
"beta[11, 0]",9.919,5.308,0.931,20.601,2.069,1.629,7.0,22.0,1.57
"beta[11, 1]",-0.843,7.026,-15.026,11.093,1.536,1.102,21.0,79.0,1.15
"beta[11, 2]",-0.754,6.867,-13.186,11.751,1.927,1.395,13.0,163.0,1.25
"beta[11, 3]",-0.665,6.819,-12.489,13.048,1.937,1.403,13.0,51.0,1.23
"beta[11, 4]",-4.443,6.274,-16.766,6.261,1.79,1.297,12.0,50.0,1.27
"beta[11, 5]",2.781,6.555,-8.359,15.248,2.175,1.59,9.0,38.0,1.42
"beta[11, 6]",7.728,5.16,-1.126,17.982,2.062,1.653,7.0,24.0,1.61
"beta[11, 7]",0.088,7.534,-14.905,12.124,2.166,1.57,12.0,71.0,1.26
"beta[11, 8]",-0.861,6.892,-14.402,11.798,1.901,1.375,13.0,27.0,1.23
"beta[11, 9]",0.025,7.952,-16.985,12.989,2.136,1.544,13.0,23.0,1.25
"beta[11, 10]",-1.912,7.421,-13.85,14.004,2.266,1.648,11.0,21.0,1.28
"beta[11, 11]",-1.266,6.532,-13.246,10.134,1.811,1.31,14.0,78.0,1.21
"beta[11, 12]",-1.21,6.598,-14.004,10.957,1.882,1.363,13.0,32.0,1.25
"beta[12, 0]",-1.988,8.392,-17.587,14.522,1.765,1.264,22.0,65.0,1.13
"beta[12, 1]",-0.908,7.572,-15.717,11.92,1.775,1.276,18.0,180.0,1.16
"beta[12, 2]",-0.999,7.658,-15.768,12.72,1.789,1.286,18.0,172.0,1.21
"beta[12, 3]",-0.608,7.905,-14.1,15.291,2.229,1.614,13.0,164.0,1.23
"beta[12, 4]",-3.698,6.746,-15.904,8.541,2.163,1.578,9.0,74.0,1.37
"beta[12, 5]",8.382,6.703,-4.873,20.657,1.585,1.139,17.0,201.0,1.17
"beta[12, 6]",8.753,6.877,-4.195,21.128,1.821,1.377,14.0,87.0,1.21
"beta[12, 7]",0.217,8.113,-14.935,14.043,2.478,1.802,11.0,114.0,1.3
"beta[12, 8]",-1.309,7.576,-14.92,13.53,1.803,1.297,18.0,69.0,1.16
"beta[12, 9]",-0.094,7.926,-14.967,13.306,1.769,1.27,20.0,75.0,1.15
"beta[12, 10]",-1.998,8.247,-17.619,13.515,2.517,1.831,11.0,31.0,1.29
"beta[12, 11]",-1.117,6.961,-13.522,12.07,1.886,1.363,14.0,273.0,1.21
"beta[12, 12]",-1.566,6.927,-12.802,12.735,2.018,1.464,12.0,43.0,1.24
alpha[0],27.416,3.461,20.775,33.754,1.354,1.006,7.0,11.0,1.65
alpha[1],5.131,4.439,0.003,13.158,0.282,0.2,212.0,431.0,1.03
alpha[2],4.897,4.256,0.0,13.208,0.192,0.136,481.0,686.0,1.01
alpha[3],4.798,4.162,0.012,12.454,0.232,0.164,274.0,405.0,1.02
alpha[4],21.197,5.104,12.059,30.111,1.86,1.385,8.0,21.0,1.44
alpha[5],19.961,4.404,11.865,26.935,2.026,1.532,5.0,11.0,2.17
alpha[6],10.953,4.822,0.769,18.16,1.4,1.015,13.0,36.0,1.28
alpha[7],4.741,4.164,0.005,12.625,0.211,0.149,374.0,668.0,1.02
alpha[8],4.975,4.281,0.003,12.817,0.197,0.139,426.0,583.0,1.0
alpha[9],4.923,4.25,0.007,12.863,0.213,0.151,401.0,649.0,1.0
alpha[10],4.664,4.065,0.003,12.072,0.178,0.126,426.0,444.0,1.01
alpha[11],5.117,4.391,0.006,13.178,0.252,0.178,336.0,375.0,1.03
alpha[12],4.984,4.159,0.001,12.518,0.197,0.139,420.0,675.0,1.02
beta_sd[0],6.572,1.934,2.96,10.165,0.369,0.263,28.0,85.0,1.11
beta_sd[1],4.522,1.911,1.205,8.049,0.199,0.141,80.0,112.0,1.05
beta_sd[2],4.476,1.976,0.828,7.82,0.202,0.143,86.0,111.0,1.03
beta_sd[3],4.242,2.069,0.693,7.801,0.235,0.166,70.0,87.0,1.07
beta_sd[4],4.271,2.108,0.425,7.916,0.403,0.288,26.0,25.0,1.14
beta_sd[5],4.965,1.852,1.85,8.612,0.32,0.228,31.0,78.0,1.09
beta_sd[6],5.122,2.224,0.826,8.565,0.487,0.349,21.0,96.0,1.13
beta_sd[7],4.289,1.978,0.601,7.54,0.178,0.126,106.0,136.0,1.03
beta_sd[8],4.548,2.034,1.061,8.288,0.208,0.148,92.0,261.0,1.05
beta_sd[9],4.46,1.785,1.527,7.778,0.151,0.107,133.0,462.0,1.03
beta_sd[10],4.472,1.976,1.056,8.122,0.214,0.152,82.0,162.0,1.05
beta_sd[11],3.842,2.121,0.55,7.433,0.247,0.175,67.0,98.0,1.04
beta_sd[12],3.885,1.991,0.44,7.428,0.232,0.165,62.0,28.0,1.06
"p[0, 0]",0.097,0.084,0.0,0.254,0.002,0.001,1857.0,2633.0,1.01
"p[0, 1]",0.001,0.01,0.0,0.0,0.0,0.0,83.0,360.0,1.06
"p[0, 2]",0.0,0.005,0.0,0.0,0.0,0.0,35.0,217.0,1.09
"p[0, 3]",0.001,0.008,0.0,0.0,0.0,0.0,37.0,749.0,1.08
"p[0, 4]",0.003,0.013,0.0,0.01,0.0,0.0,143.0,364.0,1.03
"p[0, 5]",0.893,0.089,0.73,1.0,0.002,0.001,1988.0,2524.0,1.0
"p[0, 6]",0.0,0.0,0.0,0.0,0.0,0.0,29.0,170.0,1.11
"p[0, 7]",0.001,0.008,0.0,0.0,0.0,0.0,60.0,564.0,1.05
"p[0, 8]",0.001,0.006,0.0,0.0,0.0,0.0,45.0,476.0,1.07
"p[0, 9]",0.001,0.011,0.0,0.0,0.0,0.0,66.0,289.0,1.06
"p[0, 10]",0.001,0.008,0.0,0.0,0.0,0.0,31.0,134.0,1.09
"p[0, 11]",0.001,0.011,0.0,0.0,0.0,0.0,29.0,283.0,1.11
"p[0, 12]",0.001,0.011,0.0,0.0,0.0,0.0,22.0,648.0,1.13
"p[1, 0]",0.001,0.006,0.0,0.004,0.0,0.0,279.0,701.0,1.02
"p[1, 1]",0.001,0.012,0.0,0.0,0.0,0.0,187.0,582.0,1.03
"p[1, 2]",0.002,0.012,0.0,0.001,0.0,0.0,194.0,525.0,1.03
"p[1, 3]",0.001,0.011,0.0,0.0,0.0,0.0,65.0,386.0,1.05
"p[1, 4]",0.982,0.045,0.915,1.0,0.001,0.001,448.0,694.0,1.01
"p[1, 5]",0.001,0.008,0.0,0.005,0.0,0.0,265.0,564.0,1.01
"p[1, 6]",0.004,0.02,0.0,0.014,0.0,0.0,257.0,745.0,1.02
"p[1, 7]",0.001,0.012,0.0,0.001,0.0,0.0,212.0,455.0,1.02
"p[1, 8]",0.001,0.013,0.0,0.0,0.0,0.0,261.0,548.0,1.02
"p[1, 9]",0.001,0.013,0.0,0.001,0.0,0.0,264.0,719.0,1.02
"p[1, 10]",0.002,0.016,0.0,0.0,0.0,0.0,193.0,494.0,1.02
"p[1, 11]",0.001,0.012,0.0,0.0,0.0,0.0,126.0,300.0,1.03
"p[1, 12]",0.001,0.013,0.0,0.0,0.0,0.0,149.0,599.0,1.03
"p[2, 0]",0.0,0.005,0.0,0.0,0.0,0.0,55.0,85.0,1.06
"p[2, 1]",0.0,0.002,0.0,0.0,0.0,0.0,113.0,456.0,1.02
"p[2, 2]",0.0,0.002,0.0,0.0,0.0,0.0,65.0,187.0,1.08
"p[2, 3]",0.0,0.003,0.0,0.0,0.0,0.0,20.0,119.0,1.16
"p[2, 4]",0.0,0.0,0.0,0.0,0.0,0.0,39.0,131.0,1.07
"p[2, 5]",0.999,0.011,0.999,1.0,0.0,0.0,157.0,189.0,1.02
"p[2, 6]",0.0,0.0,0.0,0.0,0.0,0.0,32.0,239.0,1.09
"p[2, 7]",0.0,0.004,0.0,0.0,0.0,0.0,32.0,429.0,1.09
"p[2, 8]",0.0,0.004,0.0,0.0,0.0,0.0,39.0,92.0,1.09
"p[2, 9]",0.0,0.001,0.0,0.0,0.0,0.0,69.0,155.0,1.05
"p[2, 10]",0.0,0.005,0.0,0.0,0.0,0.0,42.0,357.0,1.09
"p[2, 11]",0.0,0.003,0.0,0.0,0.0,0.0,22.0,192.0,1.12
"p[2, 12]",0.0,0.003,0.0,0.0,0.0,0.0,25.0,130.0,1.12
"p[3, 0]",0.001,0.005,0.0,0.004,0.0,0.0,274.0,708.0,1.02
"p[3, 1]",0.001,0.013,0.0,0.0,0.0,0.0,184.0,569.0,1.03
"p[3, 2]",0.002,0.015,0.0,0.001,0.0,0.0,191.0,525.0,1.03
"p[3, 3]",0.001,0.012,0.0,0.0,0.0,0.0,66.0,384.0,1.05
"p[3, 4]",0.979,0.051,0.902,1.0,0.001,0.001,434.0,697.0,1.01
"p[3, 5]",0.001,0.008,0.0,0.004,0.0,0.0,262.0,557.0,1.01
"p[3, 6]",0.005,0.024,0.0,0.018,0.001,0.0,288.0,750.0,1.02
"p[3, 7]",0.002,0.014,0.0,0.001,0.0,0.0,212.0,458.0,1.02
"p[3, 8]",0.001,0.014,0.0,0.0,0.0,0.0,264.0,565.0,1.02
"p[3, 9]",0.001,0.015,0.0,0.001,0.0,0.0,264.0,719.0,1.02
"p[3, 10]",0.002,0.018,0.0,0.0,0.0,0.0,194.0,495.0,1.02
"p[3, 11]",0.001,0.013,0.0,0.0,0.0,0.0,126.0,303.0,1.03
"p[3, 12]",0.001,0.014,0.0,0.0,0.0,0.0,150.0,618.0,1.03
"p[4, 0]",0.0,0.004,0.0,0.0,0.0,0.0,54.0,109.0,1.06
"p[4, 1]",0.002,0.032,0.0,0.0,0.001,0.0,66.0,246.0,1.05
"p[4, 2]",0.002,0.029,0.0,0.0,0.001,0.0,30.0,297.0,1.12
"p[4, 3]",0.003,0.03,0.0,0.0,0.001,0.001,19.0,132.0,1.15
"p[4, 4]",0.006,0.055,0.0,0.001,0.002,0.001,60.0,245.0,1.05
"p[4, 5]",0.116,0.216,0.0,0.626,0.006,0.004,382.0,542.0,1.01
"p[4, 6]",0.86,0.234,0.308,1.0,0.006,0.005,496.0,448.0,1.01
"p[4, 7]",0.003,0.037,0.0,0.0,0.001,0.001,38.0,209.0,1.08
"p[4, 8]",0.002,0.022,0.0,0.0,0.0,0.0,52.0,198.0,1.07
"p[4, 9]",0.002,0.028,0.0,0.0,0.0,0.0,68.0,191.0,1.03
"p[4, 10]",0.001,0.011,0.0,0.0,0.0,0.0,59.0,301.0,1.07
"p[4, 11]",0.002,0.027,0.0,0.0,0.0,0.0,31.0,239.0,1.09
"p[4, 12]",0.002,0.026,0.0,0.0,0.0,0.0,23.0,73.0,1.12
"p[5, 0]",0.0,0.001,0.0,0.0,0.0,0.0,38.0,33.0,1.09
"p[5, 1]",0.0,0.006,0.0,0.0,0.0,0.0,63.0,464.0,1.05
"p[5, 2]",0.001,0.007,0.0,0.0,0.0,0.0,50.0,519.0,1.07
"p[5, 3]",0.001,0.013,0.0,0.0,0.0,0.0,32.0,340.0,1.1
"p[5, 4]",0.001,0.014,0.0,0.0,0.0,0.0,43.0,97.0,1.07
"p[5, 5]",0.031,0.08,0.0,0.154,0.003,0.002,101.0,210.0,1.04
"p[5, 6]",0.96,0.09,0.802,1.0,0.004,0.003,68.0,220.0,1.05
"p[5, 7]",0.001,0.014,0.0,0.0,0.0,0.0,215.0,756.0,1.02
"p[5, 8]",0.001,0.017,0.0,0.0,0.0,0.0,50.0,464.0,1.07
"p[5, 9]",0.001,0.011,0.0,0.0,0.0,0.0,62.0,506.0,1.06
"p[5, 10]",0.001,0.012,0.0,0.0,0.0,0.0,56.0,383.0,1.08
"p[5, 11]",0.001,0.01,0.0,0.0,0.0,0.0,141.0,469.0,1.04
"p[5, 12]",0.001,0.01,0.0,0.0,0.0,0.0,22.0,265.0,1.13
"p[6, 0]",0.052,0.143,0.0,0.321,0.004,0.003,298.0,156.0,1.02
"p[6, 1]",0.002,0.025,0.0,0.0,0.0,0.0,42.0,327.0,1.09
"p[6, 2]",0.001,0.011,0.0,0.0,0.0,0.0,14.0,217.0,1.24
"p[6, 3]",0.001,0.016,0.0,0.0,0.0,0.0,27.0,152.0,1.12
"p[6, 4]",0.0,0.0,0.0,0.0,0.0,0.0,13.0,71.0,1.22
"p[6, 5]",0.01,0.061,0.0,0.009,0.002,0.001,59.0,125.0,1.08
"p[6, 6]",0.927,0.169,0.566,1.0,0.004,0.003,628.0,939.0,1.01
"p[6, 7]",0.001,0.02,0.0,0.0,0.0,0.0,17.0,137.0,1.17
"p[6, 8]",0.001,0.023,0.0,0.0,0.0,0.0,75.0,308.0,1.05
"p[6, 9]",0.003,0.039,0.0,0.0,0.001,0.001,69.0,225.0,1.02
"p[6, 10]",0.001,0.025,0.0,0.0,0.001,0.0,61.0,154.0,1.03
"p[6, 11]",0.001,0.01,0.0,0.0,0.0,0.0,23.0,237.0,1.13
"p[6, 12]",0.001,0.02,0.0,0.0,0.0,0.0,59.0,252.0,1.07
