,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[50, 3]",0.12,0.125,0.0,0.372,0.008,0.006,175.0,441.0,1.03
"p[50, 4]",0.001,0.012,0.0,0.001,0.0,0.0,29.0,160.0,1.1
"p[50, 5]",0.001,0.014,0.0,0.001,0.0,0.0,32.0,223.0,1.09
"p[50, 6]",0.001,0.011,0.0,0.001,0.0,0.0,27.0,261.0,1.1
"p[50, 7]",0.001,0.011,0.0,0.001,0.0,0.0,23.0,111.0,1.12
"p[50, 8]",0.1,0.095,0.0,0.276,0.011,0.008,49.0,506.0,1.07
"p[50, 9]",0.772,0.147,0.502,0.989,0.008,0.006,325.0,1130.0,1.01
"p[50, 10]",0.001,0.012,0.0,0.001,0.0,0.0,32.0,126.0,1.1
"p[51, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[51, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[51, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[51, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[51, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[51, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[51, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[51, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[51, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[51, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[51, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[52, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[52, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[52, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[52, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[52, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[52, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[52, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[52, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[52, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[52, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[52, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[53, 0]",0.002,0.011,0.0,0.006,0.0,0.0,22.0,294.0,1.12
"p[53, 1]",0.001,0.008,0.0,0.001,0.0,0.0,50.0,345.0,1.06
"p[53, 2]",0.001,0.004,0.0,0.001,0.0,0.0,40.0,141.0,1.09
"p[53, 3]",0.575,0.192,0.214,0.908,0.01,0.007,394.0,728.0,1.01
"p[53, 4]",0.001,0.007,0.0,0.002,0.0,0.0,31.0,152.0,1.09
"p[53, 5]",0.001,0.01,0.0,0.001,0.0,0.0,25.0,172.0,1.11
"p[53, 6]",0.001,0.012,0.0,0.001,0.0,0.0,22.0,77.0,1.12
"p[53, 7]",0.001,0.01,0.0,0.001,0.0,0.0,19.0,62.0,1.15
"p[53, 8]",0.085,0.092,0.0,0.257,0.005,0.004,108.0,270.0,1.04
"p[53, 9]",0.331,0.174,0.035,0.648,0.007,0.005,574.0,1486.0,1.0
"p[53, 10]",0.001,0.011,0.0,0.001,0.0,0.0,39.0,357.0,1.1
"p[54, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[54, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[54, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[54, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[54, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[54, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[54, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[54, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[54, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[54, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[54, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[55, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[55, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[55, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[55, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[55, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[55, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[55, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[55, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[55, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[55, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[55, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[56, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[56, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[56, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[56, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[56, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[56, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[56, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[56, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[56, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[56, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[56, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[57, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[57, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[57, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[57, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[57, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[57, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[57, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[57, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[57, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[57, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[57, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[58, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[58, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[58, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[58, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[58, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[58, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[58, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[58, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[58, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[58, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[58, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[59, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[59, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[59, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[59, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[59, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[59, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[59, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[59, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[59, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[59, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[59, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[60, 0]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,103.0,1.26
"p[60, 1]",0.0,0.004,0.0,0.0,0.0,0.0,38.0,492.0,1.1
"p[60, 2]",0.0,0.003,0.0,0.0,0.0,0.0,52.0,252.0,1.06
"p[60, 3]",0.022,0.032,0.0,0.077,0.002,0.001,234.0,592.0,1.03
"p[60, 4]",0.0,0.003,0.0,0.0,0.0,0.0,13.0,72.0,1.22
"p[60, 5]",0.0,0.003,0.0,0.0,0.0,0.0,40.0,205.0,1.08
"p[60, 6]",0.0,0.007,0.0,0.0,0.0,0.0,18.0,86.0,1.17
"p[60, 7]",0.0,0.005,0.0,0.0,0.0,0.0,8.0,104.0,1.44
"p[60, 8]",0.04,0.045,0.0,0.124,0.005,0.004,57.0,803.0,1.05
"p[60, 9]",0.936,0.057,0.832,0.999,0.004,0.003,150.0,1427.0,1.03
"p[60, 10]",0.0,0.004,0.0,0.0,0.0,0.0,39.0,527.0,1.09
"p[61, 0]",0.008,0.049,0.0,0.019,0.001,0.001,79.0,232.0,1.04
"p[61, 1]",0.007,0.042,0.0,0.01,0.001,0.001,145.0,469.0,1.03
"p[61, 2]",0.006,0.044,0.0,0.004,0.001,0.001,317.0,489.0,1.04
"p[61, 3]",0.059,0.114,0.0,0.274,0.01,0.007,51.0,129.0,1.06
"p[61, 4]",0.006,0.04,0.0,0.009,0.001,0.001,38.0,74.0,1.08
"p[61, 5]",0.006,0.041,0.0,0.008,0.001,0.001,74.0,659.0,1.05
"p[61, 6]",0.005,0.034,0.0,0.006,0.001,0.001,58.0,451.0,1.06
"p[61, 7]",0.004,0.032,0.0,0.003,0.001,0.0,40.0,447.0,1.08
"p[61, 8]",0.881,0.16,0.555,1.0,0.011,0.009,102.0,418.0,1.04
"p[61, 9]",0.012,0.034,0.0,0.056,0.004,0.003,27.0,91.0,1.12
"p[61, 10]",0.005,0.038,0.0,0.004,0.001,0.001,120.0,212.0,1.05
"p[62, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[62, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[62, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[62, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[62, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[62, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[62, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[62, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[62, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[62, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[62, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[63, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[63, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[63, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[63, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[63, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[63, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[63, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[63, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[63, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[63, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[63, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[64, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[64, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[64, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[64, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[64, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[64, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[64, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[64, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[64, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[64, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[64, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[65, 0]",0.0,0.009,0.0,0.0,0.0,0.0,10.0,32.0,1.34
"p[65, 1]",0.003,0.034,0.0,0.0,0.001,0.0,21.0,91.0,1.14
"p[65, 2]",0.005,0.055,0.0,0.0,0.001,0.001,58.0,324.0,1.06
"p[65, 3]",0.273,0.294,0.0,0.874,0.015,0.01,367.0,947.0,1.01
"p[65, 4]",0.007,0.061,0.0,0.001,0.002,0.001,11.0,79.0,1.26
"p[65, 5]",0.003,0.029,0.0,0.0,0.001,0.0,29.0,96.0,1.1
"p[65, 6]",0.006,0.055,0.0,0.0,0.001,0.001,12.0,20.0,1.24
"p[65, 7]",0.004,0.038,0.0,0.0,0.001,0.001,8.0,58.0,1.5
"p[65, 8]",0.064,0.14,0.0,0.326,0.005,0.003,485.0,772.0,1.01
"p[65, 9]",0.629,0.309,0.075,1.0,0.013,0.009,582.0,1102.0,1.01
"p[65, 10]",0.006,0.051,0.0,0.0,0.001,0.001,45.0,263.0,1.08
"p[66, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[66, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[66, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[66, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[66, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[66, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[66, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[66, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[66, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[66, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[66, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[67, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[67, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[67, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[67, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[67, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[67, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[67, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[67, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[67, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[67, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[67, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[68, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[68, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[68, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[68, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[68, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[68, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[68, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[68, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[68, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[68, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[68, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[69, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[69, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[69, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[69, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[69, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[69, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[69, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[69, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[69, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[69, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[69, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[70, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[70, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[70, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[70, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[70, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[70, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[70, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[70, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[70, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[70, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[70, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[71, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[71, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[71, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[71, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[71, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[71, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[71, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[71, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[71, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[71, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[71, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[72, 0]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,74.0,1.32
"p[72, 1]",0.001,0.021,0.0,0.0,0.0,0.0,38.0,294.0,1.09
"p[72, 2]",0.004,0.042,0.0,0.0,0.001,0.001,38.0,259.0,1.08
"p[72, 3]",0.03,0.106,0.0,0.136,0.003,0.002,438.0,839.0,1.01
"p[72, 4]",0.004,0.047,0.0,0.0,0.001,0.001,13.0,117.0,1.23
"p[72, 5]",0.004,0.041,0.0,0.0,0.001,0.001,41.0,227.0,1.09
"p[72, 6]",0.003,0.036,0.0,0.0,0.001,0.001,13.0,28.0,1.23
"p[72, 7]",0.003,0.035,0.0,0.0,0.001,0.001,8.0,52.0,1.45
"p[72, 8]",0.924,0.166,0.573,1.0,0.005,0.003,511.0,678.0,1.01
"p[72, 9]",0.021,0.082,0.0,0.084,0.002,0.002,276.0,496.0,1.02
"p[72, 10]",0.005,0.048,0.0,0.0,0.001,0.001,43.0,547.0,1.07
"p[73, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[73, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[73, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[73, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[73, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[73, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[73, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[73, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[73, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[73, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[73, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[74, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[74, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[74, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[74, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[74, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[74, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[74, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[74, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[74, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[74, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[74, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[75, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[75, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[75, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[75, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[75, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[75, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[75, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[75, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[75, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[75, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[75, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[76, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[76, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[76, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[76, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[76, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[76, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[76, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[76, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[76, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[76, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[76, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[77, 0]",0.005,0.033,0.0,0.011,0.001,0.0,60.0,373.0,1.05
"p[77, 1]",0.004,0.029,0.0,0.006,0.001,0.0,164.0,381.0,1.03
"p[77, 2]",0.003,0.02,0.0,0.004,0.0,0.0,255.0,460.0,1.03
"p[77, 3]",0.016,0.034,0.0,0.072,0.002,0.001,163.0,441.0,1.04
"p[77, 4]",0.004,0.029,0.0,0.004,0.001,0.0,57.0,306.0,1.06
"p[77, 5]",0.005,0.032,0.0,0.005,0.001,0.0,113.0,652.0,1.04
"p[77, 6]",0.003,0.023,0.0,0.004,0.001,0.0,64.0,253.0,1.06
"p[77, 7]",0.003,0.025,0.0,0.002,0.001,0.0,39.0,430.0,1.07
"p[77, 8]",0.074,0.09,0.0,0.241,0.01,0.007,50.0,721.0,1.06
"p[77, 9]",0.878,0.12,0.649,1.0,0.008,0.006,158.0,1115.0,1.03
"p[77, 10]",0.004,0.027,0.0,0.005,0.001,0.0,58.0,682.0,1.06
"p[78, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[78, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[78, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[78, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
