,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"p[22, 3]",0.083,0.101,0.0,0.272,0.004,0.003,443.0,1196.0,1.02
"p[22, 4]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,43.0,1.32
"p[22, 5]",0.0,0.0,0.0,0.0,0.0,0.0,31.0,207.0,1.1
"p[22, 6]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,1.32
"p[22, 7]",0.0,0.001,0.0,0.0,0.0,0.0,7.0,27.0,1.58
"p[22, 8]",0.796,0.144,0.526,0.994,0.006,0.004,490.0,838.0,1.01
"p[22, 9]",0.12,0.114,0.001,0.34,0.005,0.004,350.0,1113.0,1.02
"p[22, 10]",0.0,0.0,0.0,0.0,0.0,0.0,36.0,304.0,1.1
"p[23, 0]",0.002,0.009,0.0,0.01,0.0,0.0,31.0,327.0,1.09
"p[23, 1]",0.001,0.007,0.0,0.002,0.0,0.0,79.0,401.0,1.05
"p[23, 2]",0.001,0.006,0.0,0.003,0.0,0.0,50.0,247.0,1.07
"p[23, 3]",0.897,0.077,0.761,0.998,0.004,0.003,271.0,1521.0,1.02
"p[23, 4]",0.001,0.007,0.0,0.003,0.0,0.0,69.0,269.0,1.06
"p[23, 5]",0.001,0.007,0.0,0.002,0.0,0.0,32.0,314.0,1.09
"p[23, 6]",0.001,0.005,0.0,0.002,0.0,0.0,37.0,117.0,1.08
"p[23, 7]",0.001,0.005,0.0,0.001,0.0,0.0,24.0,200.0,1.12
"p[23, 8]",0.048,0.054,0.0,0.151,0.002,0.001,348.0,652.0,1.02
"p[23, 9]",0.046,0.047,0.0,0.13,0.003,0.002,222.0,1045.0,1.03
"p[23, 10]",0.001,0.01,0.0,0.002,0.0,0.0,56.0,347.0,1.07
"p[24, 0]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,1.54
"p[24, 1]",0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,1.22
"p[24, 2]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,164.0,1.12
"p[24, 3]",0.086,0.112,0.0,0.294,0.006,0.004,279.0,544.0,1.02
"p[24, 4]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,1.37
"p[24, 5]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,89.0,1.15
"p[24, 6]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,1.38
"p[24, 7]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,1.66
"p[24, 8]",0.518,0.246,0.09,0.935,0.011,0.01,479.0,1212.0,1.03
"p[24, 9]",0.397,0.236,0.012,0.812,0.026,0.019,70.0,750.0,1.06
"p[24, 10]",0.0,0.0,0.0,0.0,0.0,0.0,22.0,203.0,1.14
"p[25, 0]",0.003,0.028,0.0,0.005,0.001,0.0,41.0,171.0,1.07
"p[25, 1]",0.002,0.014,0.0,0.002,0.0,0.0,121.0,427.0,1.05
"p[25, 2]",0.001,0.008,0.0,0.001,0.0,0.0,96.0,444.0,1.04
"p[25, 3]",0.04,0.072,0.0,0.164,0.006,0.004,69.0,270.0,1.07
"p[25, 4]",0.001,0.016,0.0,0.001,0.0,0.0,33.0,255.0,1.09
"p[25, 5]",0.002,0.021,0.0,0.002,0.0,0.0,62.0,497.0,1.06
"p[25, 6]",0.002,0.017,0.0,0.002,0.0,0.0,32.0,287.0,1.09
"p[25, 7]",0.002,0.023,0.0,0.001,0.001,0.0,30.0,316.0,1.09
"p[25, 8]",0.267,0.193,0.003,0.625,0.009,0.007,382.0,680.0,1.02
"p[25, 9]",0.678,0.199,0.308,0.985,0.009,0.006,504.0,946.0,1.01
"p[25, 10]",0.002,0.014,0.0,0.002,0.0,0.0,41.0,468.0,1.07
"p[26, 0]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,118.0,1.25
"p[26, 1]",0.0,0.004,0.0,0.0,0.0,0.0,40.0,530.0,1.09
"p[26, 2]",0.0,0.003,0.0,0.0,0.0,0.0,53.0,244.0,1.06
"p[26, 3]",0.021,0.031,0.0,0.075,0.002,0.001,223.0,549.0,1.03
"p[26, 4]",0.0,0.003,0.0,0.0,0.0,0.0,13.0,67.0,1.22
"p[26, 5]",0.0,0.003,0.0,0.0,0.0,0.0,42.0,209.0,1.08
"p[26, 6]",0.0,0.007,0.0,0.0,0.0,0.0,18.0,111.0,1.16
"p[26, 7]",0.0,0.005,0.0,0.0,0.0,0.0,8.0,117.0,1.43
"p[26, 8]",0.041,0.046,0.0,0.126,0.005,0.004,53.0,750.0,1.06
"p[26, 9]",0.936,0.057,0.832,0.999,0.004,0.003,137.0,1387.0,1.03
"p[26, 10]",0.0,0.004,0.0,0.0,0.0,0.0,39.0,551.0,1.09
"p[27, 0]",0.003,0.011,0.0,0.013,0.0,0.0,32.0,338.0,1.09
"p[27, 1]",0.001,0.007,0.0,0.003,0.0,0.0,93.0,414.0,1.05
"p[27, 2]",0.001,0.005,0.0,0.004,0.0,0.0,56.0,200.0,1.06
"p[27, 3]",0.905,0.068,0.784,0.998,0.002,0.001,1307.0,2068.0,1.01
"p[27, 4]",0.002,0.008,0.0,0.006,0.0,0.0,83.0,314.0,1.05
"p[27, 5]",0.001,0.008,0.0,0.003,0.0,0.0,35.0,433.0,1.08
"p[27, 6]",0.001,0.008,0.0,0.003,0.0,0.0,41.0,131.0,1.08
"p[27, 7]",0.001,0.007,0.0,0.002,0.0,0.0,24.0,240.0,1.12
"p[27, 8]",0.026,0.034,0.0,0.089,0.001,0.001,318.0,591.0,1.02
"p[27, 9]",0.057,0.052,0.0,0.154,0.002,0.001,866.0,1316.0,1.01
"p[27, 10]",0.001,0.008,0.0,0.004,0.0,0.0,80.0,371.0,1.06
"p[28, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,1.48
"p[28, 1]",0.0,0.011,0.0,0.0,0.0,0.0,18.0,84.0,1.17
"p[28, 2]",0.002,0.032,0.0,0.0,0.001,0.0,22.0,204.0,1.13
"p[28, 3]",0.042,0.129,0.0,0.225,0.005,0.003,88.0,426.0,1.04
"p[28, 4]",0.004,0.042,0.0,0.0,0.001,0.001,10.0,34.0,1.32
"p[28, 5]",0.003,0.035,0.0,0.0,0.002,0.001,21.0,80.0,1.13
"p[28, 6]",0.003,0.039,0.0,0.0,0.001,0.001,10.0,24.0,1.35
"p[28, 7]",0.003,0.037,0.0,0.0,0.002,0.001,7.0,41.0,1.56
"p[28, 8]",0.224,0.272,0.0,0.803,0.009,0.006,590.0,777.0,1.01
"p[28, 9]",0.716,0.296,0.115,1.0,0.009,0.007,743.0,1256.0,1.01
"p[28, 10]",0.002,0.032,0.0,0.0,0.001,0.0,23.0,257.0,1.13
"p[29, 0]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,99.0,1.26
"p[29, 1]",0.0,0.001,0.0,0.0,0.0,0.0,34.0,503.0,1.11
"p[29, 2]",0.0,0.002,0.0,0.0,0.0,0.0,45.0,160.0,1.06
"p[29, 3]",0.066,0.086,0.0,0.229,0.008,0.006,56.0,235.0,1.07
"p[29, 4]",0.0,0.001,0.0,0.0,0.0,0.0,13.0,58.0,1.22
"p[29, 5]",0.0,0.001,0.0,0.0,0.0,0.0,36.0,240.0,1.09
"p[29, 6]",0.0,0.002,0.0,0.0,0.0,0.0,17.0,160.0,1.18
"p[29, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,96.0,1.41
"p[29, 8]",0.256,0.155,0.01,0.532,0.007,0.005,530.0,1127.0,1.01
"p[29, 9]",0.678,0.167,0.363,0.947,0.009,0.006,384.0,934.0,1.01
"p[29, 10]",0.0,0.002,0.0,0.0,0.0,0.0,35.0,355.0,1.1
"p[30, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[30, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[30, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[30, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[30, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[30, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[30, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[30, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[30, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[30, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[30, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[31, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[31, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[31, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[31, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[31, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[31, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[31, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[31, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[31, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[31, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[31, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[32, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,1.51
"p[32, 1]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,56.0,1.17
"p[32, 2]",0.0,0.003,0.0,0.0,0.0,0.0,20.0,186.0,1.14
"p[32, 3]",0.018,0.043,0.0,0.076,0.001,0.001,459.0,960.0,1.02
"p[32, 4]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,34.0,1.36
"p[32, 5]",0.0,0.003,0.0,0.0,0.0,0.0,20.0,67.0,1.14
"p[32, 6]",0.0,0.008,0.0,0.0,0.0,0.0,9.0,19.0,1.37
"p[32, 7]",0.0,0.003,0.0,0.0,0.0,0.0,7.0,35.0,1.6
"p[32, 8]",0.75,0.193,0.384,1.0,0.005,0.004,1188.0,2616.0,1.0
"p[32, 9]",0.231,0.187,0.0,0.583,0.005,0.004,1143.0,1935.0,1.0
"p[32, 10]",0.0,0.006,0.0,0.0,0.0,0.0,20.0,240.0,1.14
"p[33, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,1.48
"p[33, 1]",0.0,0.0,0.0,0.0,0.0,0.0,16.0,145.0,1.19
"p[33, 2]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,222.0,1.14
"p[33, 3]",0.006,0.025,0.0,0.023,0.001,0.001,149.0,113.0,1.01
"p[33, 4]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,1.26
"p[33, 5]",0.0,0.0,0.0,0.0,0.0,0.0,19.0,58.0,1.14
"p[33, 6]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,18.0,1.38
"p[33, 7]",0.0,0.001,0.0,0.0,0.0,0.0,7.0,42.0,1.52
"p[33, 8]",0.979,0.053,0.895,1.0,0.004,0.003,57.0,267.0,1.07
"p[33, 9]",0.015,0.045,0.0,0.072,0.004,0.003,26.0,214.0,1.13
"p[33, 10]",0.0,0.004,0.0,0.0,0.0,0.0,27.0,255.0,1.11
"p[34, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,1.53
"p[34, 1]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,52.0,1.18
"p[34, 2]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,183.0,1.15
"p[34, 3]",0.01,0.029,0.0,0.042,0.001,0.001,400.0,598.0,1.02
"p[34, 4]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,36.0,1.36
"p[34, 5]",0.0,0.001,0.0,0.0,0.0,0.0,19.0,61.0,1.14
"p[34, 6]",0.0,0.004,0.0,0.0,0.0,0.0,9.0,18.0,1.39
"p[34, 7]",0.0,0.001,0.0,0.0,0.0,0.0,7.0,37.0,1.61
"p[34, 8]",0.891,0.126,0.644,1.0,0.01,0.008,107.0,715.0,1.04
"p[34, 9]",0.099,0.12,0.0,0.337,0.011,0.008,81.0,740.0,1.05
"p[34, 10]",0.0,0.001,0.0,0.0,0.0,0.0,20.0,230.0,1.14
"p[35, 0]",0.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,1.35
"p[35, 1]",0.0,0.001,0.0,0.0,0.0,0.0,22.0,139.0,1.14
"p[35, 2]",0.0,0.001,0.0,0.0,0.0,0.0,36.0,147.0,1.08
"p[35, 3]",0.236,0.163,0.002,0.538,0.004,0.003,1205.0,1806.0,1.0
"p[35, 4]",0.0,0.001,0.0,0.0,0.0,0.0,10.0,75.0,1.3
"p[35, 5]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,118.0,1.11
"p[35, 6]",0.0,0.003,0.0,0.0,0.0,0.0,12.0,27.0,1.25
"p[35, 7]",0.0,0.004,0.0,0.0,0.0,0.0,7.0,51.0,1.56
"p[35, 8]",0.053,0.064,0.0,0.169,0.002,0.002,428.0,654.0,1.02
"p[35, 9]",0.711,0.167,0.409,0.978,0.004,0.003,1627.0,2390.0,1.0
"p[35, 10]",0.0,0.002,0.0,0.0,0.0,0.0,28.0,280.0,1.11
"p[36, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,42.0,1.47
"p[36, 1]",0.0,0.0,0.0,0.0,0.0,0.0,18.0,160.0,1.17
"p[36, 2]",0.0,0.001,0.0,0.0,0.0,0.0,22.0,267.0,1.13
"p[36, 3]",0.003,0.015,0.0,0.012,0.001,0.0,120.0,135.0,1.02
"p[36, 4]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,63.0,1.27
"p[36, 5]",0.0,0.0,0.0,0.0,0.0,0.0,23.0,95.0,1.13
"p[36, 6]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,19.0,1.36
"p[36, 7]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,39.0,1.53
"p[36, 8]",0.992,0.027,0.964,1.0,0.002,0.001,47.0,206.0,1.07
"p[36, 9]",0.005,0.021,0.0,0.018,0.001,0.001,24.0,217.0,1.14
"p[36, 10]",0.0,0.001,0.0,0.0,0.0,0.0,31.0,370.0,1.1
"p[37, 0]",0.0,0.0,0.0,0.0,0.0,0.0,12.0,89.0,1.27
"p[37, 1]",0.0,0.003,0.0,0.0,0.0,0.0,42.0,408.0,1.08
"p[37, 2]",0.0,0.004,0.0,0.0,0.0,0.0,24.0,103.0,1.12
"p[37, 3]",0.757,0.169,0.44,0.991,0.007,0.005,408.0,829.0,1.02
"p[37, 4]",0.0,0.005,0.0,0.0,0.0,0.0,16.0,297.0,1.18
"p[37, 5]",0.0,0.002,0.0,0.0,0.0,0.0,38.0,402.0,1.08
"p[37, 6]",0.0,0.003,0.0,0.0,0.0,0.0,16.0,103.0,1.18
"p[37, 7]",0.0,0.004,0.0,0.0,0.0,0.0,10.0,114.0,1.34
"p[37, 8]",0.17,0.147,0.001,0.449,0.005,0.004,565.0,573.0,1.02
"p[37, 9]",0.071,0.077,0.0,0.21,0.004,0.003,311.0,1221.0,1.02
"p[37, 10]",0.0,0.007,0.0,0.0,0.0,0.0,46.0,561.0,1.08
"p[38, 0]",0.008,0.049,0.0,0.019,0.001,0.001,79.0,232.0,1.04
"p[38, 1]",0.007,0.042,0.0,0.01,0.001,0.001,145.0,469.0,1.03
"p[38, 2]",0.006,0.044,0.0,0.004,0.001,0.001,317.0,489.0,1.04
"p[38, 3]",0.059,0.114,0.0,0.274,0.01,0.007,51.0,129.0,1.06
"p[38, 4]",0.006,0.04,0.0,0.009,0.001,0.001,38.0,74.0,1.08
"p[38, 5]",0.006,0.041,0.0,0.008,0.001,0.001,74.0,659.0,1.05
"p[38, 6]",0.005,0.034,0.0,0.006,0.001,0.001,58.0,451.0,1.06
"p[38, 7]",0.004,0.032,0.0,0.003,0.001,0.0,40.0,447.0,1.08
"p[38, 8]",0.881,0.16,0.555,1.0,0.011,0.009,102.0,418.0,1.04
"p[38, 9]",0.012,0.034,0.0,0.056,0.004,0.003,27.0,91.0,1.12
"p[38, 10]",0.005,0.038,0.0,0.004,0.001,0.001,120.0,212.0,1.05
"p[39, 0]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,1.44
"p[39, 1]",0.0,0.0,0.0,0.0,0.0,0.0,17.0,68.0,1.17
"p[39, 2]",0.0,0.0,0.0,0.0,0.0,0.0,27.0,84.0,1.11
"p[39, 3]",0.045,0.069,0.0,0.165,0.01,0.007,44.0,94.0,1.07
"p[39, 4]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,1.31
"p[39, 5]",0.0,0.0,0.0,0.0,0.0,0.0,25.0,132.0,1.12
"p[39, 6]",0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,1.29
"p[39, 7]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,1.59
"p[39, 8]",0.729,0.173,0.402,0.979,0.012,0.009,182.0,632.0,1.03
"p[39, 9]",0.226,0.165,0.006,0.54,0.013,0.009,139.0,426.0,1.05
"p[39, 10]",0.0,0.002,0.0,0.0,0.0,0.0,34.0,298.0,1.1
"p[40, 0]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,53.0,1.31
"p[40, 1]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,311.0,1.12
"p[40, 2]",0.0,0.004,0.0,0.0,0.0,0.0,49.0,174.0,1.06
"p[40, 3]",0.033,0.044,0.0,0.109,0.001,0.001,489.0,1284.0,1.01
"p[40, 4]",0.0,0.004,0.0,0.0,0.0,0.0,12.0,67.0,1.26
"p[40, 5]",0.0,0.003,0.0,0.0,0.0,0.0,32.0,143.0,1.09
"p[40, 6]",0.0,0.006,0.0,0.0,0.0,0.0,14.0,34.0,1.21
"p[40, 7]",0.0,0.005,0.0,0.0,0.0,0.0,7.0,83.0,1.51
"p[40, 8]",0.038,0.049,0.0,0.124,0.003,0.002,228.0,1099.0,1.03
"p[40, 9]",0.928,0.067,0.809,0.999,0.003,0.002,526.0,1913.0,1.01
"p[40, 10]",0.0,0.004,0.0,0.0,0.0,0.0,38.0,406.0,1.09
"p[41, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[41, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[41, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[41, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[41, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[41, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[41, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[41, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[41, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[41, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[41, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[42, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[42, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[42, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[42, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[42, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[42, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[42, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[42, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[42, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[42, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[42, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[43, 0]",0.0,0.009,0.0,0.0,0.0,0.0,9.0,55.0,1.37
"p[43, 1]",0.002,0.034,0.0,0.0,0.001,0.0,20.0,247.0,1.15
"p[43, 2]",0.003,0.039,0.0,0.0,0.001,0.001,28.0,328.0,1.1
"p[43, 3]",0.015,0.073,0.0,0.051,0.002,0.002,151.0,109.0,1.01
"p[43, 4]",0.002,0.035,0.0,0.0,0.001,0.001,17.0,54.0,1.17
"p[43, 5]",0.001,0.018,0.0,0.0,0.0,0.0,22.0,178.0,1.12
"p[43, 6]",0.004,0.045,0.0,0.0,0.001,0.001,10.0,22.0,1.3
"p[43, 7]",0.001,0.017,0.0,0.0,0.0,0.0,9.0,98.0,1.41
"p[43, 8]",0.943,0.15,0.66,1.0,0.007,0.006,98.0,345.0,1.05
"p[43, 9]",0.024,0.091,0.0,0.103,0.005,0.004,33.0,267.0,1.11
"p[43, 10]",0.004,0.044,0.0,0.0,0.001,0.001,40.0,296.0,1.08
"p[44, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[44, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[44, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[44, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[44, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[44, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[44, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[44, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[44, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[44, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[44, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[45, 0]",0.004,0.013,0.0,0.017,0.0,0.0,35.0,336.0,1.09
"p[45, 1]",0.002,0.011,0.0,0.004,0.0,0.0,102.0,417.0,1.04
"p[45, 2]",0.002,0.009,0.0,0.006,0.0,0.0,62.0,245.0,1.06
"p[45, 3]",0.92,0.061,0.809,0.998,0.002,0.001,1184.0,1996.0,1.01
"p[45, 4]",0.002,0.011,0.0,0.009,0.0,0.0,108.0,316.0,1.04
"p[45, 5]",0.002,0.009,0.0,0.004,0.0,0.0,37.0,446.0,1.08
"p[45, 6]",0.002,0.009,0.0,0.004,0.0,0.0,47.0,207.0,1.07
"p[45, 7]",0.001,0.008,0.0,0.003,0.0,0.0,26.0,296.0,1.11
"p[45, 8]",0.022,0.03,0.0,0.075,0.001,0.001,339.0,726.0,1.02
"p[45, 9]",0.043,0.042,0.0,0.12,0.001,0.001,736.0,1260.0,1.02
"p[45, 10]",0.002,0.011,0.0,0.005,0.0,0.0,96.0,405.0,1.05
"p[46, 0]",0.999,0.005,0.995,1.0,0.0,0.0,31.0,521.0,1.1
"p[46, 1]",0.0,0.003,0.0,0.0,0.0,0.0,19.0,150.0,1.18
"p[46, 2]",0.0,0.002,0.0,0.0,0.0,0.0,10.0,42.0,1.34
"p[46, 3]",0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,1.57
"p[46, 4]",0.0,0.002,0.0,0.0,0.0,0.0,7.0,18.0,1.51
"p[46, 5]",0.0,0.003,0.0,0.0,0.0,0.0,9.0,33.0,1.39
"p[46, 6]",0.0,0.001,0.0,0.0,0.0,0.0,16.0,108.0,1.18
"p[46, 7]",0.0,0.002,0.0,0.0,0.0,0.0,9.0,14.0,1.38
"p[46, 8]",0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,1.74
"p[46, 9]",0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,1.48
"p[46, 10]",0.0,0.001,0.0,0.0,0.0,0.0,9.0,103.0,1.42
"p[47, 0]",0.0,0.004,0.0,0.0,0.0,0.0,11.0,43.0,1.31
"p[47, 1]",0.003,0.033,0.0,0.0,0.001,0.001,38.0,255.0,1.09
"p[47, 2]",0.004,0.036,0.0,0.0,0.001,0.0,40.0,355.0,1.07
"p[47, 3]",0.178,0.215,0.0,0.629,0.008,0.006,490.0,619.0,1.01
"p[47, 4]",0.004,0.045,0.0,0.0,0.001,0.001,13.0,41.0,1.22
"p[47, 5]",0.003,0.039,0.0,0.0,0.001,0.001,65.0,370.0,1.06
"p[47, 6]",0.002,0.029,0.0,0.0,0.001,0.0,14.0,63.0,1.22
"p[47, 7]",0.002,0.03,0.0,0.0,0.001,0.0,8.0,51.0,1.45
"p[47, 8]",0.531,0.28,0.09,0.996,0.011,0.008,582.0,1056.0,1.01
"p[47, 9]",0.27,0.252,0.0,0.777,0.011,0.008,415.0,542.0,1.01
"p[47, 10]",0.003,0.037,0.0,0.0,0.001,0.001,100.0,299.0,1.05
"p[48, 0]",0.005,0.033,0.0,0.011,0.001,0.0,60.0,373.0,1.05
"p[48, 1]",0.004,0.029,0.0,0.006,0.001,0.0,164.0,381.0,1.03
"p[48, 2]",0.003,0.02,0.0,0.004,0.0,0.0,255.0,460.0,1.03
"p[48, 3]",0.016,0.034,0.0,0.072,0.002,0.001,163.0,441.0,1.04
"p[48, 4]",0.004,0.029,0.0,0.004,0.001,0.0,57.0,306.0,1.06
"p[48, 5]",0.005,0.032,0.0,0.005,0.001,0.0,113.0,652.0,1.04
"p[48, 6]",0.003,0.023,0.0,0.004,0.001,0.0,64.0,253.0,1.06
"p[48, 7]",0.003,0.025,0.0,0.002,0.001,0.0,39.0,430.0,1.07
"p[48, 8]",0.074,0.09,0.0,0.241,0.01,0.007,50.0,721.0,1.06
"p[48, 9]",0.878,0.12,0.649,1.0,0.008,0.006,158.0,1115.0,1.03
"p[48, 10]",0.004,0.027,0.0,0.005,0.001,0.0,58.0,682.0,1.06
"p[49, 0]",0.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,1.31
"p[49, 1]",0.0,0.003,0.0,0.0,0.0,0.0,27.0,303.0,1.12
"p[49, 2]",0.0,0.004,0.0,0.0,0.0,0.0,49.0,171.0,1.06
"p[49, 3]",0.034,0.045,0.0,0.112,0.001,0.001,514.0,1297.0,1.01
"p[49, 4]",0.0,0.004,0.0,0.0,0.0,0.0,11.0,68.0,1.26
"p[49, 5]",0.0,0.003,0.0,0.0,0.0,0.0,32.0,141.0,1.09
"p[49, 6]",0.0,0.006,0.0,0.0,0.0,0.0,14.0,33.0,1.22
"p[49, 7]",0.0,0.006,0.0,0.0,0.0,0.0,7.0,82.0,1.51
"p[49, 8]",0.038,0.049,0.0,0.126,0.003,0.002,251.0,1062.0,1.03
"p[49, 9]",0.927,0.068,0.805,0.999,0.003,0.002,579.0,1951.0,1.01
"p[49, 10]",0.0,0.004,0.0,0.0,0.0,0.0,38.0,356.0,1.09
"p[50, 0]",0.002,0.013,0.0,0.004,0.0,0.0,26.0,136.0,1.1
"p[50, 1]",0.001,0.008,0.0,0.001,0.0,0.0,60.0,355.0,1.06
"p[50, 2]",0.0,0.003,0.0,0.001,0.0,0.0,50.0,408.0,1.07
